ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
231.3231619,40.2326855,0.2712,0.3316,0.0393,15.174,0.105,10.3,1.044,14.495,0.193,5.6,0.796,1,0,0000,AB,10,56859.66327047,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.116998,243.50323
231.3232865,40.232695,0.2768,0.3408,-0.0174,15.283,0.116,9.3,0.9488,14.121,0.146,7.4,0.6432,1,0,0000,BB,10,56859.66339784,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.238416,94.329902
231.3232665,40.2325756,0.2757,0.2809,-0.0096,14.902,0.092,11.8,1.217,14.269,0.201,5.4,0.8488,1,0,0000,AB,10,56859.72910403,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.483697,157.799474
231.3230361,40.2328231,0.3792,0.3876,-0.1416,15.293,0.122,8.9,0.9263,14.835,0.314,3.5,1.128,1,0,0000,BB,10,56859.79493758,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.631904,314.532498
231.3232418,40.2325604,0.3079,0.3321,-0.0887,15.161,0.119,9.1,0.5426,14.238,0.16,6.8,0.5675,1,0,0000,BB,10,56859.86064381,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.51552,167.123919
231.3232832,40.2325732,0.2849,0.33,-0.0919,15.209,0.107,10.1,0.6614,13.998,0.154,7.1,0.3449,1,0,0000,AB,10,56859.92647736,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.510548,153.392561
231.3233458,40.2326222,0.2765,0.366,-0.0691,15.059,0.11,9.8,0.5919,14.315,0.176,6.2,0.4777,1,0,0000,BB,10,56859.99231091,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.488884,124.952066
231.3232143,40.2326289,0.307,0.3231,-0.107,15.158,0.11,9.9,0.8479,14.298,0.177,6.1,0.3913,1,0,0000,BB,10,56860.12385071,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.258967,171.270713
231.3232935,40.2327537,0.3934,0.4833,-0.1807,15.497,0.136,8.0,1.013,14.791,0.263,4.1,0.7026,1,0,0000,BB,10,56860.25539036,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.321568,53.045574
231.323261,40.2326709,0.3869,0.3777,-0.1156,15.389,0.131,8.3,1.264,14.109,0.183,5.9,0.5096,1,0,0000,BB,10,57044.89355608,2314140801351005476,15.25,0.03,14.36,0.036,11.809,0.13,8.929,0.235,,,,,,,,0.197692,122.000337
