ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
40.6696585,-0.013034,0.0114,0.01,0.0014,4.685,0.016,68.3,163.7,1.614,0.01,106.3,79.69,1,0,0000,AA,10,56682.31935828,408100001351031654,4.166,0.197,3.041,0.304,-0.567,0.392,-2.585,0.001,124414982,10.179,0.1043,9.136,0.1205,7.271,0.0241,0.945356,12.871963
40.6696824,-0.0132695,0.0117,0.0065,0.0025,3.841,0.056,19.3,2.023,2.176,0.007,159.6,154.8,1,0,0000,AA,10,56682.45115323,408100001351031654,4.166,0.197,3.041,0.304,-0.567,0.392,-2.585,0.001,124414982,10.179,0.1043,9.136,0.1205,7.271,0.0241,0.305679,76.029218
40.6695275,-0.0131622,0.0113,0.0153,0.0038,3.857,0.056,19.3,1.916,1.645,0.008,131.9,108.3,1,0,0000,AA,10,56682.71461575,408100001351031654,4.166,0.197,3.041,0.304,-0.567,0.392,-2.585,0.001,124414982,10.179,0.1043,9.136,0.1205,7.271,0.0241,0.52896,330.434077
40.669903,-0.0130993,0.021,0.0174,0.0069,3.48,0.046,23.4,3.937,1.577,0.01,111.6,115.8,1,0,0000,AA,10,56682.71474307,408100001351031654,4.166,0.197,3.041,0.304,-0.567,0.392,-2.585,0.001,124414982,10.179,0.1043,9.136,0.1205,7.271,0.0241,1.288859,57.814799
40.6695717,-0.0133215,0.0099,0.0117,0.0034,4.074,0.046,23.7,2.608,2.353,0.007,157.2,92.26,1,0,0000,AA,10,56682.78057686,408100001351031654,4.166,0.197,3.041,0.304,-0.567,0.392,-2.585,0.001,124414982,10.179,0.1043,9.136,0.1205,7.271,0.0241,0.152445,221.936926
40.6700039,-0.0132181,0.019,0.0244,0.0151,3.308,0.047,23.0,4.35,2.035,0.013,84.2,105.7,1,0,0000,AA,10,56682.84641071,408100001351031654,4.166,0.197,3.041,0.304,-0.567,0.392,-2.585,0.001,124414982,10.179,0.1043,9.136,0.1205,7.271,0.0241,1.476898,79.906262
40.6699279,-0.0136781,0.0326,0.0166,-0.0094,3.857,0.172,6.3,0.5223,1.636,0.014,76.1,18.99,1,0,0000,BA,10,56682.91237182,408100001351031654,4.166,0.197,3.041,0.304,-0.567,0.392,-2.585,0.001,124414982,10.179,0.1043,9.136,0.1205,7.271,0.0241,1.82907,139.806024
40.6699462,-0.0129584,0.0158,0.011,0.0026,2.939,0.026,42.6,20.09,1.73,0.011,94.8,91.5,1,0,0000,AA,10,56683.04403944,408100001351031654,4.166,0.197,3.041,0.304,-0.567,0.392,-2.585,0.001,124414977,11.381,0.173,8.636,,8.112,,1.725798,46.233975
40.6692535,-0.0137102,0.0172,0.0165,0.0056,3.961,0.019,58.4,34.96,1.972,0.017,63.9,57.52,1,0,0000,AA,10,56683.30762929,408100001351031654,4.166,0.197,3.041,0.304,-0.567,0.392,-2.585,0.001,124414987,11.795,0.023,8.801,,7.78,,1.960697,219.509241
40.6695125,-0.0135741,0.0257,0.0195,0.0153,4.057,0.022,49.5,54.16,1.468,0.02,53.2,42.99,1,0,0000,AA,10,56871.85891058,408100001351031654,4.166,0.197,3.041,0.304,-0.567,0.392,-2.585,0.001,124414982,10.179,0.1043,9.136,0.1205,7.271,0.0241,1.070168,197.118316
