ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
182.6357257,39.4058508,0.024,0.0253,-0.0095,7.59,0.018,60.2,8.017,6.592,0.012,93.7,7.079,1,0,0000,AA,5,57363.74938383,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.09543,271.729004
182.6357307,39.4058791,0.0293,0.0296,-0.0133,7.592,0.021,50.6,13.27,6.507,0.016,69.4,1.329,1,0,0000,AA,10,57363.74951115,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.132735,322.117841
182.635718,39.405883,0.027,0.0215,-0.0039,7.508,0.018,59.8,10.88,6.549,0.012,89.7,6.493,1,0,0000,AA,10,57363.81496308,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.166627,315.479643
182.6357037,39.4059004,0.0236,0.0225,-0.006,7.51,0.016,68.4,10.9,6.548,0.012,90.6,3.642,1,0,0000,AA,10,57363.88054237,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.239681,319.201892
182.6357052,39.405878,0.0236,0.0271,-0.0045,7.585,0.016,67.9,14.72,6.554,0.015,74.0,2.145,1,0,0000,AA,10,57363.94612162,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.182743,303.475812
182.6356873,39.4058935,0.0283,0.0268,-0.0108,7.522,0.018,60.2,5.653,6.478,0.016,69.0,2.135,1,0,0000,AA,10,57364.01170093,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.255773,307.753986
182.6356855,39.4059134,0.0234,0.0251,-0.0098,7.583,0.015,74.6,17.04,6.566,0.013,86.1,5.759,1,0,0000,AA,10,57364.07728017,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.308279,317.762261
182.6357547,39.4058795,0.0237,0.0255,-0.008,7.481,0.018,59.2,6.688,6.508,0.013,83.2,4.883,1,0,0000,AA,5,57364.14285947,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.107224,352.0968
182.6356994,39.4058752,0.0232,0.0242,-0.0079,7.532,0.018,60.4,9.359,6.606,0.011,99.2,5.243,1,0,0000,AA,5,57364.27401792,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.191428,298.288658
182.6356898,39.4058704,0.0246,0.0284,-0.0065,7.527,0.017,65.7,7.648,6.493,0.016,68.5,10.07,1,0,0000,AA,10,57364.40517646,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.208619,290.611147
182.6356622,39.4058386,0.0248,0.0261,0.008,7.266,0.018,59.9,23.17,6.138,0.014,75.8,3.558,1,0,0000,AA,10,57529.29939913,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.275116,261.421111
182.6356405,39.4058153,0.0253,0.0309,0.0105,7.109,0.018,59.1,15.53,5.989,0.02,55.4,5.354,1,0,0000,AA,10,57529.43042979,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.355102,249.403325
182.6356734,39.4058483,0.0278,0.0257,-0.0113,7.222,0.019,58.5,6.682,6.029,0.015,72.4,2.231,1,0,0000,AA,5,57529.56146046,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.240958,268.544679
182.6357014,39.4058588,0.0229,0.0277,-0.0089,7.121,0.017,63.2,17.57,6.263,0.013,81.3,2.276,1,0,0000,AA,10,57529.69249113,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.166059,280.998523
182.635703,39.4059075,0.022,0.0268,-0.0132,7.343,0.021,52.6,18.34,6.164,0.012,87.8,15.19,1,0,0000,AA,10,57529.75807014,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.260748,322.549724
182.6357747,39.4058263,0.0289,0.0298,-0.0085,7.082,0.02,54.2,1.761,6.205,0.017,63.7,19.16,1,0,0000,AA,10,57529.82352184,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.094634,154.39391
182.6357329,39.4058931,0.0277,0.0273,0.0022,7.029,0.024,44.9,2.321,6.127,0.015,72.9,2.499,1,0,0000,AA,5,57529.88910086,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.172505,334.088089
182.6356461,39.4058621,0.0254,0.0278,-0.0074,7.088,0.019,57.7,5.006,6.125,0.017,65.0,1.84,1,0,0000,AA,10,57529.95455256,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.319801,277.828501
182.6356958,39.4058713,0.0245,0.0229,-0.0075,7.074,0.022,48.5,2.873,6.012,0.013,83.9,8.814,1,0,0000,AA,10,57530.02013157,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.194342,293.238192
182.6356581,39.4058763,0.0221,0.0248,-0.0093,7.25,0.014,78.7,21.1,6.254,0.012,89.3,23.67,1,0,0000,AA,5,57530.08558328,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.298834,288.47101
182.6356748,39.4058611,0.0272,0.0272,-0.011,7.089,0.018,59.6,8.111,6.044,0.018,61.9,4.496,1,0,0000,AA,5,57530.15116229,1819139301351026869,6.745,0.049,5.927,0.037,3.208,0.01,0.751,0.019,206642474,10.262,0.0261,9.436,0.0248,8.519,0.0202,0.24033,279.570796
