Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 Normalised Flux Change,W1 Normalised Flux Change Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 Normalised Flux Change,W2 Normalised Flux Change Unc,Mean Z Score,Mean Z Score Unc,Mean Normalised Flux Change,Mean Normalised Flux Change Unc,Mean UV Flux Change DESI - SDSS,Mean UV Flux Change DESI - SDSS Unc,SDSS mjd,DESI mjd,W1 Max mjd,W1 Min mjd,W2 Max mjd,W2 Min mjd,W1 Epochs,W2 Epochs,W1 Min Flux,W1 Min Flux Unc,W1 Max Flux Unc,W2 Min Flux,W2 Min Flux Unc,W2 Max Flux Unc,W1 median_abs_dev of Flux,W2 median_abs_dev of Flux
013332.08+245953.1,5.839259713215562,,,,0.4771006157826878,,0.4092893430856941,,9.885060304292717,,,,0.493548386325901,,0.5289742698424863,,7.862160008754138,,0.4691318064640902,,0.1206552923190317,0.3964030073014641,57062,59225.08830371,60149.396694995,55578.5105631,60309.734315045,55578.5105631,25,25,1.1656805236749002,,0.0817056680494792,0.9330290988876754,,0.0499287177956386,0.0497220352514145,0.0578717066916893
111802.18+541840.6,3.625737966159171,1.8151324489300296,-2.393497106886998,1.1982427593169351,0.2224803132920811,0.1113790460517927,0.2799702029689839,0.1439348912783543,2.850014056364281,1.15661691588422,-4.903895020555373,1.990140336967436,0.2837137431017378,0.115139121439602,0.6353088128864858,0.2706448775743367,3.443286037491456,0.7917114676583799,0.4576395079277348,0.1532692913506644,0.1076419747748477,0.0420722307443404,56636,59307.39542848,60422.871327925,55516.335463,60422.871327925,57343.41929912,23,23,0.7946571132669014,0.0929519875549132,0.0613613877694972,0.4465761175462091,0.0578547750130276,0.0995481908126681,0.0367057836213219,0.0163873685510127
120448.23+543901.4,2.840291068166995,1.1449986737252955,-5.0929254514424445,2.053096935254153,0.172086386304136,0.0693727084145552,0.8180259048274223,0.3549802302356102,3.3483579428595203,,,,0.3388105234280332,,1.7189434625401836,,3.7605248208229862,,1.2684846836838028,,0.1185855794423928,0.1065888304945085,57430,59309.24652879,59176.33321718,59907.76167762,59334.26889024,55523.3117468,20,13,0.2103678933498332,0.0337893000682734,0.0605875884457128,0.1971039366980418,,0.1011870681718952,0.0418719393092197,0.0412322032334575
162054.47+434307.5,2.847106946741747,1.0972348870962625,-6.304769116021637,2.429769151138775,0.1465829213099306,0.0564909917759865,0.7084411419001876,0.2843916006543897,1.7845360121284943,,,,0.2064287185645601,,1.1697007609910366,,3.645470691630626,,0.939070951445612,,0.6241850594897607,0.1321543592840649,57905,59311.40505385,60507.741611005,59251.78379356,59250.999009305,55412.7169891,24,17,0.2069091031567768,0.0232495304130067,0.0514848665863013,0.176479938672231,,0.1156764095325504,0.0202546514266707,0.0407880509533341
121335.00+523634.3,3.666828644472551,2.3408855841633023,-1.7324629400500735,1.1059959203639702,0.10985827571688,0.0701329892560805,0.3765767504174335,0.2539579226265605,3.170212910681089,1.3437461536602149,-3.531947345469525,1.4970731601069156,0.1009588356093991,0.04279303972647,0.3727768445731649,0.1628323075006803,3.0253629601683096,0.81967425184469,0.3746767974952992,0.1508384788696125,0.1202717971491773,0.0590719551049471,52430,59309.26052946,55337.76824,57352.92752911,55337.76824,59910.62881966,23,23,0.2917287793128563,0.0634116165934867,0.0299600244157802,0.2708291490717417,0.0285844679250103,0.0318460742082175,0.0196227903131354,0.0150190347682396
122442.34+542122.0,11.313200222736103,1.5339395823365207,-9.726157250489983,1.3187548436182168,0.6844703884231935,0.092806297163338,0.5240527270237549,0.0764603004892406,6.556028145220076,1.7790643699096562,-4.455586043871791,1.209081810226569,0.4116254631985996,0.111699977349564,0.4021673509118752,0.1150121770448891,8.012742915579487,0.7382002538237865,0.4631100389678151,0.0690542873750607,0.9695414632248396,0.1261279799382005,52707,59307.32351864,59544.65816978,55527.01492985,59702.311032755,55527.01492985,23,23,1.3061097731720552,0.0703741848702591,0.0605019247381139,1.0235178521212105,0.0923841351385748,0.0627857986696885,0.0973332879231434,0.0453031438186672
020106.36-030041.4,1.708201470222897,1.0277668527873474,-7.198910142349846,4.331339920657236,0.2077431184173398,0.1249919840990174,0.3225127859591992,0.1945821796114469,5.2112300969497545,1.4491970988618568,-4.9683240015488,1.3816470574701,0.261213411054718,0.0726411443060018,0.6360630970454711,0.1947275386359478,4.7716664277678245,1.220295328873631,0.4792879415023351,0.1376417804715886,0.1724709538999395,0.051218333664535,57332,59217.19524616,60509.933151410005,59778.740799965,60509.933151410005,59778.67560299,25,25,0.6441391704812014,0.0288575790375859,0.1216151151012838,0.4106721680098418,0.0525757601503623,0.050125096415837,0.0310130071571528,0.0364324376737453
120629.59-004831.2,5.294310497901633,1.0367630026521968,-19.34789275520332,3.788818089877352,0.6503470877941017,0.1273547895943696,0.8297849657353437,0.1663447178764553,11.80486504195746,1.8327873629984237,-7.685762764376267,1.1932680991681102,0.5050003878630307,0.0784048208848638,0.7362009553009184,0.1343036978399483,11.033207764859672,1.1239722615657952,0.782992960518131,0.1068972034466777,0.7143896180788047,0.094043010768734,51999,59312.19257056,57379.62429447,60461.29784975,55364.2193246,60461.29784975,24,24,0.783753761093723,0.0336133291631565,0.1228388641073965,0.685954540301587,0.065705955719024,0.0427790056106641,0.1892126466252185,0.1505428069803061
114749.54+530005.8,11.691515405042637,3.351821074206558,-3.654543636787898,1.0477150270109474,0.5381309021511049,0.1542758518484185,0.33659558698769,0.1013556448705568,3.478363101823819,1.124400819689926,-6.766203638004095,2.1872141274646344,0.4374106564008406,0.1413955030572667,0.3957254429952647,0.1299973648533449,6.397656445414611,1.0718148783144648,0.3661605149914774,0.0824200849549733,0.1324994161044781,0.0405139004859623,57423,59308.26450975,59906.58940439,58444.142462405,59697.25176743,58444.142462405,21,21,1.598746159945304,0.1472498225863534,0.0460274723599136,1.105338724470326,0.0646463925418994,0.125751867644724,0.051574334504161,0.0506110765551786
114845.68+554057.1,4.01041880830829,1.585056723753287,-3.261036819653927,1.288874949092884,0.2965810131973484,0.1172191114135334,0.465547145820484,0.1956356453823152,3.394273648569868,1.8334782074718177,-2.208715554261785,1.1930775931838256,0.1581676550074165,0.085437115155758,0.6143592374659024,0.3732707467155859,3.2186112076984674,0.7482763498762535,0.5399531916431932,0.2107156591818499,0.0645517910720912,0.1103582913645508,56425,59300.38079037,59904.17749556,60426.56311113,58600.10633999,58441.8517153,21,21,0.6370590301324942,0.0909468459263893,0.0739526287336695,0.2574514150056953,0.0716106945967882,0.0465983805030152,0.0259081988457778,0.0545051022442725
160534.46+433654.5,2.676491863075998,1.2129198183565186,-3.89919580664404,1.767018960444677,0.0954831653292871,0.0432706055060462,0.4131872138652254,0.192297194657195,2.948950556324196,1.338303849017275,-3.315610827862507,1.5047029945129835,0.2252056592214576,0.1022036805297373,1.0230198183811978,0.5614104017820547,3.210062263476685,0.7352176032612637,0.7181035161232117,0.2967152887458427,0.0992370235574792,0.1391054399215373,57897,59312.38316145,59975.72176903,59244.886081995,59773.49855697,58149.85552519,21,12,0.2310893515703806,0.0244879123963429,0.0356747452314507,0.2201381196874735,0.0679228265660605,0.0763680688841971,0.014330385613681,0.0349179148069912
122359.47+454606.8,2.5860934434638043,1.1550297400032163,-4.474145155776975,1.9982923390007263,0.2044361967379125,0.0913075618989103,0.251986922386103,0.1134364836373855,4.092113652523215,1.241846357559397,-5.557442640765228,1.6865342673276162,0.2268767194208378,0.068850978137928,0.337827114803057,0.1045579684818708,4.177448723132305,0.7791760946287564,0.29490701859458,0.0771365746469707,0.0151395736839175,0.0545698663378041,52821,59335.3873082,56997.649410795,57528.219510155,57888.89739326,60282.41195108,23,23,0.8112968514479829,0.0456927948513128,0.0790521306392128,0.6715764054436545,0.040823942609257,0.0554424287020827,0.0490633617153998,0.0373482463308665
124822.42+584840.6,2.9486081834116527,1.2301159910269273,-4.116043358090425,1.7171527851790995,0.1329558585187882,0.0554672297882047,0.3677290178146109,0.1568894574200519,2.050741069122518,1.3844131918584908,-2.1420072157393104,1.446025093647946,0.1148700576275298,0.0775464174992813,0.330454347860498,0.2288339728642935,2.814349956590976,0.7275553027210313,0.3490916828375545,0.1387257086721982,0.3511977228340945,0.0726577279683231,58487,59308.28495262,60274.85138319,58083.74422723,60274.980503945,58083.80974265,21,21,0.3615593333072707,0.0323018605373659,0.0450910566099539,0.3476124867814495,0.0536272972301275,0.0560139255789523,0.0243292170566665,0.0334932021139911
123453.45+580131.2,4.240226115097513,1.5021035406963217,-3.783029568493035,1.3401412932106298,0.24513324054131,0.0868386492994836,0.466898776980506,0.17514987797315,7.4947152519744,1.7062863803075818,-5.420980505595934,1.2341689969041196,0.2505167652561163,0.0570339672988396,0.8138444656841562,0.2219425425337092,5.23473786029022,0.7283062567218527,0.6403716213323312,0.1413647515651768,1.1486340881937471,0.2083947872905416,56442,59307.3128033,55334.4948967,60067.68029307,55334.4948967,60431.50509892,23,23,0.5250243792168786,0.0647981296744023,0.0578113604999748,0.3078189701093808,0.0462124453311563,0.0334257882833,0.0480572340663129,0.0404547725078831
153947.62+431341.6,13.999847497577353,1.1964126002722772,-21.314819978258825,1.821542641727853,1.2388182068168978,0.1058681326592254,0.8441663555147513,0.0795120728452172,10.857060916977105,1.418096443303316,-10.797848478511971,1.41036240284533,0.7833083350872209,0.1023119214759189,0.7856649120276585,0.1174681018411148,14.242394217831311,0.7394905482658453,0.8149156337712049,0.0709241226211111,1.8407061290296327,0.3984941035830893,52466,59338.41097757,58505.941472045,55220.0164404,58872.86245466,55220.0164404,25,25,1.4675048332878629,0.0581200408016814,0.0884879786748586,0.9970005317733284,0.0725430011956573,0.0721473648418392,0.1762578139430095,0.1379531251567627
123807.76+532555.9,14.2463506295632,1.0513886925704905,-43.8779032328637,3.2382139477181684,1.4657759205398175,0.1081750876957684,0.7045109978868805,0.0532095828392532,14.706447269676264,1.6339787720378038,-11.380576872705838,1.264453656450982,1.301350144752495,0.1445881845235561,0.7442158446691577,0.095945899410685,21.05281950120225,0.9956209567037798,0.7243634212780191,0.0548563472162808,0.9514424914520356,0.0926178270742831,58172,59309.27937448,55341.90321545,57885.16677396,55341.90321545,57885.16677396,23,23,2.0805578975151344,0.0334057877096091,0.1028878172841067,1.7486192400687364,0.1143483462489091,0.0884884106194563,0.2267622859322653,0.1678633730254657
123401.63+582857.2,5.940642761112115,,,,0.4290558601533453,,0.4648727623662152,,4.293790838534153,,,,0.2864653279659518,,0.4216738913479781,,5.117216799823134,,0.4432733268570967,,0.4779547885367875,0.1621979436456807,56442,59307.31280328,58446.43116795,55333.8664846,58968.76197768501,55333.8664846,23,23,0.9229533216130776,,0.0722238110263045,0.6793527743683611,,0.0667161812809092,0.0957515561624551,0.0475122026351521
112015.67+542742.9,8.139447468868852,1.7823219648719937,-5.516942664720736,1.2080633394194866,0.6077116508970146,0.1330726474794603,0.3353651928470222,0.0762131926059232,3.05547949285498,1.1480178253254778,-5.418803755257913,2.03597612666811,0.3342547235352913,0.1255876145511956,0.2858789772615689,0.1084653688202612,5.53266834542562,0.7944822344671263,0.3106220850542955,0.0662819488256472,0.3882723632170758,0.0845801137305599,52707,59307.39542848,58803.07046633501,59901.05083906,58960.52015501,57508.20236195,23,23,1.81208922052392,0.1101537006688788,0.0746625189512365,1.1692175714951587,0.0616842274848874,0.1093951781764276,0.0921584305432703,0.0621410940872459
115715.92+285401.4,10.38143196415854,1.2202933881278468,-14.844013753417736,1.7448509896430953,1.5434199945196267,0.1814224878532234,0.9160187280420028,0.1216101957403864,21.64996353177236,1.4471352739999004,-20.69706265810497,1.3834411035739,1.1783035342724948,0.0787606226413299,0.781559467665516,0.0600014893298494,16.8931179768634,0.73065598597594,0.8487890978537594,0.0678034262220854,4.506711401904664,0.5949158615270669,53729,59283.31880658,55349.9359894,60444.3922059,55349.9359894,60288.61573141,23,23,1.6849218768907694,0.1039759205399728,0.1486712044974354,1.5076313230419127,0.0569309545869819,0.0544251971853568,0.2196734468849808,0.1754404479141496
093442.68+325334.5,3.5815028836415874,1.3821746504782877,-3.7535963420400567,1.4485890087628888,0.132938251215704,0.0513035691660351,0.4494383917568171,0.1816037242330038,1.8919931542265669,,,,0.1617946040892401,,0.7179077835764199,,3.075697459969404,,0.5836730876666185,,0.3763622373583384,0.1786436821389198,58224,59294.18947308,58221.176700095,59316.74604075,59890.335729555,55317.1561871,23,21,0.2957874842335108,0.0354162352852925,0.0371180075891871,0.2253696195954635,,0.0855154278586069,0.0286750441097449,0.0184474286329203
141658.28+521205.1,5.558064636091538,1.2959790299872005,-6.742316929692929,1.5721122236812026,0.395905629335007,0.0923136787831346,0.7234560891833819,0.1856932123080625,4.282437539356092,1.1478148765123897,-7.600349118515131,2.0371094043396614,0.3297774751851743,0.088389728624776,0.9275250824982768,0.2731593538714211,6.045792055913922,0.7753383215573808,0.8254905858408292,0.1651499331703917,0.4561459299108515,0.0750191987448795,57038,59312.31410948,56651.77348889,59936.197218215006,56651.773552545,60300.716485635,24,24,0.5472420997684806,0.0587195223041878,0.0712308429744009,0.3555456142457334,0.0433897798696913,0.0770069550704432,0.1280374425382843,0.0713962270821376
145954.07+351733.9,1.674576373877549,1.0385549143177848,-5.973156325534444,3.7044896563946015,0.1530132268923637,0.0948972177224249,0.2376563075756529,0.1476949771415371,1.954284801564652,1.2063898234835262,-2.896026902232298,1.7877319521650004,0.1990136200267904,0.1228521071968202,0.4427793088417677,0.2815886513343141,3.124511100802236,1.1026446011573865,0.3402178082087103,0.1589858286397856,0.2447259784772373,0.1667930790836736,55653,59348.45952601,59231.878246715,55578.69730425,59392.863578015,55391.2826301,25,25,0.6438424818312688,0.0256168127122762,0.0913742898080279,0.4494645889108388,0.0687195342948602,0.1018345022524121,0.0392183170128439,0.0354207167526653
121359.29-002000.4,3.0404677214285947,1.176932265101236,-4.899078747447423,1.896380549119417,0.174413524668264,0.0675135944398912,0.4873045356084812,0.1947585380856396,1.379258555667524,1.1205704154219132,-2.7277147924235274,2.216115669929065,0.144231992443381,0.1171804249647659,0.5459669689614256,0.456830352460765,3.0116299542417675,0.8347258330635714,0.5166357522849534,0.2483066949795566,0.0587154913922532,0.0988917551512944,55323,59310.21218797,59207.85828681,60098.44323037,59207.7928351,59731.472556655,23,17,0.3579148395376201,0.0356012902954742,0.057364044169597,0.2641771400891681,0.0528764931157752,0.1045721209056242,0.0314306478771611,0.0261846609674767
095601.64+005805.1,3.4150696901889623,1.274423274067043,-4.322683660406544,1.6131233512094445,0.2187131932583776,0.0816185932119519,0.40410602319057,0.1554627110561489,6.164977914354317,1.7358466854857226,-4.345021982430083,1.2234094122223305,0.1912003238005521,0.0538354642861273,0.4662224836808677,0.1404813112500426,4.561938311844976,0.7389272601687068,0.4351642534357188,0.1047659932175739,0.227918359076102,0.0661374931730395,51908,59312.12678917,55332.1346905,57514.51539868,55332.1346905,57155.610904175,23,23,0.5412272540051599,0.050596622478224,0.0640435519915483,0.4101053263047477,0.0440044548850861,0.0310139511376623,0.0291446606358294,0.0234321787967794
165220.33+305948.5,4.110399286969539,,,,0.193845035093587,,1.1697007609910368,,1.907357782048964,,,,0.1950480865003313,,1.170702486108377,,3.008878534509252,,1.170201623549707,,,,56062,59348.20033156,56715.906450305,55432.6250139,59269.04472407,55432.6250139,19,11,0.1657219021806487,,0.047159660548818,0.1666077323784506,,0.1022608806465258,0.0338503894673184,0.0230985792781364
123850.21+583400.6,2.205117695654564,,,,0.1382741852237045,,0.7815579028040409,,,,,,,,,,2.205117695654564,,0.7815579028040409,,1.124390319294371,0.257430437840541,58191,59307.31280329,59542.82768653,55524.7986095,,,21,7,0.1769212296716726,,0.0627060340117852,,,,0.023267048777342,
142653.5+511907.1,3.042252127770816,,,,0.1220071063369853,,0.6084230900221218,,2.664525426516193,,,,0.2048564658798758,,1.144864778552649,,2.853388777143504,,0.8766439342873853,,0.3295702102937152,0.2338582675975897,57513,59314.25563001,60303.58916917,55554.7889833,57912.17546805,55554.7889833,23,16,0.2005300396021283,,0.0401042060989156,0.178935075755285,,0.0768829089943124,0.0126573325161509,0.0281244646037629
140640.19-010806.2,1.562863957583323,1.0588861966166363,-4.488469230554541,3.041069626765199,0.1534352782517501,0.1039569038792354,0.2067024353169537,0.1403700991084595,3.610228961657992,1.223351688399682,-5.123137872588927,1.736011602836881,0.2004199226496354,0.067913712223328,0.4907332052220025,0.1728045739291372,3.696175005596196,0.9643543854217216,0.348717820269478,0.111316199960461,0.2151591692845321,0.0648027344888318,55363,59341.22485925,55217.3123629,59965.54363005,57407.25723892,59759.33349885,25,25,0.7423002927685654,0.0341843221754231,0.0981757097329246,0.4084091325325491,0.039120540503501,0.055514463148507,0.0279001812199493,0.0202006746619431
155920.40+421207.2,4.123519107617107,1.2932382241876794,-5.02843840753069,1.5770434395658803,0.3081691518878267,0.0966495161864647,0.3982992611474391,0.128839000416772,2.046121954347938,1.3450706995462307,-2.274571027070509,1.4952475516173775,0.19655721913781,0.1292119248731731,0.2953885528218101,0.1979340899996736,3.3681626241415605,0.7160879634415311,0.3468439069846246,0.1180861888753209,0.1019410866114165,0.0342677308430052,57843,59312.38316135,58879.69738875,60136.53774652,59041.21788806,60136.53774652,22,22,0.7737125873646831,0.0612852593414103,0.0747345031865054,0.6654192156741463,0.0864150720283121,0.0960632960905056,0.0396698188752883,0.0407218052358399
121848.81+572521.7,4.2162120959338605,1.5751226448390545,-3.46452146967301,1.2943006889230846,0.1998580598263554,0.0746644022224799,0.3446211242175614,0.1332315846454194,1.8391828935609325,1.0779486087249437,-4.569864610460328,2.678406381526006,0.1406778332426922,0.0824515469088532,0.2251802771325465,0.1324441938546372,3.522445267407033,0.8836026951946088,0.2849007006750539,0.0939309848145625,0.0471635027887885,0.0797327692924338,56442,59309.26965071,58238.753681874994,55523.0466289,58445.024720545,56987.65667213,23,23,0.5799356040060498,0.0576870605582416,0.0474022784620108,0.6247342575206347,0.0307838076691995,0.0764893114954538,0.0359639033346544,0.0263909561640195
023044.93+011246.0,5.9401570250329625,1.1576833052440982,-10.183831793878005,1.984737440694373,0.4512496688212153,0.0879445115490613,0.4361514501546103,0.087030233305759,3.945970236716948,1.8543270403749084,-2.526910517495549,1.1874692965495537,0.2409786909694928,0.1132429481248854,0.4282361904164856,0.2139268962920049,5.649217393280866,0.7956139707267121,0.432193820285548,0.1154761647120143,0.4910381062002481,0.1054618567614988,55179,59225.15787282,59422.920853385,55582.7048223,58126.59520841,58851.08974993,25,25,1.0346169172686526,0.0443104008348295,0.0759659495396439,0.5627237873920149,0.0953649483434536,0.0610695662950533,0.0723071348998747,0.0433453237498591
121727.53+544746.9,5.232916528829842,,,,0.1300113018748532,,0.5725343870563796,,1.2220652332062074,,,,0.1911618718059189,,0.8845162649962556,,3.2274908810180243,,0.7285253260263176,,0.3482832543748678,0.1655960633003928,56413,59309.26052955,57351.91066881,55525.2955462,60273.786264615,55334.9241524,23,23,0.2270803375554289,,0.0248449026768492,0.2161202448964894,,0.1564252599710958,0.0246727781356806,0.021949480591752
161003.12+543627.8,2.80003322135046,1.182944712788548,-4.430797321890674,1.8719021708036387,0.2367919703021378,0.1000387449562468,0.4427793088417677,0.1922252689545808,2.2897726324192824,1.1269935092205017,-4.405736467255762,2.168440801341589,0.1496423030084773,0.0736518123273999,0.4763860858262532,0.2400620171756866,3.4815849107290444,0.8244553432919307,0.4595826973340104,0.153769572831494,0.4086113008485502,0.1199393273303055,56804,59336.30977083,57043.24809409,59596.72656733,60488.87681084,59596.72656733,22,22,0.5347855366628212,0.0534422933615694,0.0845675574477408,0.3141198021116315,0.0339653322709259,0.0653524725074433,0.0304473647716141,0.0160085696269133
100512.45+411813.6,2.175222516028329,1.6731540882886409,-1.621565326716307,1.2472878686343831,0.1266319717442209,0.097403736707705,0.3061708422399714,0.2424941553740334,1.9390392366622216,,,,0.1687082086388883,,0.8272577490386162,,1.9119423598022856,,0.5667142956392938,,0.1754423481966436,0.1196830611328533,55630,59218.44402793,60259.86229304,58797.41526017,60414.3263062,55319.83729,23,21,0.4135990573686602,0.0780924269024995,0.0582156403821317,0.2039366918411459,,0.0870060829348122,0.0116764445040687,0.0171466753384302
142038.52+532416.4,7.009605987763727,1.403867306516578,-7.11408438514628,1.4247919928083117,0.4825066643976596,0.0966352934111698,0.6323008871935788,0.1385457846620905,4.542353620763263,1.3242679945544134,-5.23221759674928,1.5253894527822356,0.3146147660325047,0.0917221114988979,0.6481624204793213,0.2053154586828894,5.974565397605638,0.7106939540484905,0.6402316538364501,0.1238440269268159,0.391559226706759,0.0935862935135083,57428,59312.31410947,59727.63401994,60459.22797178,59727.63401994,60459.29221401501,24,24,0.7630966113921336,0.0678241412774215,0.0688350622331617,0.485394950543175,0.0601302908785696,0.0692624996421214,0.0763035822452396,0.0645528703202142
141648.88+530903.5,2.6253437346644017,,,,0.156496674359582,,1.011871837152158,,2.1202976635032846,,,,0.2020784565107905,,1.106686955346508,,2.372820699083843,,1.059279396249333,,0.4910087408404827,0.1648773342038307,57435,59311.26616103,57544.43859789,55550.6886951,59727.56805891,55361.5182382,22,10,0.1546605692673796,,0.0596099749885083,0.1825976673299804,,0.0953066449061233,0.027443799277924,0.0363410452616447
141320.04+520527.8,1.65396851276723,1.1131400121446575,-3.382633847673565,2.2765518528406203,0.1198814679728048,0.0806816198041779,0.2835126523068038,0.1922812494341778,3.576473596265729,1.116594296685512,-7.199420806931547,2.2476979057953304,0.2118231783282497,0.0661323357941403,0.9248645622841364,0.312236156835157,3.953124190909518,0.8916521786975288,0.6041886072954702,0.1833463229241026,0.8281562767040507,0.1845877072455622,57159,59312.25883456,55362.0803066,58472.96408659,60092.02858186,58108.81505134,24,24,0.4228434498333246,0.0354402732815005,0.0724811065310021,0.2290315652327627,0.0294222527073716,0.0592268257060303,0.0280923800327644,0.0261975019257566
142554.48+351919.8,3.537675060704021,,,,0.2196499463412422,,1.5810713077829552,,2.143991106916944,,,,0.2936438792975621,,1.6878180853791878,,2.840833083810483,,1.6344446965810715,,0.110344278633963,0.1380233075415385,58223,59314.32163577,57396.33491584,55207.3805312,59748.11834859,55382.38529905,20,9,0.1389247564357136,,0.0620887850275119,0.1739783936676988,,0.1369613326987263,0.0349483427249841,0.0735443309033938
121938.27+552318.3,3.570030243494135,1.4508460570873103,-3.3962506985140752,1.3802227428741571,0.2092247738820915,0.0850281139172414,0.8758575015414832,0.421563899802111,1.0944379986712656,1.1621797933750684,-1.8481911644427005,1.9625875821356735,0.0953810154829974,0.1012847589361067,0.35331877929949,0.3812193369611332,2.477227526280544,0.7587976093380947,0.6145881404204867,0.2841849329615533,0.4010555904492117,0.098186497768827,57867,59307.32351873,58082.95969706,57351.54985567,58969.80761281,57157.65658788,17,11,0.2388799245469292,0.0616046318293379,0.0586058827550196,0.2699573899584543,0.0516077651046224,0.0871506797084874,0.0390440893208942,0.0307023546907528
142628.80+021305.7,2.4497637365032743,1.3971798040009926,-2.5106161483987464,1.4318859104137118,0.2478008780331095,0.1413288869626922,0.334135931337469,0.1956884036662894,5.069361160978792,2.3345937998821213,-2.403019043490694,1.1066627888175258,0.2204955621196552,0.1015448605612228,0.4028140988610789,0.1974147911398458,3.1081900223428764,0.8169087848312299,0.3684750150992739,0.1389843076486061,0.7275769439235891,0.0456794591374803,55629,59311.34644747,59034.4742141,55584.0599541,58873.06676864,60494.07289569501,25,25,0.7416169731917781,0.0987012204916929,0.1011529701173606,0.5473878961612488,0.0917577256480485,0.0434957295638967,0.0319276776339113,0.037191519184959
161809.35+551522.2,15.15566509328464,1.363769299512535,-16.34404065796258,1.4707042377962236,1.131044663612871,0.1017760671747872,0.5870838091197702,0.0568817725236049,11.541757380559588,2.1765919614452,-5.970054365800135,1.1258573468091202,0.7947410937524995,0.1498755361991492,0.7725569476730112,0.1766939369710439,12.252879374401736,0.7916732670962109,0.6798203783963908,0.0928120188980855,,,56809,59321.46172222,55581.53649495,60329.847434345,55581.53649495,60490.730022575,25,25,1.926547191462621,0.0692022668863003,0.0746285073371031,1.0287152243550566,0.1331212489965297,0.0688578929142216,0.1300334022231437,0.1249963455138081
234329.77+273118.2,9.384815869162638,1.1662202372017785,-15.639847098288222,1.943512419108619,1.4851771885906166,0.1845580901438998,0.6842245514128431,0.0901416805878787,10.82131636067199,1.0894855613262922,-25.025566840725617,2.519563501171264,1.073644560666429,0.1080940809653907,0.8297841621246063,0.0879563161938846,15.217886542212115,0.8899609959733232,0.7570043567687247,0.0629718908275863,,,58013,59203.06679002,59760.72924844,56841.030467065,59922.30438734,56841.030467065,24,24,2.170599089909739,0.0949611066692058,0.1582532048892646,1.2938841323717665,0.0429019077769388,0.0992157076719784,0.3104898398288154,0.2323767312300125
234212.44+275213.9,24.261768488341293,1.361777348020505,-26.247158409830305,1.4732143615000113,1.7595324557276617,0.098759966424881,0.9669801288218642,0.0649224363696118,12.563838374511285,1.818315037137343,-8.273081564566382,1.1973306376523605,1.025836557165934,0.1484653003276617,0.7848432237762952,0.1358150805797424,17.836461709312317,0.7401295634318203,0.8759116762990797,0.075267288474224,,,58013,59203.06679002,58099.109981435,60491.92540627,58099.109981435,60491.89344447,24,24,1.819615939648539,0.0670370646701574,0.0725228441847998,1.3070592012377868,0.1239969108439101,0.0816499326549031,0.1682040574910903,0.1302504926643599
115346.15+561935.2,7.470601513679967,1.3801697959466728,-7.85349183900963,1.4509075620037306,0.7962978471122986,0.147113486798787,0.3797483423869289,0.072520500640241,5.02185128932096,1.1944204280919153,-7.688347095969956,1.8286321718079757,0.5160402780395243,0.1227374158050752,0.375308343858486,0.0911257623119181,7.008572934495128,0.7407992810951526,0.3775283431227074,0.0582304206794854,,,56425,59309.24652873,57153.0623633,55329.466526,57153.0623633,58442.24417103,23,23,2.096909342927279,0.1013941140368863,0.1065908609439466,1.3749768330066832,0.0671197946187965,0.1027589724006546,0.1322785636513437,0.06165729098293
101549.73+331002.0,12.622059482122484,1.8710339207630264,-7.981665562940236,1.1831640497019789,0.3982975977498604,0.059041736968831,0.5219491107727992,0.0845654130850897,7.70911793757808,1.9820145414635704,-4.504959094694576,1.1582251700754678,0.2884908371192164,0.0741710061876315,0.7530721151828427,0.2309423249392203,8.204450519333843,0.797281015715383,0.637510612977821,0.1229691694476549,,,58171,59218.46286913,56789.94750976,57868.46525495,55325.22757185,59533.718629985,23,23,0.7630966113921336,0.049901564355089,0.0315556742791457,0.3830852733793923,0.0640385031373465,0.0374220292717236,0.0695760603738875,0.0494851145312279
140518.48+043406.9,5.381450907726197,1.1136930455406004,-10.977702913228464,2.271839249322269,0.4332523154018324,0.0896617099924928,0.3842032827738849,0.0806399906846594,6.739158266177341,1.3420330123241688,-7.529656024031741,1.4994523880543968,0.2942211392982331,0.0585910682412019,0.4118875539681771,0.0850613894779588,7.656992027790936,0.8081992268562478,0.398045418371031,0.0586051364590659,0.5503242060006683,0.105225715196111,52045,59312.30703381,56856.03784125,58500.87863465,56676.258254675005,58661.72053324,25,25,1.1276642726054331,0.0394665731826054,0.0805084581891861,0.7143239373554001,0.0390749774437495,0.0436584403685661,0.0742139804806574,0.0293019474847314
