Object,Median UV NFD On-Off,Median UV NFD On-Off Unc,SDSS mjd,DESI mjd,Off spectrum 4000A flux,Redshift
162925.36+315902.5,0.1871427737605436,0.1152482321338898,58255,59308.48025926,2.785252019936741,0.5483944416046143
123539.53+574215.6,0.1952622553281366,0.5002393837940118,56443,59308.28495255,0.8024284443265064,0.546
142756.73+510856.4,0.1063265841433519,0.0747293185422748,52460,59341.31047604,12.906069830756923,0.546628
142349.78+515830.3,0.2106907605124168,0.1747264117504595,56397,59314.25563001,1.8861409201115285,0.617
165443.28+340219.4,0.3437608020511635,0.3904068908900595,58392,59324.43007868,0.8705115688423624,0.6169185042381287
155831.82+440911.5,,,52764,59311.38455022,,0.617276
154312.82+442827.6,0.1741329630131234,0.2165880955388205,57901,59338.37569311,1.779001093506693,0.61695766
122440.02+580854.5,0.0681442244064793,0.0642038072126774,58500,59307.31280323,8.970419920726002,0.6206555366516113
082125.47+312232.4,0.1105096479178632,0.4459080037910073,58158,59220.32102506,0.5689432405898338,0.44723287
113132.36+501026.6,0.1347285353475172,0.0534686068464074,56412,59307.41167835,13.77937162593177,0.45
143504.00+163114.3,,,56037,59292.43727045,,0.45
164929.93+330906.5,1.2388011947663304,0.1701499309260086,58257,59312.45872113,2.720961344977857,0.4463726580142975
145934.07+505815.9,0.167259421555325,0.2268628729848519,57482,59346.41066946,1.0303738032301342,0.4501957
111604.02+510939.9,0.585438277268721,0.1688368186499305,56411,59216.39936099,2.310933549320369,0.5450499
162439.74+432448.7,,,52374,59364.36430727,,0.542153
122644.70+613100.0,,,52370,59317.21579475,,0.545832
124242.43+611751.5,,,52373,59311.22038463,,0.54128
073641.67+180037.3,,,58515,59225.31652784,,1.5224150419235232
161752.76+544522.8,,,58248,59311.39483467,,1.5198513269424438
114056.69+543451.8,,,57049,59307.35829037,,1.5209449529647827
162603.34+444637.9,,,57905,59316.49227629,,1.5237592458724976
154146.26+434750.9,,,57901,59339.39998697,,1.5183801651000977
125301.05+242305.0,0.1197623810230837,0.1184768665016616,54505,59337.25565868,4.914864951360912,0.5083
142136.81-003704.5,0.6698096759217158,0.1314517100752,55621,59311.29758738,3.51356396925747,0.508
143122.17+023137.7,0.5489494775164627,0.1141840664687332,51999,59321.35899588,6.394597855879876,0.508236
145708.48+523446.1,,,56390,59346.41066951,,0.508
164429.00+353425.6,0.7443635515560115,0.1232665158869532,58256,59312.45872119,3.2385894918021605,0.5110599994659424
162536.61+435531.0,-0.0156534236483453,0.3067672265236766,57905,59311.40505393,0.5721501071472376,1.196
143416.43+015104.3,-0.0260385115485728,0.2452924687301311,52024,59312.3322896,1.6649251838417385,1.198436
142125.74+540011.0,1.2336626958246897,0.2129280651923957,56813,59266.47765297,1.0229813486617003,1.198
162710.83+312840.3,0.1384216690027594,0.2607456088705779,58255,59308.48025926,0.5994825960758772,1.1932636499404907
103318.74+104050.8,0.8334258551213012,0.5688943573656007,55955,59264.35927602,1.1483049872148277,0.4630662
013741.58+205156.6,,,55857,59217.15573633,,0.46299085
112338.82+543654.9,,,52707,59307.39542851,,0.462146
130847.51+272353.0,0.4550705686796499,0.1116463886664318,54153,59267.50019499,6.460724861108121,0.4618
124535.81+590254.6,,,56443,59309.28877995,,0.46157905
154859.05+443205.3,,,57845,59339.39998695,,1.144
161142.67+563202.1,0.3521874834718766,0.2212750535737741,58253,59311.39483468,1.0954194272719997,1.1453174352645874
111601.29+543550.3,0.5499884033968292,0.5607622529554337,57135,59307.39542848,0.4707354853875463,1.1452815532684326
162219.57+450000.3,0.1981107066810692,0.1946875544357052,52057,59311.4050539,2.338050383712071,1.1454879999999998
143130.15+343857.5,0.1770934332437662,0.0958134347901053,58223,59311.33460279,6.4750845787291125,0.34904337
100054.79+014602.3,,,55630,59314.16629943,,0.3499620999999999
113751.92+510937.7,,,52367,59301.38338889,,0.349789
150451.02+524340.3,,,56390,59346.41066957,,0.35001802
095928.32+022106.7,0.0219854884081519,0.5747963739698968,55630,59312.12040935,1.6851682174725169,0.346404
113108.69+514505.8,0.4923099717429598,0.35229747753879,57064,59308.27622282,1.0432450648462108,0.6016960740089417
111214.97+510801.8,0.1688523421148496,0.1226790920130944,57071,59287.31454325,3.748047958745736,0.6022300124168396
154050.21+443310.8,0.1246747790493848,0.2585290223447128,57901,59339.39998697,1.3549216734650076,0.6004016399383545
115342.99-001159.7,0.9524531997613568,0.1147220012559085,51943,59315.21297001,6.500969287070013,0.602228
122608.23+621222.1,0.0909773613717013,0.2594091809725273,56686,59317.21579472,1.5601415381923778,0.602
120836.07+582055.2,,,56420,59307.33334729,,2.331
140218.06+044351.0,,,55652,59312.23489896,,2.33
145918.67+495700.5,0.4546100203101327,0.2404987603172975,56394,59346.41066946,0.9158992864514716,0.79831666
022419.28-032441.3,0.1396481357508504,0.4977530930864067,56217,59198.17546592,0.413230531594085,0.798769
124340.85+595758.4,,,56685,59309.28877992,,0.799
160622.31+542214.0,0.1056572815008211,0.6105405116754314,56430,59312.44117207,1.78257589640547,0.26484558
162541.66+434956.0,0.1069280872192255,0.4985012443874506,57905,59323.40864514,2.9581460242954134,0.2640977
142103.52+515819.4,0.0846342703675461,0.1587599954409507,57435,59323.28747065,5.691270810360916,0.2635966
141625.70+535438.5,0.057150340926914,0.0999742916015705,57428,59336.23821083,12.556876050588292,0.26270172
122801.32+623947.9,,,52342,59314.18157423,,0.271488
111621.74+502240.5,0.1235977049254932,0.1483769750575083,57071,59307.41167821,3.4325213376985406,0.6000199913978577
141936.93-013102.2,0.512144653090501,0.3544605364926511,55604,59317.28041038,1.3647392650486565,0.599
162640.73+433153.2,0.2383580516381564,0.6557586937689648,57905,59312.44716143,0.4639422911917077,0.6004840731620789
123348.82+550037.1,1.2729886398677788,0.2319017741349205,56420,59307.32351874,1.7999632231701028,0.6
161128.25+540526.9,,,56487,59313.42634703,,0.601
122313.21+540906.4,,,57432,59306.36305782,,0.15592754
020127.32-032735.8,,,57332,59217.19524616,,0.15894748
123909.06+611328.1,,,56685,59311.22038451,,0.16360117
143256.93-004510.1,,,55350,59348.30911952,,0.16283034
141419.84+533815.3,,,57435,59312.3141095,,0.1648145
123337.70+570335.3,1.022085160118471,0.4262510490085699,56426,59307.3128032,1.622003014745391,0.3515111
141435.83+515026.0,0.0838483270390399,0.2948455558683653,56448,59318.32466242,2.711628837010961,0.351
141745.37+530552.7,0.0270708546074484,0.2954131307111981,56397,59312.3141095,2.4427907538285525,0.35325626
095910.31+020732.2,,,55630,59310.11613142,,0.3537188
101416.38+001419.1,0.3451824691105948,0.3431121178439973,55543,59295.18268725,3.817025378899212,0.351
141528.76-002633.1,,,51615,59347.28192361,,1.157253
161548.21+562512.3,,,56430,59340.42647771,,1.154
162207.38+545212.9,0.4473458636012557,0.0864489316285137,58255,59317.41719893,4.662282489519392,1.1551730632781982
115531.03+522633.8,1.471481164263627,0.7378664776864035,57423,59308.26450975,0.3054904823869948,1.1549556255340576
160123.34+420708.3,,,56096,59321.37986776,,2.69
155806.31+443136.5,,,56069,59314.35040049,,2.69
121552.80+554948.9,0.1575744805594665,0.2220525186341562,56413,59309.26965076,1.546257039861196,1.05
155000.13+425703.6,0.0853909782375228,0.659284608288988,57845,59339.39998698,0.2861416879737523,1.0458652
154727.17+423804.1,0.1842217704443036,0.2336682374655747,57903,59338.37569321,1.2045932973490334,1.049912691116333
122604.93+543445.4,0.8390548489820792,0.1856811612577639,57867,59307.32351864,1.4279424561668423,1.0508177280426023
092448.96+305919.5,0.1364779519189387,0.7030157669967871,58430,59294.18947299,0.703787127780066,1.0520857572555542
020644.94-065810.0,0.1602482705519515,0.131722403619665,56660,59217.22093664,4.708099355746029,0.54
114106.45+513237.6,,,52367,59306.40323085,,0.538909
084345.93+200240.9,0.1751743514378008,0.1836723363950654,53705,59254.22455588,2.76197641722356,0.539338
122916.69+621920.1,0.3944428112909177,0.1982574300053329,56686,59311.22038453,1.8840808367671584,0.53879786
162309.61+431513.6,0.09020691337349,0.1714938441266636,52374,59319.42495945,4.881332137037443,0.397934
124452.49+583427.6,0.3402507347898074,0.3786223314808019,56443,59309.28877993,1.802204966580532,0.40063548
160538.01+561419.6,1.3857605445227337,0.1619529816288671,56430,59321.46172222,4.288901551134751,0.3980912
125622.32+310729.1,,,53845,59348.20534196,,0.394414
154615.64+440535.3,0.8948514195071484,1.1509378283855594,57845,59339.39998695,0.3124388711774299,0.5529907941818237
123755.03+572703.1,0.3555498336667564,0.1695878027960398,52790,59307.31280332,6.2506946400994,0.5544720000000001
171526.67+580252.5,0.0107399749690465,0.0996073817591021,51788,59383.34423494,6.236535660223388,0.5515260000000001
160443.33+540913.3,0.546909640847178,0.1727511909126695,57897,59311.39483454,2.688408313063132,0.5514388680458069
140716.16-010102.6,0.2345519548817268,0.179333127401163,51688,59338.32136566,4.7211359835254365,0.383003
013428.27+255216.9,0.7704736491637132,0.3056153917023712,57062,59225.08830383,5.6256382638647136,0.38547137
162003.10+552822.4,0.1374341789283386,0.1269150995951644,58248,59311.39483462,4.267866556348364,0.3858380615711212
125831.70+270059.6,,,56334,59335.30634380001,,0.38686007
160402.94+142222.7,0.3346881969703917,0.1313743730915958,54568,59292.50187690001,4.497371164308913,0.3861
161104.75+534956.0,3.848671196217953,0.3346109960512398,56487,59312.44117213,1.3335682510401283,0.435
113331.28+495045.6,0.902386553321093,0.4188647566122274,57134,59308.27622281,1.2530397478278077,0.43732205
121843.10+330632.4,0.9376312727900806,0.1466335149424249,58225,59291.35192346,2.588493254867962,0.4349569
081833.55+332217.3,0.3193222442998116,0.0916580179538768,58130,59218.40398648,3.905237071486616,0.43685535
110349.22+312415.6,0.1011357294568439,0.1912533965843059,56367,59290.2659862,1.7183793954311937,0.43765122
161448.26+194642.3,,,55357,59292.47415035,,2.6630000000000003
121913.90+563153.9,,,56429,59309.26965067,,2.662
023233.57+000827.0,,,55179,59225.1578727,,2.668
095134.40+332500.6,0.0462582859673007,0.306373063913214,58224,59280.39813619,0.583058973304168,0.9937589764595032
141018.03+523446.0,0.0514046979762904,0.0604719225031759,57789,59231.53161266,2.837850747701093,0.995
162318.46+435909.0,0.2599058623455383,0.5165831637276045,57900,59311.4050539,0.4704804151625575,0.9962571
130203.08+265809.1,0.20866516750171,0.0362754411039828,56334,59267.50019494,14.53022514788863,0.994
101508.11+312001.8,0.213386428921745,0.2147992389045545,58464,59223.47902751,0.9032493440638314,0.9947146773338318
075854.18+410456.5,0.4274526405637967,0.2249650461916032,56220,59217.42208256,1.6590807420823197,0.47069153
143317.01+034502.3,0.0468577734593373,0.2947551224373582,55682,59319.36007538,1.4129202434234232,0.4680667000000001
140926.02-001415.0,,,51688,59337.31196618,,0.467745
145210.53+340251.2,0.8168455649578774,0.3594100407811152,53531,59348.45952602,9.04071162798641,0.471109
162306.36+421849.9,0.0595437219324822,0.1875410738978499,57656,59312.44716134,3.2152907763035685,0.47015288
073856.11+333000.9,0.2613755729763328,0.416018877526794,57699,59220.29517067,0.4592173290318042,1.4193111658096311
123234.91+540225.2,0.7139349215500712,0.1551645413050768,56420,59307.32351875,1.7751414657954223,1.4169999999999998
121744.63+553610.4,0.7315312153325695,0.6404406649373646,57867,59309.26965067,0.5623238978946715,0.686557948589325
141550.79-011200.4,1.5109228740172085,0.4900628261141443,55383,59337.31196627,0.6999681092688412,0.6890000000000001
161202.84+435211.5,0.580231274888607,0.2168465515321529,57900,59313.41259934,1.4816416876821985,0.6866358
161953.49+550728.6,0.0987625056637309,0.1898480705940412,58248,59311.39483462,1.951287706016452,0.6863332986831665
161213.48+541109.4,0.4104192208079559,0.4481924812833643,58248,59318.41774908,0.7424232683672265,0.6888218522071838
093419.79+323552.8,0.857934386438928,0.6263424267986649,58224,59294.18947308,1.2831957607973463,0.5208406448364258
101350.41+315548.2,2.294009388842869,0.1075949459171605,58138,59203.43642803,4.063966617679792,0.5225758552551271
120609.02+563741.4,0.14262901652293,0.1323896779332276,56429,59307.33334728,3.422046531997147,0.522
131057.82+082616.7,0.123795231130253,0.239345238300673,55958,59216.50661476,1.6069699278101577,0.52
160939.13+563909.4,0.0304142670306426,0.1523403037604302,58253,59321.4617222,7.851750700886775,0.5227110981941223
143222.92+024506.9,0.2039838268823472,0.3129731540841819,55646,59319.36007538,1.2033757547678152,0.35978696
102103.57+304755.8,0.1651679263526619,0.1251829479234936,58138,59223.47902753,2.850273324412824,0.35859597
154748.36+430401.1,0.3259966972827026,0.1257151895652409,57903,59342.35957591,4.224978460707354,0.35765195
002216.51+274542.6,0.7187781164045954,0.7759414065578827,57359,59202.17537678,0.6161721455051627,0.35791102
100614.37+400607.2,0.5597420614522028,0.1278946841448138,53033,59218.44402793,7.5418045400417135,0.358226
143610.09+000013.6,,,51663,59323.33890898,,0.466653
140946.79+514637.2,0.1312912561413151,0.1476009797068274,56448,59231.53161264,1.675157419910631,0.4671107
095915.20+031617.4,0.2846393136694117,0.1152818377188981,52289,59311.13373062,5.247959150351607,0.461697
140911.19+520100.1,1.0302572105166652,0.1438146432943469,57835,59231.53161264,2.076723382525114,0.4616552
143053.46+535736.1,0.1519914267850733,0.056927896074826,56471,59260.47124124,6.706824221948184,0.4920000000000001
124059.71+601425.8,,,52401,59309.28877988,,0.496053
143250.54+340719.9,,,53172,59319.37051268,,0.493374
022950.71-022339.8,0.1557335624070832,0.1942753202298285,55557,59220.12684115,1.6093471881884374,0.4910446
124205.82+590024.3,0.0880468804029971,0.1602016541315656,52401,59308.28495255,5.939913948637624,0.491482
165739.52+341128.9,,,52435,59335.43713601,,0.705799
090410.67+313926.4,,,56352,59226.37565158,,0.7048489
114815.42+511038.4,0.0144117539298295,0.1231268401681255,56416,59307.38051706,3.6057614855990936,0.7068002
101903.83+322519.5,0.0568697913526184,0.1221459370233037,58466,59203.43642803,4.4993786056808265,0.7048714756965637
164806.43+304758.8,0.8219313508791019,5.3098097522005485,56062,59348.20033153,0.429688886662284,0.706
144021.92-015627.0,0.1314475534383063,0.0496338876975492,52409,59365.23803646,17.47160457897519,0.717601
023603.97-002352.3,0.2074269834367735,0.1770105877032849,55458,59220.10123126,1.4660155325859114,0.7170000000000001
123405.89+560642.2,0.893698548019849,0.1388386363896442,56426,59307.32351874,3.5014782126516764,0.7176051999999999
154558.57+425858.8,0.0981882751273198,0.2289361329772951,57903,59339.39998699,0.998445286465889,0.71835
092244.29+325031.5,0.3412318186394668,0.1845398456780809,54550,59251.15305485,0.9370275786095776,0.7164
140351.03+043110.4,0.0007030084778733,0.1608212117063059,52045,59310.26609051,3.730027427086396,0.575677
120402.85+565920.9,,,53050,59307.33334729,,0.576585
103411.81+334410.7,,,53385,59224.46974167,,0.575773
142653.92+534014.7,0.7569403417624341,0.298586123500005,56416,59311.26616104,1.5827456564281313,0.5747948
115302.69+011027.8,-0.0132740352348886,0.3408315928709107,55278,59348.22709797,1.4181765934435888,0.5760000000000001
124827.56+592348.7,0.2133138013826435,0.0636661234729896,52398,59309.28877991,15.633294095876067,0.604071
113738.76+562251.3,0.0961274719324457,0.0776725411747329,56683,59307.35829040001,7.021667612312348,0.605
122147.85+542732.5,1.5124408239109093,0.5075528446683556,57867,59309.26052955,0.8635559320691166,0.6040658354759216
073033+452847.6,0.2054878124741037,0.2098623463285162,56218,59225.23818275,1.9262259122183096,0.6050196999999999
100514.22+031727.2,,,52325,59340.14616061,,1.386642
115706.14+534446.3,0.73660088877684,0.2807040441188358,57423,59307.34375237,0.9372919341431748,1.3858356475830078
164540.53+331015.2,0.5671687362822848,0.4433612565206962,58257,59318.43797869,0.5204847979559628,1.388054609298706
121043.31+010454.3,0.1416654816422314,0.37325721577247,55323,59312.19257058,0.8656996746607759,1.393
125807.45+232921.6,,,54505,59342.27162233,,0.2583
091810.38+323739.4,0.1263953331862696,0.0389702173951845,58161,59251.15305485,31.999584269339195,0.2579569518566132
153543.48+432446.8,0.1868817446877262,0.1008705211410005,57901,59341.48057355,20.587630982485088,0.258
075510.90+330421.8,0.2072124124389791,0.2246252956169837,57805,59226.33155364,2.244075155730641,0.25674906
164635.70+340702.4,-0.0006229702799306,0.2622050035011314,58256,59319.46167961,4.896157562696301,0.2570074796676636
171902.29+593715.9,,,51703,59262.54792994,,0.178495
114936.86+531516.8,,,52368,59309.22607509999,,0.190254
165026.81+345535.9,,,55746,59319.46167974,,0.191
141408.76+533938.2,,,57428,59343.34965538,,0.1922186
141721.79+534102.6,,,57428,59310.24440569,,0.19328955
104036.54+325158.3,0.3898762407652877,0.2454553658011186,58497,59224.46974169999,0.684418801569026,1.199716091156006
121545.28+524500.0,0.2013428563771022,0.2552493723989245,57432,59309.26052946,1.1777576922917528,1.202190637588501
112108.29+503833.8,,,56390,59307.41167821,,1.2
112605.21+515508.5,1.0817709656381118,0.4522493251040527,57064,59307.41167828,0.4966703321706947,1.1998082399368286
142516.32+532307.3,0.0142003512830414,0.2395000881183761,56449,59311.26616104,1.4990876114606615,0.688
085550.64+634612.1,0.5090096403758365,0.6074201165039056,56660,59245.29754511,2.411122809354328,0.6890000000000001
113218.81+550202.4,0.610514361973342,0.3192372507505813,57131,59307.39542854,1.107870836094225,0.68959224
120312.24+531634.6,,,56396,59307.34375234,,0.69
090316.90+332137.8,1.227427166812425,0.1880823964209547,58158,59226.37565156,1.1928566246237886,0.6896570324897766
160341.45+541501.6,0.3820717328844292,0.2568677602962822,52056,59311.39483457,3.479732944095968,0.582171
143242.07+153728.8,,,56033,59292.43727046,,0.58
131012.82+161926.0,,,54484,59290.34570252,,0.5786
082439.93+314623.9,,,58162,59220.32102512,,0.5820650458335876
142719.71+354105.5,0.001301038719272,0.1191434604214502,58223,59311.33460281,3.7545231461356208,0.5795017
095525.14+031430.9,,,55630,59311.1337306,,2.481
160021.29+552905.8,0.3031027448622216,0.2384176010007034,57897,59315.39510815,1.0902286075031422,1.0030306577682495
123034.70+325309.2,0.2263804137820828,0.1652372315134558,58229,59291.35192349,1.561096045579714,0.9966679215431212
164921.96+325146.3,0.0223553985212774,0.3175142953529903,58257,59313.45957581,0.7849812517013123,0.99697345495224
113551.03+513835.1,0.0552413532058892,0.218464976271988,56416,59307.38051696,1.472993857572964,0.999
095117.69+684632.8,,,54478,59327.27757663,,2.237
142813.94+334759.6,,,55649,59312.32080866,,2.232
130849.50+325201.2,,,56364,59291.37345162,,2.239
161843.65+553108.2,,,58248,59314.50393531,,0.0829918906092643
105747.71+324706.3,,,56369,59246.36149373,,0.16573648
125409.18+255524.7,,,54505,59339.19452409999,,0.1958
124441.41+585626.7,,,52401,59308.28495255,,0.197335
125741.75+274744.1,0.2599072068842079,0.5586821676838363,56340,59335.30634374,3.6002683682744223,0.22238716
154309.23+432114.9,0.3970981618357935,0.4384004849682176,57903,59339.3999869,1.399634854499462,0.23516242
122542.18+570755.6,2.604534897735208,2.1943538375299267,58135,59306.32930293,0.9794421705959692,0.22156854
123837.15+542658.7,0.2762072792523116,0.2184912798616315,56420,59309.27937463,4.226051008272375,0.22112526
154644.22+434451.5,0.6576005734684625,0.8376580520759552,57845,59339.41688436,1.990305358815785,0.2353852242231369
124410.87+542911.8,,,52673,59309.2793746,,1.017834
121357.17+574652.1,0.1991180940040195,0.3266324678814296,57887,59307.33334728,0.6766083528149874,1.0209281444549558
142334.67+525712.9,0.6026955414868345,0.8072417444509761,56455,59311.26616104,0.270165799993074,1.019
165342.16+333832.3,0.0499609365789454,0.1737442873681663,58392,59311.41551946,1.866493421221292,1.0190665721893308
015144.31+040248.7,0.8925704747557894,0.131827353385377,55511,59217.16862422,5.630827186972859,0.41476247
125749.33+281312.1,,,56340,59310.19705729,,0.417
113629.36+524348.2,0.081214351150746,0.1105633744991752,52367,59308.25597075,9.093296448377618,0.414133
163004.09+325921.9,0.5469940468157886,0.2153091714775719,52520,59308.48025932,3.661541564194642,0.41779
