ra_sdss,dec_sdss,z_sdss,sdss_name,sdss_PLATE,sdss_MJD,sdss_FIBERID,ra_desi,dec_desi,z_desi,desi_name,MJD_desi,mag,difference
148.0409108275791,33.2977953374209,0.73179704,095209.81+331752.0,5799,56325,742,148.04090908347175,33.29779641085557,0.7313494091052853,39632945312435684,59280.39813619,0.0,0.00034940910528535873
240.93722613850133,45.02957078974346,0.7304642200469971,160344.93+450146.4,8527,57897,791,240.93719378782905,45.029559304824325,0.7313592231561612,39633166922682744,59311.38455027,20.553667068481445,0.0003592231561612147
172.39454708637194,50.51763007413364,0.7314494252204895,112934.69+503103.4,8159,57064,350,172.3945333041765,50.517613803870496,0.7313765681377487,39633255737067751,59308.27622285,21.05086708068848,0.0003765681377486674
218.3941717207001,33.217721545509164,0.731,143334.60+331303.7,3864,55649,988,218.39417535764463,33.217726797692606,0.7306114549541955,39632946302290457,59323.30397987,20.326866149902344,0.0003885450458044337
178.9418074106021,52.57361475704375,0.73064274,115546.03+523425.0,6689,56396,264,178.9417712840409,52.57362949112262,0.7304555036760106,39633285998970302,59308.26450978,20.998655319213867,0.0005444963239893408
188.504402,62.554102,1.122894,123401.05+623314.7,781,52373,400,188.5044210284977,62.55410611620021,1.1219925939604516,39633416332774221,59311.22038456,20.2356185913086,0.000365593960451438
249.0778742929336,33.32137102579508,1.1204243898391724,163618.68+331916.9,10914,58257,756,249.0778717038097,33.32136000745986,1.122003623613796,39632946734303230,59308.48025934,0.0,0.00037662361379586784
186.36652294810256,57.02778642827934,1.1200101375579834,122527.96+570140.0,8232,58135,669,186.36651143346424,57.02777916829027,1.1221933131689643,39633349072916563,59307.31280321,21.118715286254886,0.000566313168964161
236.3520906050392,42.259873211799054,1.1224122047424316,154524.50+421535.5,8512,57903,117,236.35208444923936,42.259871814355634,1.1210113280127183,39633118667212819,59339.39998687,0.0,0.0006156719872818517
182.175874,56.893143,1.121402,120842.20+565335.3,1314,53050,174,182.1759023124823,56.89314908873161,1.1210090765250802,39633349035166752,59307.33334728,18.708311080932614,0.0006179234749199569
175.1434989552914,50.244991725882045,1.718592405319214,114034.43+501441.9,7403,57071,552,175.1434928326043,50.24501061373103,1.7251138985950227,39633251899279560,59308.27622294,21.16434860229492,0.00011389859502264343
247.1374263403012,44.16219436298712,1.7232177257537842,162832.98+440943.8,8531,57905,788,247.13741310676428,44.16219396228831,1.7251665962795393,39633154071334650,59313.44711686,20.99683380126953,0.00016659627953918843
129.492209,31.981191,1.7246,083758.13+315852.2,2960,54561,269,129.4922194124515,31.981194665924352,1.725308214535522,39628521508701341,59293.17628308,0.0,0.00030821453552198896
141.5601036168631,32.76702121795238,1.726654887199402,092614.42+324601.2,10242,58161,6,141.56009505934097,32.767033161210044,1.7253200707786192,39632935069943084,59294.18947304,20.69612693786621,0.00032007077861906374
195.378575,27.272297,1.7204,130130.85+271620.2,2241,54169,61,195.37858175199955,27.272285822911623,1.7244876604172144,39628422544100781,59267.50019495,18.940025329589844,0.0005123395827857369
174.27693041193618,54.93015077388308,1.2024805545806885,113706.46+545548.5,8170,57131,12,174.27692905944198,54.93014674254982,1.2025840155978753,39633321818328221,59308.25597082,20.681779861450195,0.00020085500674960066
250.902215,33.735534,1.203417,164336.53+334407.9,1339,52767,24,250.90220489555003,33.73551610994507,1.2026111721240365,39632956850964126,59324.48774221,18.79812812805176,0.0002280115329107435
242.73335416906423,42.7572298750603,1.2017083168029783,161056.00+424526.0,8525,57900,445,242.7333688043116,42.75722336037164,1.2026326773795932,39633127668190175,59312.38316149,19.543949127197266,0.0002495167884675187
217.43026950452784,54.0378756237948,1.196,142943.26+540216.3,7031,56449,862,217.43026544193305,54.03785134631048,1.2021245964104292,39633308161672707,59260.47124124,0.0,0.00025856418069647447
38.00131043364482,-0.6155664791112296,1.203182578086853,023200.31-003656.0,7828,57039,152,38.00131419339957,-0.6155515489412484,1.2020739807025729,39627773286809689,59220.10123113,19.993839263916016,0.0003091798885528352
165.9031544224523,52.648570086624495,1.0672534704208374,110336.75+523854.8,8165,57374,655,165.90314014098846,52.64854809379569,1.0674955514042648,39633289547352454,59287.31454316,20.97748565673828,0.0005044485957352851
234.65430114945852,43.85897766966483,1.0676562786102295,153837.03+435132.3,8511,57901,227,234.6543072202901,43.85896616260378,1.067470429660612,39633145208768254,59338.37569316,20.52800750732422,0.0005295703393881634
186.13345004445333,45.49844536930393,1.069,122432.02+452954.4,6636,56367,504,186.1334634224497,45.49846182666932,1.067432513175427,39633174807970714,59335.3873082,20.97012710571289,0.0005674868245730824
188.11913204668105,57.08589641237648,1.0673444271087646,123228.59+570509.2,8232,58135,878,188.11913113573652,57.0858802994056,1.0673765927478502,39633349089692603,59307.3128032,20.36361312866211,0.0006234072521498213
177.1748050467178,53.42698255134259,1.0590000000000002,114841.95+532537.1,8163,57049,998,177.17477513935,53.42699411852632,1.0686607225718223,39633300586758942,59308.26450975,0.0,0.0006607225718222587
180.9321526843063,54.94967332235729,0.547,120343.71+545658.8,6688,56412,618,180.93217365693965,54.9496888679848,0.5472179790481648,39633321885434433,59307.34375238,19.56244468688965,0.000494645024863738
245.226800117388,44.38283276877764,0.5485043525695801,162054.43+442258.1,8525,57900,962,245.226800938595,44.382819849119656,0.5484998131835482,39633158374689412,59316.45961604,20.35485076904297,0.0007871891105196704
247.35570548741,31.98404291514252,0.5483944416046143,162925.36+315902.5,10919,58255,752,247.3557097562364,31.9840615465104,0.548649302958827,39628523190616145,59308.48025926,20.10748291015625,0.0009366788857984032
