ra_sdss,dec_sdss,z_sdss,sdss_name,sdss_PLATE,sdss_MJD,sdss_FIBERID,ra_desi,dec_desi,z_desi,desi_name,MJD_desi,mag,difference
175.9106251850735,56.80498533846576,0.73048996925354,114338.55+564817.9,8230,57430,706,175.9106366585771,56.80495690355031,0.7309492681689903,39633345658752025,59307.35829040001,20.802440643310547,0.00015073183100966503
186.3477338482489,58.146210806091176,0.7320503,122523.45+580846.3,8232,58135,605,186.34774914958825,58.14619073758642,0.7309383787566023,39633365317453095,59309.26965074,20.784772872924805,0.00016162124339769157
148.0409108275791,33.2977953374209,0.73179704,095209.81+331752.0,5799,56325,742,148.04090908347175,33.29779641085557,0.7313494091052853,39632945312435684,59280.39813619,0.0,0.00024940910528536975
240.93722613850133,45.02957078974346,0.7304642200469971,160344.93+450146.4,8527,57897,791,240.93719378782905,45.029559304824325,0.7313592231561612,39633166922682744,59311.38455027,20.553667068481445,0.0002592231561612257
172.39454708637194,50.51763007413364,0.7314494252204895,112934.69+503103.4,8159,57064,350,172.3945333041765,50.517613803870496,0.7313765681377487,39633255737067751,59308.27622285,21.05086708068848,0.0002765681377486784
149.234153,2.220872,1.121638,095656.19+021315.1,481,51908,628,149.23415140468876,2.2208603925145023,1.1216972783520822,39627841586861188,59198.43399897,19.783571243286133,2.7216479177027963e-06
220.260968,-1.64606,1.125569,144102.63-013845.8,919,52409,634,220.260967091266,-1.6460663446644088,1.12165363060735,39627746145468767,59318.40126099,19.016077041625977,4.636939265001416e-05
175.76134419048233,55.136999796452464,1.1219321489334106,114302.72+550813.1,8230,57430,369,175.7613598344843,55.13698607966976,1.1219665802579732,39633325303792680,59307.35829037,20.03874397277832,0.00026658025797332563
188.504402,62.554102,1.122894,123401.05+623314.7,781,52373,400,188.5044210284977,62.55410611620021,1.1219925939604516,39633416332774221,59311.22038456,20.2356185913086,0.0002925939604516703
249.0778742929336,33.32137102579508,1.1204243898391724,163618.68+331916.9,10914,58257,756,249.0778717038097,33.32136000745986,1.122003623613796,39632946734303230,59308.48025934,0.0,0.00030362361379610014
189.3821430676156,54.42899371647592,1.718056321144104,123731.71+542544.3,8216,58172,234,189.38216923042827,54.428998385180776,1.7180635825632682,39633314964835807,59307.32351873,20.753965377807614,3.641743673177267e-05
198.184842,27.467363,1.719254,131244.36+272802.5,2243,53794,435,198.184846889956,27.46735760284863,1.717936860904682,39628427958946543,59267.50019499,19.644569396972656,0.00016313909531806559
216.9217208990831,33.49369453617796,1.717,142741.21+332937.3,3860,55269,390,216.9217080156017,33.493685943070915,1.7178637780122714,39632951335454439,59311.33460277,20.000688552856445,0.00023622198772854652
148.2089169124996,31.4365021598782,1.7098381519317627,095250.14+312611.4,11379,58438,760,148.2089481341001,31.43648258202379,1.7178546471841811,39628511475926740,59280.39813613,0.0,0.0002453528158188334
215.1273454677235,51.65253400699996,1.7167948484420776,142030.56+513909.1,8405,57835,119,215.1273944177684,51.65255367670996,1.7178297175837014,39633275207025662,59231.5316127,20.715057373046875,0.00027028241629856176
252.509678,35.92604199999999,1.204051,165002.32+355533.7,819,52409,169,252.5096893474871,35.9260488842484,1.2028033500852902,39633001549661589,59311.41551938,19.90184593200684,3.350085290065863e-06
176.66390732570068,56.90403614738311,1.203,114639.33+565414.5,7091,56658,454,176.66389494501018,56.90402352326935,1.2028182318385867,39633348984834433,59307.35829043,20.24456214904785,1.823183858662425e-05
185.388353,33.117028000000005,1.205404,122133.20+330701.3,1999,53503,46,185.38836465984656,33.11701346920232,1.2028667307677523,39632940774195641,59351.16097771,19.02727699279785,6.673076775220999e-05
135.49855452119965,33.59753326983696,1.2059874534606934,090159.65+333551.1,10240,58158,504,135.49858500257645,33.59755872458116,1.2028749544980644,39632950194602559,59226.37565156,0.0,7.495449806427246e-05
243.75496993238312,42.813038139840025,1.2029292583465576,161501.19+424846.9,8526,57898,566,243.7549812107136,42.81303578982022,1.202693602967678,39633127680773242,59312.44716139,20.48128318786621,0.00010639703232206976
149.941731,2.795424,1.068339,095946.01+024743.5,501,52235,321,149.9417369520645,2.7954461721570745,1.0671252553514692,39627853679038062,59198.43399897,18.775054931640625,2.5255351469244403e-05
214.93773655875145,51.37818197594248,1.0633749961853027,141945.05+512241.4,8405,57835,149,214.93774992305907,51.37818492245968,1.0671441716419363,39633271444735428,59231.53161272,20.43882179260254,4.4171641936374684e-05
201.46077,19.469383,1.0671,132550.58+192809.7,2619,54506,509,201.4607526614517,19.469390429771035,1.0671632107233309,39628250627965271,59347.19751097,18.17348289489746,6.321072333093092e-05
234.3420240216396,42.94905977776643,1.0664302110671997,153722.08+425656.6,8512,57903,560,234.3420507436504,42.94906593120759,1.0671979683208597,39633132000904745,59338.37569314,0.0,9.79683208597315e-05
179.14338745272514,52.75060819177435,1.0681877136230469,115634.41+524502.1,8228,57423,268,179.14333201802037,52.75060686736456,1.0672323809851232,39633289681571278,59308.26450978,20.731420516967773,0.00013238098512324825
246.29488352969867,32.96635774746366,0.5473335981369019,162510.77+325758.8,10913,58256,820,246.29488676730244,32.96634666150967,0.5474908425106322,39632941629837430,59308.48025929,21.031139373779297,9.157489367805915e-06
183.9594135172008,55.63068870781839,0.547,121550.25+553750.4,6838,56429,87,183.95939956603416,55.6306891870375,0.5474102238117129,39633332253756981,59306.3293028,18.978403091430664,8.9776188287094e-05
222.4164387874613,35.1055105980196,0.5471102,144939.94+350619.8,10751,58220,304,222.41645175057403,35.105499663898804,0.5474035457745298,39632981429585017,59354.27372677,21.167848587036133,9.645422547022164e-05
