W1 Mod Dev for epoch,W1 epoch measurements
4.581442551680417,12
3.676350110065449,10
4.627472039886814,5
2.954118137423335,9
2.572952334386053,6
2.4636928280852537,7
1.9422766721777702,5
0.5445613228224426,5
0.04793992556351874,9
-0.6851922064258746,10
-0.5471759056016621,7
-1.5907606687543592,8
-0.9462722074751164,5
-1.0715685114522961,11
-1.1783170109147523,3
-0.9641456055550705,8
-1.0712642046132599,4
-1.0358543944449294,3
-0.0013072913896084322,6
-0.418487810244891,11
-0.6062087700484708,4
0.10464217794964883,13
0.1331590265363167,6
0.0013072913896084322,6
-4.288770788949793,16
-3.206731133768104,14
2.9879015077286866,12
5.282872005836749,11
0.6946694123324446,23
-0.07479021735464099,8
0.558630546433142,9
-2.3893954475581225,8
0.033391782613614876,12
-3.2118536877183175,14
0.8712028659870228,16
-0.3599611256935909,12
-0.033391782613614876,12
2.460711209343385,7
2.08362978739659,13
0.9195172405307617,12
4.21440535290318,13
1.0287294785142813,9
-0.9712705214857188,8
-0.07059173218400348,12
-0.5904544795724878,11
-2.8178047502507217,14
-0.07101577098229384,11
1.2476810185311524,11
-3.8679173637773108,13
-4.131899575245114,12
-0.7349068658500942,5
-0.5860995578863791,4
0.6342961161562328,7
3.3436376212468355,4
-1.1084717977596659,5
0.22953426455924708,5
0.8371898959085624,4
-0.8915282022403341,2
2.6355093452121654,6
4.42239065126255,2
0.43884211359506203,3
-0.3042407080158203,4
-0.22953426455924708,4
-2.957504382349699,1
1.5585685112184406,2
-4.604931463972234,1
1.1661395377136123,1
0.4875032614094896,3
0.8714931281558915,13
0.8356304191593318,18
-2.089177819331634,14
1.0702688114037215,12
3.235316990059855,12
0.6509034330888481,15
2.3118691457165683,13
2.4165878934522103,12
4.5772206074448105,9
-0.42505201690224126,13
0.07151068145480621,13
-0.5651624098978242,13
0.0,23
2.2083123078621147,11
-1.47976885848107,9
-0.8658598875907472,14
-4.130098953831047,9
-0.40925679360366224,12
-1.47976885848107,11
-1.0,8
-2.7554268321002993,8
-3.1599462254244353,12
-0.2635711254186621,12
0.3601508812280179,10
0.9948405996339238,7
-1.8130575935386657,31
-2.2701440570721414,59
0.28964396224367733,46
0.9573282691943645,37
2.355245602254231,31
1.6092812912351737,38
3.0953080775486903,36
3.4899853193756774,39
4.139871075861972,60
1.9228749983060485,37
1.0874674281680876,37
0.9411224060605343,31
-0.13373302905407639,36
