Object,W1 Z Score SDSS vs DESI,W1 Z Score SDSS vs DESI Unc,W1 Z Score DESI vs SDSS,W1 Z Score DESI vs SDSS Unc,W1 Flux Change,W1 Flux Change Unc,W1 NFD,W1 NFD Unc,W2 Z Score SDSS vs DESI,W2 Z Score SDSS vs DESI Unc,W2 Z Score DESI vs SDSS,W2 Z Score DESI vs SDSS Unc,W2 Flux Change,W2 Flux Change Unc,W2 NFD,W2 NFD Unc,Mean Z Score,Mean Z Score Unc,Mean NFD,Mean NFD Unc,Median UV NFD On-Off,Median UV NFD On-Off Unc,SDSS mjd,DESI mjd,W1 First mjd,W1 Last mjd,W2 First mjd,W2 Last mjd,W1 Epochs,W2 Epochs,W1 Min Flux,W1 Min Flux Unc,W1 Max Flux Unc,W2 Min Flux,W2 Min Flux Unc,W2 Max Flux Unc,W1 median_abs_dev of Flux,W2 median_abs_dev of Flux,W1 Mean Unc Counter,W2 Mean Unc Counter,W1 min mjd,W1 max mjd,W2 min mjd,W2 max mjd,Off spectrum 4000A flux,Redshift
115139.68+565754.9,0.0716361827831344,1.342378224519348,-0.0799927923406584,1.4989713073025293,0.0043100202317425,0.0807647348246367,0.0246547121473861,0.4620707743294585,,,,,,,,,0.0758144875618964,1.0060932210511075,0.0246547121473861,0.4620707743294585,0.1380842305674244,0.2222230173870825,57450,59307.35829042,55328.67270055,60426.11411754,,,20,4,0.1748152728767309,0.0571588381447592,0.0704225494041769,,,,0.0188821839750539,,17.0,1,3978.6855898700014,2121.3272994500003,,,0.9738076940668208,1.0667800903320312
142010.24+524029.6,0.8126738770222963,1.312263945914513,-0.9563936289589334,1.544335203665858,0.0398409686569007,0.0643331454559928,0.0855362257195197,0.1385543433868638,2.0547761715471577,1.5015271462780035,-1.834487209440836,1.3405510452270586,0.0713252891993537,0.0521209363004825,0.3012645974860729,,1.4145827217423057,0.7140845871156442,0.1934004116027963,,0.997321711520523,0.3237093752632616,57428,59312.3141095,55362.8411489,60459.93227808,55362.8411489,60459.836265325,24,24,0.4657788945182428,0.0597286852479289,0.0543732677171084,0.2367529732817378,,0.0589910160677277,0.0413465245584981,0.022540256913123,0.0,1,3949.472960600004,2065.158851100001,3949.472960600004,2065.158851100001,1.070408555177825,0.5479923000000001
162054.43+442258.1,1.2397581217541442,1.3750380888184064,-1.313602554150732,1.4569402803917235,0.0501541724662405,0.0556268970891439,0.140277168602407,0.1576768018893517,-1.682756338764556,1.1891237380034796,2.615249082992417,1.848071936345404,0.0533982539009211,0.0377340021361265,0.2495900413354977,0.1807767353925096,1.7128415244154622,0.7434207200720913,0.1949336049689524,0.1199397785486817,0.0134927137222182,0.3003690296820016,57900,59316.45961604,56696.342010395005,60506.6253105,56696.70435074,60507.77370037,22,22,0.3575362474587324,0.0652614382454016,0.0501436256920885,0.2139438481407337,0.0339929805272323,0.0542725036488727,0.0172682816197238,0.0292589005338749,0.0,14,2620.1176056449985,1203.6579896049952,1203.6579896049952,2620.1176056449985,2.4483302667729427,0.5485043525695801
162925.36+315902.5,-0.9106402762689948,1.2020101914136485,1.3653706159463457,1.8022367758083275,0.031674053850192,0.0418085346359853,0.0848250520622655,0.1128715811992693,-0.1274064187400354,1.3995445222047445,0.1301200770256228,1.42935373924646,0.0034720879649141,0.0381404778500503,0.0136488245190834,0.1499468251019121,0.6333843469952496,0.7371678437553001,0.0492369382906745,0.0938403487319909,0.1871427737605436,0.1152482321338898,58255,59308.48025926,55243.6394226,60519.11942904,55243.6394226,60357.05232829,24,23,0.3734044728548097,0.0628201058051119,0.0342356099387171,0.2543873254476613,0.0409445001969781,0.0511258078403267,0.0157153222605593,0.0180615900924995,0.0,12,3011.3605774000025,4064.840836660005,3011.3605774000025,4064.840836660005,2.785252019936741,0.5483944416046143
165443.28+340219.4,0.8231198834360572,1.2823736263090513,-1.0253158168786265,1.5973833079016035,0.0336910431106165,0.0524887151887786,0.1727024212520022,,-0.5859293834010438,1.1598898563290547,0.9970547782874886,1.9737424957719103,0.0512242619666576,0.1014021544852302,0.3065704591412392,,0.857854965500804,0.7679973741917457,0.2396364401966207,,0.3437608020511635,0.3904068908900595,58392,59324.43007868,55251.01622645,60363.943104035,55251.01622645,60364.39388088,23,16,0.1950814752125309,,0.0550101079476762,0.1670880557446607,,0.08156043360537,0.020497885462327,0.0332613216525697,6.0,12,4073.413852230005,3140.983773550004,3140.983773550004,4073.413852230005,0.8705115688423624,0.6169185042381287
154312.82+442827.6,0.2772890209782222,1.840349411677172,-0.1794803218771613,1.1911993616227774,0.012174181312484,0.08079925897189,0.0288310177265012,0.1913731276341865,0.3373413656625448,1.6375237928860311,-0.2601496266245489,1.2628193476108147,0.0131726973456906,0.0639429596121129,0.0449344585488254,,0.2635650837856192,0.7534105269190514,0.0368827381376633,,0.1741329630131234,0.2165880955388205,57901,59338.37569311,55219.9830141,60493.7301658,55219.9830141,60493.698267655,25,25,0.422259853189075,0.0439382206654884,0.0603488366871627,0.2931535790372839,,0.0320943138270525,0.033778030350955,0.0236492458607421,0.0,1,4118.392679010001,2681.0169859000016,4118.392679010001,2681.0169859000016,1.779001093506693,0.61695766
122440.02+580854.5,-0.0734438477709212,1.1573945131237098,0.1260363572613401,1.9861947974644485,0.0068245344118005,0.107547179547001,0.0028846365365974,0.0454588071890283,0.8683373302442472,1.9206055550731456,-0.5295600602615778,1.1712913381222152,0.041267096406627,0.0912753740277563,0.0176481097330376,0.0390400278837015,0.3993443988845215,0.8040981333698357,0.0102663731348175,0.0299609200802038,0.0681442244064793,0.0642038072126774,58500,59307.31280323,55332.64257735,60429.96545507,55332.64257735,60429.96545507,23,23,2.365821248263826,0.0775107293896779,0.0430253493254912,2.3383295452528885,0.0875501556218791,0.0571734145137541,0.0313205420604512,0.0320638330887939,0.0,0,3167.357422650006,3974.670225880007,3974.670225880007,3167.357422650006,8.970419920726002,0.6206555366516113
164929.93+330906.5,-2.5673755409064483,1.5508624109484277,2.165829740727108,1.308302536925292,0.1156478854935201,0.0698588716998701,0.2979599360797279,0.1839982203250863,-1.324189919610432,1.0829718879465482,3.185246792581302,2.6050135871388376,0.0856884361461301,0.0700791979262781,0.2764557428486057,0.228582653034725,2.310660498456323,0.8687546275084809,0.2872078394641668,0.1467185863747266,1.2388011947663304,0.1701499309260086,58257,59312.45872113,55249.62696965,60362.65571582,55249.62696965,60362.59077341,23,23,0.3881323342161515,0.0497724098301827,0.0612640058151386,0.3099535399886965,0.037700491841716,0.0525009046996746,0.0942698812340762,0.0323846619471187,0.0,0,3007.373030350005,4062.831751480008,3007.373030350005,4062.831751480008,2.720961344977857,0.4463726580142975
145934.07+505815.9,-0.500415163517581,1.3357698372955529,0.5650600428577075,1.508327917572666,0.0205379596531594,0.0548224534833056,0.07210703686994,0.1927187719158069,-1.860039836357972,1.130486802354988,3.5277640250763302,2.1440888491831087,0.062225254848723,0.037818990757421,0.3414061977309235,0.2237112362589125,1.6133197669523978,0.787974125869936,0.2067566173004318,0.1476374294320615,0.167259421555325,0.2268628729848519,57482,59346.41066946,55204.0029419,60471.70906117,55204.0029419,60471.99690896,25,25,0.2848260106736029,0.0381200786620584,0.050798839185202,0.182261643937013,0.0446373318817225,0.0618442828911816,0.020554543271745,0.0194976560536584,0.0,8,2277.9970581000016,4142.407727559999,2277.9970581000016,4142.407727559999,1.0303738032301342,0.4501957
073641.67+180037.3,0.769126278140691,1.1453400907364784,-1.3773897981435383,2.051132305866481,0.0420796675401835,0.0626627013123826,0.1917313063137901,0.2917966960898808,,,,,,,,,1.0732580381421146,1.1746220306568185,0.1917313063137901,0.2917966960898808,,,58515,59225.31652784,55293.99771615,60391.91838595,,,19,7,0.2194720744838371,0.0689301646479938,0.1419302652808391,,,,0.0412669130527078,,14.0,5,3931.3188116899983,3221.002283850001,,,,1.5224150419235232
114056.69+543451.8,0.8069859221814057,1.4912262492155437,-0.7294887354569224,1.3480194894600377,0.0289420679721541,0.0534819385076643,0.1756102483658627,,,,,,,,,,0.7682373288191641,1.0051010235684716,0.1756102483658627,,,,57049,59307.35829037,55329.0691042,60425.79258917,,,19,10,0.1648085361843851,,0.0722099364745954,,,,0.0313654635758499,,14.0,7,3978.289186170005,1719.9308958000038,,,,1.5209449529647827
162603.34+444637.9,0.2528190597021756,1.4260093764490942,-0.2486875221684645,1.402705709118143,0.0115072989560675,0.064906167392149,0.056440921642253,0.3188473685431109,-0.7399326207128302,1.1688626487556202,1.2226702656603865,1.93143749210266,0.0543680214579774,0.0858845086566839,0.2641485661914207,0.4256304283827489,0.6160273670609642,0.7540630247892571,0.1602947439168368,0.2659064243263731,,,57905,59316.49227629,56697.82403396,60511.60051145,56697.88986772,59412.47388022,17,12,0.2038821943590102,0.0642215961121168,0.0760867383679899,0.2058236478125666,0.0654018517009786,0.1244900935832004,0.0294098521672295,0.0240853269908326,11.0,11,2618.668242330001,1207.1759660399985,1207.1759660399985,2618.668242330001,,1.5237592458724976
154146.26+434750.9,0.0936239276590693,1.433372144655429,-0.0911700291563974,1.39580322560356,0.0025672261610447,0.039303953169666,0.0125742088068078,,-1.1726816928920918,2.154328074794256,0.6145568805958638,1.1289995822826229,0.0376333792777483,0.0691361057470639,0.1675666377774831,0.3101082839887459,0.4930081325758556,0.7873448998183892,0.0900704232921455,,,,57901,59339.39998697,55220.1155094,60493.98560538,55220.1155094,60332.3001575,25,20,0.2041660195474745,,0.0559373929671695,0.2245875418693002,0.0502243795069083,0.0850299380306758,0.0178571341553843,0.0266235394476331,12.0,15,4119.28447757,2680.8844906000013,2680.8844906000013,4119.28447757,,1.5183801651000977
142136.81-003704.5,-3.9786918782723193,1.170701885146216,6.536135652219468,1.923211589068168,0.1634051049839926,0.0480807939644584,0.2937757318029724,0.0883345726546556,-1.8951089775774776,1.91847189872304,1.1575066488831396,1.1717764016431569,0.0870240403637253,0.088096873544741,0.204517619932282,0.208632902922754,3.391860789238101,0.7954118462253054,0.2491466758676272,0.1132813807605379,0.6698096759217158,0.1314517100752,55621,59311.29758738,55220.1572764,60493.40188888,55220.1572764,60493.40188888,25,25,0.5562239739175736,0.0344402831591404,0.0658304100255172,0.4255087673743706,0.053554451882475,0.0403916945229021,0.0713520280095945,0.064865624244143,2.0,4,400.84272359999886,4091.140310980001,400.84272359999886,4091.140310980001,3.51356396925747,0.508
164429.00+353425.6,-2.653763767707952,1.2034188762445464,3.963858128007996,1.7975155709206874,0.1261678896615256,0.0572141431133324,0.1991938021717336,0.0924689315190855,-1.357546904361711,1.4309330164340466,1.3263662514513406,1.39806680342876,0.051497773942447,0.0542816345942402,0.1253987437035491,0.1342288335037181,2.3253837628822502,0.7366070570432448,0.1622962729376413,0.0814982868532373,0.7443635515560115,0.1232665158869532,58256,59312.45872119,55247.1454074,60522.87907744,55247.1454074,60522.75173972,24,24,0.633392647190653,0.0628805701632214,0.0882508020475333,0.4106721680098418,0.0765577015510998,0.0494944129392855,0.0655960318991653,0.0464352287108212,0.0,1,3008.8545926000006,4065.31331379,3008.8545926000006,4065.31331379,3.2385894918021605,0.5110599994659424
162536.61+435531.0,0.2370076645581435,1.6315562200454334,-0.1838442520800639,1.2655803075399854,0.0069601684285393,0.0479136660551384,0.0311630586960801,,,,,,,,,,0.2104259583191037,1.0324327113669378,0.0311630586960801,,-0.0156534236483453,0.3067672265236766,57905,59311.40505393,55235.8297834,60511.568549705,,,23,12,0.2233467676077252,,0.0543393337759772,,,,0.0265955925666211,,10.0,9,4075.575270530004,2669.170216600003,,,0.5721501071472376,1.196
142125.74+540011.0,1.4723030604841862,1.6456579604967438,-1.1264945933993904,1.2591326098816875,0.0347294898207817,0.0388186800133151,0.1478150347954296,,-1.0946608859988134,1.598909170801854,0.8774119961533676,1.2815860191634738,0.0244003756428123,0.0356402470256393,0.1039204456084092,,1.142717634008939,0.7285507151703358,0.1258677402019194,,1.2336626958246897,0.2129280651923957,56813,59266.47765297,55361.3861891,60458.62006084,55361.3861891,60458.55562792,24,24,0.2349523502047411,,0.0589972902850481,0.2347986048362163,,0.0511549825959874,0.018266724688804,0.0163595710429617,0.0,4,3905.091463870005,1451.613810900002,1451.613810900002,3905.091463870005,1.0229813486617003,1.198
162710.83+312840.3,0.7102511576537044,1.370198420386712,-0.758232363546246,1.462762539168852,0.0253987498442807,0.0489986204758834,0.1246902907852746,0.2414306962358294,,,,,,,,,0.7342417605999751,1.0021374602850086,0.1246902907852746,0.2414306962358294,0.1384216690027594,0.2607456088705779,58255,59308.48025926,56705.137555905,60518.545836135,,,21,7,0.2036946877284869,0.0336697591458437,0.0506900265037584,,,,0.0277633666761658,,17.0,6,2603.342703355004,1549.862444095001,,,0.5994825960758772,1.1932636499404907
161142.67+563202.1,-0.9552378471484614,2.042127153114755,0.5364910534111483,1.146921628832584,0.0274610058825847,0.0587067042329558,0.0998474175558961,,-1.406331202669311,1.164270136515769,2.3585906371548204,1.9526244158509,0.0573534444869794,0.0474816334272907,0.2451682680176971,0.2076715839760731,1.3141626850959351,0.8160108605409335,0.1725078427867966,,0.3521874834718766,0.2212750535737741,58253,59311.39483468,55213.7277833,60485.809751545,55213.7277833,60486.38493641,25,25,0.2750297058730798,,0.0498249154287854,0.2339350232830271,0.0419290895943506,0.1213260030906345,0.0190032780827367,0.0293880599927299,0.0,1,3039.272216700003,4097.667051380005,3039.272216700003,4097.667051380005,1.0954194272719997,1.1453174352645874
111601.29+543550.3,4.162188139142143,1.9354325130768184,-2.511767442545456,1.1679809300000177,0.1267438196132161,0.0589363337529285,0.6600045698289592,0.3653247124518308,,,,,,,,,3.336977790843799,1.1302741332878667,0.6600045698289592,0.3653247124518308,0.5499884033968292,0.5607622529554337,57135,59307.39542848,55325.0003373,60422.19694552,,,21,9,0.1920347606775843,0.0576598004819379,0.0636771514085922,,,,0.0249713996674111,,14.0,7,3982.3950911799984,1809.9996627,,,0.4707354853875463,1.1452815532684326
143130.15+343857.5,-2.361632487555703,1.1260110205376177,4.562735507920463,2.1754826344865665,0.1544373461136572,0.0736347228550135,0.2152645814829415,0.1036330837558656,-2.829750530044367,1.3389931495999985,3.177885270082112,1.5037249968420263,0.1060363641424859,0.0501747287217765,0.2248843990443786,0.1107338030629851,3.2330009489006613,0.7927293450529023,0.2200744902636601,0.0758317070715513,0.1770934332437662,0.0958134347901053,58223,59311.33460279,55209.4318274,60481.45805041,55209.4318274,60481.64988487,25,25,0.7174303596520615,0.0477778641229782,0.0739215542685556,0.4715149854461925,0.0642328687437841,0.0541563723509239,0.0463809032885598,0.0422388099775974,0.0,3,3013.568172600004,4101.902775390001,3013.568172600004,4101.902775390001,6.4750845787291125,0.34904337
113108.69+514505.8,1.9971246178478703,1.1292163638121004,-3.807470171212704,2.152823906748994,0.1197723861447779,0.067721832257644,0.539730571428091,,0.2867542803739742,1.171807454433969,-0.4694380065974775,1.918335638471164,0.0186880503578774,0.0763678111086556,0.0909638151100697,,1.6401967690080066,0.8277576903095875,0.3153471932690803,,0.4923099717429598,0.35229747753879,57064,59308.27622282,55329.5646314,60426.754754755,55329.5646314,60427.26818196,22,18,0.2219114359741902,,0.0623225274099281,0.205444883058875,,0.1062767167500126,0.0306381524588061,0.0301174036038164,13.0,13,3978.711591420004,1734.4353686000031,3978.711591420004,1734.4353686000031,1.0432450648462108,0.6016960740089417
111214.97+510801.8,0.1910462179715283,1.4433980514389282,-0.1835457965118942,1.3867306448042676,0.0111173591675258,0.0839942016645679,0.0210272931177092,0.1588894017164958,-1.443370451391957,1.2691384347539785,1.846968348718767,1.624017255495645,0.0644183775690662,0.0566423116106831,0.2400570522277764,0.2172061823970737,0.9162327036485368,0.7182689359170396,0.1305421726727428,0.1345588789799254,0.1688523421148496,0.1226790920130944,57071,59287.31454325,55326.620522,60424.090525835,55326.620522,60424.090525835,23,23,0.5287109046938039,0.0685236413517689,0.0551893935246583,0.2683461159389033,0.0572620806470774,0.0539160809460158,0.0275446326284011,0.0233892866120229,0.0,0,3960.694021250005,1744.3794780000026,1744.3794780000026,3960.694021250005,3.748047958745736,0.6022300124168396
154050.21+443310.8,-0.3266849243004279,2.1747142750282364,0.1691650524682834,1.126117635291794,0.0103950970670015,0.0691992935710835,0.0366310009452079,0.2440268114595789,0.0552391469270422,1.2847104803969644,-0.0684903915506142,1.5928979487641248,0.0018683007762073,0.0434515324955586,0.009110692889364,,0.1548948788115919,0.7978615168117179,0.022870846917286,,0.1246747790493848,0.2585290223447128,57901,59339.39998697,55219.3544095,60492.931757255,55219.3544095,60331.9776738,25,24,0.2837786792272042,0.0720501183179025,0.0387071145123328,0.2050668153229468,,0.0573197978939448,0.0174601505127656,0.0245355510772461,1.0,17,2681.6455904999966,4120.045577469995,4120.045577469995,2681.6455904999966,1.3549216734650076,0.6004016399383545
162541.66+434956.0,0.4388910340232674,1.2435329098987855,-0.5937609851803853,1.6823340383995873,0.0183870469579297,0.0520969813359819,0.0630278815865851,0.1787017393424035,-2.176270670701884,1.5355304595796964,1.8676109191032388,1.3177466808399114,0.147095754607537,0.1037876467828731,0.8119002900527198,,1.2691334022521938,0.7276216402568388,0.4374640858196525,,0.1069280872192255,0.4985012443874506,57905,59323.40864514,55235.9289797,60511.185836105,55235.9289797,60348.99640806,24,17,0.2917287793128563,0.0305017915715183,0.0897328769494099,0.1811746545847218,,0.1392408738318896,0.0414120696587378,0.0536761606283141,11.0,12,4087.479665440005,2669.0710203000053,2669.0710203000053,4087.479665440005,2.9581460242954134,0.2640977
142103.52+515819.4,-2.313621602621881,1.180919570203349,3.683237572866671,1.87999944613994,0.1018367441073486,0.0519795475396125,0.1966639652932541,0.1023095551187433,-1.3241704211666738,1.258123137205392,1.7344293130508257,1.64791903950997,0.0782920121343598,0.0743869447240923,0.2030523585032459,0.1943538837726466,2.2638647274265127,0.7594191834029618,0.19985816189825,0.1098188021311772,0.0846342703675461,0.1587599954409507,57435,59323.28747065,55363.866408450005,60460.86069892,55363.866408450005,60460.89272443,24,24,0.5178210657732619,0.0520541253467669,0.0652633694775123,0.3855754875809938,0.0446778949001483,0.0634257904532584,0.0817472385621823,0.0405618070205875,1.0,0,2071.133591549995,3959.421062199996,2071.133591549995,3959.421062199996,5.691270810360916,0.2635966
141625.70+535438.5,-2.47777414628114,2.5444287144696176,1.0590212148272629,1.0875099299438904,0.0737699416731489,0.0757544258582362,0.0489891550135482,0.0503759087001551,-1.029986411132603,1.42696630313199,1.0118189785982818,1.4017967341350623,0.0558200009433613,0.0773342827886278,0.050175840607767,0.0695341705303042,1.394650187709822,0.853597616153609,0.0495824978106576,0.0429323102357181,0.057150340926914,0.0999742916015705,57428,59336.23821083,55360.3607392,60457.53106693,55360.3607392,60457.53106693,24,24,1.5058422961724365,0.0809576554981255,0.0524130610618303,1.112487608921506,0.036447505676435,0.0625974921976686,0.1138325504010717,0.0586595629611381,0.0,0,2067.6392608000024,3975.877471630003,2067.6392608000024,3975.877471630003,12.556876050588292,0.26270172
111621.74+502240.5,-0.4702912134746959,1.438048843215537,0.4550764850284541,1.3915254933951096,0.0228743806716756,0.0699449101358661,0.0476836732455223,0.1458497373240257,1.124002966691507,1.2629364224650146,-1.457155522016306,1.6372686162629142,0.0500041898822945,0.0561850053332991,0.1233809586942216,0.139026058059056,0.8766315468027408,0.7193740596531758,0.0855323159698719,0.1007476931459566,0.1235977049254932,0.1483769750575083,57071,59307.41167821,55327.8773477,60425.27827061,55327.8773477,60425.245926775,23,23,0.4797109600574585,0.0357819783137481,0.0789233971390339,0.4052828768029051,0.0343776874227368,0.0644608143214221,0.0431902217619215,0.0180994787202746,1.0,1,1743.1226523000005,3979.534330510003,3979.534330510003,1743.1226523000005,3.4325213376985406,0.6000199913978577
