W1 Mod Dev for epoch,W1 epoch measurements
0.001478182292508797,12
1.0441224345652202,12
1.6926654240692989,8
1.4658023502772166,7
2.6775087154926442,9
-1.2107180934188095,8
-0.691662016181397,6
2.069541022365956,10
1.3711350815068422,9
-0.9558775654347796,6
-2.907708970855793,9
-0.616485397824717,10
0.3635300830753139,7
0.6926066414931714,9
-0.001478182292508797,2
0.42286472374352907,3
-0.12639028444536887,4
-6.246620750668643,3
1.4341884525718933,5
-0.8029617366806955,2
-2.180126449500722,3
-0.9290167977444173,3
0.4118698074712599,12
-1.692779010112263,15
0.39011161104814146,9
0.04154401219072939,8
1.8234173345889484,8
0.8656065049740052,9
-0.9192506352446023,10
5.230885756627609,10
-0.15200564219540985,12
0.2833807987331519,13
-2.1084776304686734,8
-0.6349278731795611,9
2.051463725614332,7
1.4744255102535548,10
-0.548103179346218,6
-2.027871765170593,10
-1.0,5
0.23561367543125078,4
0.0,10
3.4696965482311097,4
-1.24004696110526,9
-3.438632813513029,8
-1.2797943230252964,7
-1.5242889011876373,14
-1.069067294728891,8
-0.6625530873513324,3
-0.9309327052711088,2
0.47161388738180404,1
-0.49125230654404517,3
1.073788757064321,4
2.530149056129709,2
5.338388439650341,1
-1.4966364610759497,3
3.882361315246386,1
0.5016412923699173,2
0.50668365379706,1
-0.47161388738180404,2
-0.7925587781014426,1
1.9349093238327966,2
-0.6734008338556314,16
-1.851356811931517,12
-1.091197307359348,3
-0.19428121277966323,5
1.442621298093305,4
0.17230021421686093,7
-0.760849922978231,1
0.43680042299683774,3
-0.5626861852206764,3
-0.07116514199202986,4
1.3242424717499333,3
0.0,3
0.35669339242768944,1
-1.0,2
1.8541641003656466,3
2.4969516199500132,1
-1.2034026621731246,1
2.207984804087369,1
3.7919107152588545,2
-0.5706963717238851,1
4.079245286004888,1
-0.6703740145769781,17
-1.2961255732389816,13
2.6669103076534144,10
8.630582754814895,12
10.318574423140447,11
11.128799483680929,7
6.828144411066352,8
3.2049994012950456,23
0.6598455566936998,15
0.024510250105435016,9
-0.1862864606941112,8
-1.5504238165734476,3
-0.9497506991654994,4
-1.0,3
-0.665578314156899,5
-0.7889055261056249,1
0.00822293367771701,1
-1.6934750502730653,2
-1.0179443032952233,3
1.0012447483429965,2
0.5294065363670731,4
0.0,2
-0.9184620002864013,3
-1.060226937505264,20
0.1599637463063743,13
-0.8410549245876194,6
-0.233388422782773,8
-0.7658108909150063,12
-1.3609291050012537,5
-1.645641637210418,4
0.8584990924081222,3
-1.334257597971587,12
-1.3126912292478146,3
-0.39708581149431615,10
-0.18220765092908592,7
1.607557324055596,11
0.0,5
1.431750744943366,9
1.1415059629599413,6
2.444427960893462,12
0.15716221658284132,4
0.8194176344079027,14
-0.6417344692681136,9
1.0,13
1.8117037587616402,5
1.1058590547350495,11
0.010556062433770092,12
-1.1399373419180825,11
0.6759106803793565,10
0.9606327648402571,9
2.686045315539042,8
2.200842235923597,9
1.3756860290784316,8
0.9084709628577241,9
1.1579788391132377,9
0.5994791494704003,13
2.5456124179035577,9
1.4873604640467022,10
0.0749153334433682,9
-0.010556062433770092,9
-0.6864052895498282,7
-1.4949689729414402,12
-1.4367658415904834,7
-0.994373281764246,7
-1.1287969741954857,7
-0.2085375958924049,12
-0.29943376992342174,6
-1.0615851279798652,14
-1.005626718235754,9
-0.7094792661296097,11
2.1773098186285846,9
1.6495313971880805,11
0.7518840849821293,10
1.211815171278235,5
0.845105586275981,10
0.5228364601099128,8
0.4780829957105061,9
0.9244030197699148,7
0.6125071694127304,10
-0.48814590397275165,9
-0.7565220922880918,9
-1.1420414707518962,9
-0.8250171084791776,9
-0.4780829957105061,9
-1.1136151221205615,9
-1.568144015377836,12
-3.1945050947866878,7
-3.359396665731583,7
-1.9592438664754468,9
-1.0755969802300853,9
0.4780829957105061,9
1.4589629337977947,8
-1.6530498945152736,15
-1.1169542314501715,10
0.14320380057868776,3
-0.38341716435393264,3
3.104631270594325,1
1.417469564652572,1
-1.0,2
0.10110900918799644,1
-0.0995381982372936,3
-0.2883588562145935,5
1.2468386660417832,2
0.6766204327902241,3
0.0,5
-0.9688053306554913,3
