Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 NFD,W1 NFD Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 NFD,W2 NFD Unc,Mean Z Score,Mean Z Score Unc,Mean NFD,Mean NFD Unc,W1 First mjd,W1 Last mjd,W2 First mjd,W2 Last mjd,W1 Epochs,W2 Epochs,W1 Min Flux,W1 Min Flux Unc,W1 Max Flux Unc,W2 Min Flux,W2 Min Flux Unc,W2 Max Flux Unc,W1 median_abs_dev of Flux,W2 median_abs_dev of Flux,W1 Mean Unc Counter,W2 Mean Unc Counter,W1 min mjd,W1 max mjd,W2 min mjd,W2 max mjd,W1 Max Flux,W2 Max Flux
152517.57+401357.6,8.785059989437578,1.3548812302590818,-9.60989654631091,1.4820921508769105,0.4136743727562792,0.06379918222078797,1.0492213410824693,0.1982614783317132,2.609760678375091,1.0996670756536653,-5.704920625106329,2.403865393723772,0.29437650830143147,0.12404055157522209,1.1810345387048025,0.5544672022418669,6.677409459807477,0.829914784790385,1.115127939893636,0.2944237983554487,55218.46208765,60492.195935825,55218.46208765,60492.45169376,25,25,0.39426797431464383,0.04304670406832656,0.047088394758106,0.2492530901122193,0.051600456456122004,0.1127982771526462,0.11129239550278269,0.06211015077194609,0,4.0,4381.011226180002,2722.1920330400026,4542.608426505001,3082.621386595005,0.807942347070923,0.5436295984136508
152551.37+184552.0,14.501142789099537,2.1163867778210967,-7.7744416851579965,1.1346502704447379,0.4291810381145852,0.06263734435054431,0.6099029562601278,0.10105754712383694,4.152296522915282,1.0959940655719491,-9.257018733740027,2.4433798359718986,0.3574131413548389,0.09433880256877883,0.9958920125934937,0.2838606427026209,8.921224932728212,0.8992299568297057,0.8028974844268107,0.15065647372933524,55228.457175,60503.014686495,55228.457175,60502.918928445,24,24,0.7036874206124303,0.05520409766966605,0.02959635970464336,0.3588874464652715,0.0386099619796747,0.0860760158583046,0.13099994699468576,0.05612164437707251,3,4.0,5115.323717799998,2362.75475973,5115.259221044995,2362.75475973,1.1328684587270155,0.7163005878201104
153149.94+372755.4,7.754768710316167,1.357981275906506,-8.440506670284496,1.4780647167674197,0.1885950700315988,0.03302594614981698,0.8861859304114079,0.18094001297432094,1.6565479676200543,,,,0.1597132768979194,,0.7741846838962598,,5.9506077827402395,,0.8301853071538339,,55221.87016495,60495.45342876,55221.87016495,60334.525961305,25,22,0.21281659250000096,0.0223440460861862,0.024319883297191165,0.20629867810627064,,0.09641331251480623,0.019663340579858968,0.04348513364352606,3,17.0,1464.1314290949958,4017.0025053849968,364.331998499998,2722.809868559998,0.40141166253159977,0.36601195500419004
153714.41+454347.7,10.967524355743423,2.572030891425239,-4.628288969419617,1.0853955567061087,0.4633810201218935,0.10866903592783163,0.5833623941379742,0.15531391730372288,6.184114106354156,1.3839316755559798,-6.4640338222701885,1.4465744009013592,0.4245839406081696,0.0950168697140101,1.065136256171555,0.29601060529125434,7.060990313446846,0.8588244436769871,0.8242493251547646,0.16714117636980005,55217.5677283,60490.9195649,55217.46850575,60490.69595968,25,25,0.7943278908244071,0.10011929315208706,0.04225028411988274,0.3986193673795895,0.06568405306689043,0.06865719702227213,0.060651553847016704,0.050720483977972464,0,1.0,4016.695777269997,176.62771254999097,4380.860548209996,176.62771254999097,1.2577089109463007,0.8232033079877591
153938.92+373853.8,2.5917149784388225,,,,0.19755869475160873,,1.0644286663165168,,2.4953666545939788,,,,0.46342457908259144,,3.062533795393043,,2.5435408165164004,,2.06348123085478,,55223.7227434,60498.39003091,55223.7227434,60498.32617102,24,16,0.1856006898379257,,0.07622701431104613,0.1513206416790303,,0.18571402251826408,0.029797509731463723,0.0661534097705846,11,9.0,0.0,3447.7514791700014,366.4139742499974,5274.603427620001,0.3831593845895344,0.6147452207616217
154742.72+012541.0,6.304062159513355,1.3604791314491507,-6.834084433851574,1.4748631944857418,0.4365965251830911,0.09422185986514157,0.7807228069977967,0.1906380543974983,9.218285869950282,1.5930755734772055,-7.433401075412696,1.2846173191158612,0.3475644559313928,0.06006501130086811,1.000783530170911,0.2192419875995519,7.447458384681977,0.7165130995374174,0.8907531685843538,0.145266924066583,56702.9365829,60516.501106359996,56702.96949978,60516.405854965,22,22,0.5592209184486181,0.06388515234322803,0.06925638011424595,0.34729234190338515,0.04675712401433907,0.03770380533157271,0.09087047676773868,0.0803657260646223,1,3.0,0.0,3446.758209499996,0.03291688000172144,3651.2226223899997,0.9958174436317092,0.6948567978347779
155426.13+200527.7,,,,,,,,,5.59863095884849,1.3776711191554474,-5.908116663675897,1.4538271509543141,0.4186913112793698,0.1030285674534886,1.7848371553975908,0.6954357765580534,5.753373811262193,1.0014478390569028,1.7848371553975908,0.6954357765580534,,,56699.73881601,60513.476832945,2,22,,,,0.23458235952405532,0.07086713670594133,0.07478458829611534,,0.05794417231589824,0,11.0,,,3081.909735469999,0.0,,0.6532736708034251
160047.63+331310.7,17.202303001484978,3.866855975649171,-4.605315711995131,1.0352156091624545,0.6011503846814674,0.13513085759904728,0.4338034776458533,0.10572902222595341,15.04212803569257,2.335178498417452,-7.128203257336587,1.106600538127599,0.5585373976749776,0.08670877674473892,0.8084845194949436,0.15544041090875307,10.994487501627317,1.1911619816465657,0.6211439985703985,0.09399514280580959,55232.5896681,60509.621365215,55232.5896681,60509.621365215,24,24,1.3857666331855276,0.13053402248095491,0.03494592466076045,0.6908448884387955,0.0783559864261884,0.03713154125198625,0.11620373990094679,0.09599454299188492,2,3.0,4178.966871134995,1464.0510136199955,4179.326281879999,1464.0510136199955,1.986917017866995,1.249382286113773
160139.10+412529.3,6.618131870892587,1.4994718127265656,-5.923191893564486,1.3420190862066592,0.41626696677979735,0.0943137120009228,0.5834349011373281,0.1441407139646604,9.952420893036756,1.5918234579808894,-8.035815160192188,1.2852751318970108,0.3601947129205739,0.05761074613201089,1.0304861025934169,0.21125345573122362,7.632389954421504,0.7174287870128454,0.8069605018653725,0.1278715840019061,55227.6257844,60502.189410335,55227.6257844,60501.77447948,24,23,0.7134762866745556,0.07027747441916732,0.06289795593384806,0.3495386420196007,0.04482366825769041,0.03619166801643059,0.045846638143454965,0.025976025586597506,0,0.0,4179.2592423800015,180.16260119999788,2192.4390219900015,0.0,1.129743253454353,0.7097333549401746
160310.99+432928.9,7.173374870081049,1.1239405146224588,-13.98124045192627,2.1906122115741042,0.5496662228246615,0.08612294053233453,1.0137229055840073,0.17501460788102902,7.632206423118205,1.2057429496966028,-11.329485217139867,1.7898424344080022,0.4607451806523122,0.07278894494984613,1.4254947489690133,0.2878972262021173,10.029076740566348,0.8185114592454561,1.2196088272765104,0.1684598808519579,55226.6328018,60501.104428089995,55226.6328018,60501.295944095,25,25,0.5422253160078275,0.03931455329122324,0.07662588848064078,0.3232177326402257,0.04066779485755201,0.06036854287073523,0.1273064964135896,0.10406624842317669,0,0.0,4017.5668646699996,0.0,4384.402357949999,0.0,1.091891538832489,0.7839629132925379
160337.12+242513.9,6.011934255551768,1.5178333449418402,-5.265089110541348,1.3292773134852554,0.3527612430730771,0.08906164884371458,1.2511261142576153,0.4337775447526842,,,,,,,,,5.638511683046558,1.0088107155413142,1.2511261142576153,0.4337775447526842,55238.7446774,60352.60848119,,,10,7,0.2819549836367984,0.06700005178769078,0.058676829798548935,,,,0.09698679892314985,,7,4.0,3286.27268283,0.0,,,0.6347162267098755,
160730.20+560305.5,9.502031773714107,1.4615767005247946,-8.914312463404352,1.3711753136578806,0.3716672009703224,0.05716883864672223,0.9401012091360534,0.17532702596933933,4.588702843385802,1.1508711051934069,-8.055262655893886,2.0203027635085276,0.33097515554506,0.08301033125358068,1.224334061006086,0.3590552989981587,7.7650774340995365,0.7674004719388298,1.0822176350710697,0.19978755827998307,55213.2316724,59593.786585530004,55213.2316724,60118.702558,20,22,0.3953480724824107,0.041693310897067626,0.03911449780650933,0.27033075864366957,0.04108806499349735,0.07212826082694168,0.021532019211657233,0.01696176948554362,0,1.0,1640.1851805200058,4380.554913130007,2920.847260610004,4905.4708856,0.7670152734527331,0.6013059141887296
161903.04+540529.0,3.794462093946147,,,,0.2534464913690777,,0.8914681706663073,,4.177554763581362,,,,0.19325742933999432,,0.9371289409340171,,3.9860084287637547,,0.9142985558001622,,55220.3448454,60493.86005036,55220.3448454,60332.491482975005,25,24,0.2843023449504035,,0.06679378660111995,0.20622288022326854,,0.04626089669123027,0.045028508371102005,0.033395865882659664,0,9.0,178.84665959999256,4381.607932549996,363.7377747999999,4748.052305179997,0.5377488363194812,0.39948030956326286
162106.25+371950.7,3.20561102217903,,,,0.10212935141580728,,0.532807010690575,,2.6573991116918108,,,,0.1949355262946157,,1.0370393115098029,,2.9315050669354203,,0.784923161100189,,55238.5437381,60351.54291592,55238.5437381,60147.04323765,21,13,0.19168169593608894,,0.03185955835227455,0.1879731309421755,,0.07335575805566956,0.018536333813919725,0.027245694120598213,14,10.0,178.5048373499958,2555.1244705350036,178.5048373499958,3448.2372442100022,0.2938110473518962,0.3829086572367912
162829.18+432948.5,7.766543111595364,1.2918236920147113,-9.496791016674328,1.5796190733990925,0.7728330225295501,0.12854676709184365,0.7897783529903794,0.14686972815744928,17.969421855635034,2.1505759437347374,-9.438032822549776,1.129541423615107,0.5919478277275378,0.07084416897128319,1.0235166355641043,0.16530275821058077,11.167697201613626,0.7931285199184983,0.9066474942772418,0.11056188190451172,55237.2192957,60512.81187514,55237.2192957,60512.81187514,24,24,0.9785441948406559,0.08137833307825992,0.09950798076118561,0.5783470509019033,0.06271940761990458,0.032941951749099196,0.07712017688567341,0.05830999622178101,0,0.0,4180.024847324996,0.0,4180.024847324996,0.0,1.751377217370206,1.1702948786294411
164331.90+304835.5,32.5438750109878,1.1027146935768137,-70.02656138399531,2.372775772790387,3.802783969589976,0.128853302145163,1.3216661302140478,0.05126192531936049,58.22997981443559,1.3892750903062874,-60.37890808781662,1.4405451153101954,3.5845163138219656,0.08552088188007284,2.031117428520217,0.08376583545769752,55.29483107430883,0.823532788856978,1.6763917793671324,0.04910320808606538,55248.53574675,60361.400034185004,55248.53574675,60361.400034185004,23,23,2.8772652053768706,0.054304879383369364,0.11685098865165999,1.7648001358707688,0.059367027780769965,0.061557917849961896,0.3416116535283815,0.42784227056509305,0,0.0,4748.696831950001,0.0,4748.696831950001,0.0,6.680049174966847,5.349316449692735
164709.87+532202.2,2.570683646900594,1.400323510732221,-2.6224559200033166,1.4285253205181903,0.1067140544079942,0.058130139619956965,0.3875039129077462,0.21871250260532066,1.721491878529457,,,,0.19153243334247527,,0.9396078197102199,,2.304877148477789,,0.6635558663089831,,55233.346628800005,60509.62512196,55233.346628800005,60348.0277466,24,23,0.275388327326129,0.040692411107470294,0.04151193575944537,0.20384295375654166,,0.11125956255227137,0.02403238113739059,0.03311784662753958,3,15.0,1825.7008153399947,5114.681117799992,179.20692189999681,1643.0621243249916,0.3821023817341232,0.39537538709901693
164725.15+351754.3,4.458690591884593,,,,0.301988495795767,,1.7076964487148296,,,,,,,,,,4.458690591884593,,1.7076964487148296,,55248.17098725,60523.26121865,,,21,6,0.1768396813280464,,0.0677303099581357,,,,0.031069079850625625,,11,3.0,0.0,1826.7424032400013,,,0.47882817712381337,
