Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 NFD,W1 NFD Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 NFD,W2 NFD Unc,Mean Z Score,Mean Z Score Unc,Mean NFD,Mean NFD Unc,W1 First mjd,W1 Last mjd,W2 First mjd,W2 Last mjd,W1 Epochs,W2 Epochs,W1 Min Flux,W1 Min Flux Unc,W1 Max Flux Unc,W2 Min Flux,W2 Min Flux Unc,W2 Max Flux Unc,W1 median_abs_dev of Flux,W2 median_abs_dev of Flux,W1 Mean Unc Counter,W2 Mean Unc Counter
162510.77+325758.8,3.09690183158124,1.2959065856212064,-3.7572752923112263,1.5722415691852492,0.11553656156087977,0.048346573171913064,0.4275033025040251,0.18538491710809604,1.6823321658994783,1.0183520230579077,-8.741205259472965,5.291240481744793,0.2056021289445591,0.1244554126703983,1.0081660141415805,0.6212433143621723,4.319428637316227,1.4401732558326859,0.7178346583228028,0.32415691537080943,55241.85280685,60517.781809039996,55241.85280685,60518.35540253,24,24,0.2702588749236433,0.030750092173791543,0.03730714366941629,0.20393677832873824,0.023521027460343097,0.12221256486208332,0.023254908112431416,0.016832321291299523,1.0,12
083901.00+232352.4,2.1195937672427037,1.4652035949474647,-1.9792684707385877,1.3682014561049056,0.14672494928584146,0.10142600270133881,0.5011167248142853,0.3689085496835523,2.9897912980634938,1.1878735462119763,-4.663338580290541,1.852790373744411,0.20684674409418774,0.08218224984088701,0.7521240135277422,0.32250933477191707,2.9379980290838317,0.7442560265948779,0.6266203691710137,0.2450029535764041,55306.1390192,60403.718801885,55306.1390192,60403.62234336,23,19,0.2927959535579619,0.07413089808432571,0.06922314622424569,0.27501680623651326,0.04435593524528097,0.06918434214059144,0.02860040593480956,0.027276502602539943,9.0,15
121550.25+553750.4,6.613520223917196,1.1284062435316675,-12.650635809145912,2.158465680661426,0.4567385154367152,0.07792923814103198,0.492135102154943,0.08612354926752759,7.34411725147619,1.489717240766811,-6.651075712100744,1.3491372507662907,0.32800497846649357,0.06653415989248605,0.5459905447566482,0.11947708143597194,8.31483724916001,0.7894501062399997,0.5190628234557956,0.07364108691296953,55333.865848,60431.11951956,55333.865848,60431.11951956,23,23,0.9280754683759915,0.036103996852593856,0.06906133193408281,0.600752122205134,0.049316079483162745,0.04466227420328339,0.10463297022142903,0.0713559199049677,1.0,1
144939.94+350619.8,2.9293047210757037,,,,0.20829365140833592,,1.1222676574652102,,1.214331219788575,,,,0.11228876309715333,,0.587815152213687,,2.0718179704321393,,0.8550414048394486,,55213.20308495,60118.89267338,55213.20308495,59023.49476917,22,9,0.1856006898379257,,0.07110685682841696,0.19102733686649384,,0.09246963371056517,0.029283128485543583,0.024727465451991948,10.0,5
142010.24+524029.6,5.574504344715532,,,,0.303104017125402,,0.7234560891833782,,3.9250685874326385,,,,0.23154378410817233,,0.8510159026523109,,4.749786466074085,,0.7872359959178445,,55362.8411489,60459.93227808,55362.8411489,60459.836265325,24,24,0.4189667094619929,,0.05437326771710849,0.2720792683033696,,0.058991016067727775,0.04134652455849819,0.023112099723834517,0.0,1
154312.82+442827.6,3.876082578140285,1.2369668410192605,-5.3237721271193115,1.6989652458717108,0.23391707449414495,0.07464950987610701,0.5539647511538447,0.18594589865571984,5.203511909824814,,,,0.16700314423672302,,0.5696779987648835,,4.801122205028137,,0.5618213749593641,,55219.9830141,60493.7301658,55219.9830141,60493.698267654996,25,25,0.42225985318907505,0.043938220665488414,0.06034883668716279,0.29315357903728395,,0.03209431382705252,0.03377803035095506,0.023649245860742185,0.0,1
155831.82+440911.5,1.643212769556248,1.1922133128655839,-2.5313993474241077,1.8366264296943597,0.11861017765953363,0.08605619154556331,0.3162803754106262,0.23285112926162946,3.639171314000554,1.302791022142782,-4.358165713085235,1.5601846338408116,0.2084089392666934,0.07460855001972219,0.7683810250025377,0.30662377356957715,3.0429872860165363,0.7469107110573275,0.5423307002065819,0.19250830301344368,55224.48231525,60499.22148307,55224.48231525,60499.22122834,25,25,0.3750159253654049,0.04685557724435244,0.07218187434824067,0.27123124138314725,0.04782033382552506,0.057268240839585184,0.02217080059093396,0.017310062705987173,0.0,1
165443.28+340219.4,2.5286972966741104,,,,0.13910391125703991,,0.7130554610861619,,2.755501490806922,,,,0.22473989639045605,,1.345038670710833,,2.642099393740516,,1.0290470658984976,,55251.016226449996,60363.943104035,55251.016226449996,60364.39388088,23,16,0.19508147521253094,,0.055010107947676246,0.16708805574466074,,0.08156043360537002,0.020497885462327003,0.03326132165256972,6.0,12
142349.78+515830.3,,,-3.3069330333071525,,0.08523252233272016,,0.25598181830989025,,3.220875018561462,1.0957445711915352,-7.190310067270289,2.4461499362723305,0.19168279018895262,0.06521065720650002,0.7111907901606336,0.2519661370246278,4.572706039712968,,0.48358630423526194,,55364.7594894,60461.18031701,55364.7594894,60461.08481362,24,24,0.3329631881493166,0.025773888214325885,,0.2695237239301961,0.02665848738032553,0.05951264457152511,0.017739445295391176,0.02018061992461606,0.0,2
150238.58+330005.7,6.530840944206348,1.191631471739074,-10.077479542511501,1.8387588797912033,0.5917500862760323,0.10797201037890605,0.2823311233071258,0.05211846736216558,9.24874693818201,3.5349822206733723,-2.7277693380932932,1.042586220242412,0.34792672450056683,0.13298177509097095,0.19229922881712158,0.07473883035139661,7.146209190748288,1.0719172399713934,0.23731517606212368,0.04555827971531619,55217.1734366,60490.34196059,55217.1734366,60490.34196059,25,25,2.0959435125128376,0.05872004837913636,0.0906085588871961,1.809298594907255,0.1275499066734752,0.03761879601918888,0.07793460616501324,0.051829549091582106,1.0,3
093053.11+314745.2,3.610055890407793,2.229208561627132,-1.8119787065159292,1.1188963740932798,0.19680727459274938,0.1215284402322925,0.4628724497672537,0.3093156458863128,2.0450394563024963,,,,0.1263516875647756,,0.44677171374682045,,2.4890246844087396,,0.4548220817570371,,55316.7921275,60411.69002828,55316.7921275,60411.85072876,23,23,0.42518684076295754,0.10861456256909896,0.0545164065508465,0.2828104010997827,,0.06178447421900794,0.04346851425834941,0.02389640432127732,1.0,12
151119.76+322021.5,2.369869663316531,1.2082383065065896,-3.4947907721705205,1.7817604695833367,0.12810549869342547,0.06531244025416814,0.2213179745414745,0.11370238753348487,1.4110964604739693,1.0457889882285611,-4.610475946002315,3.416906717491425,0.13482224604006604,0.09991919349693795,0.492794986516177,0.3689979929678413,2.9715582104908336,1.0429356493876396,0.35705648052882577,0.1930594155597635,56683.53212595,60493.12085445,56683.433311625,60331.72223358,22,20,0.5788300699879159,0.03665612823335418,0.05405592580739116,0.2735868864924831,0.02924258745064459,0.09554431593909672,0.029578053836243123,0.022567792998687025,6.0,12
161251.11+542252.6,2.5373402710871513,1.146055004238971,-4.532106085526344,2.047042297891688,0.31742773099573607,0.14337440024786885,0.1759808186215817,0.07977944676863512,7.898920845709623,4.502246004566607,-1.799386408322292,1.025618616236772,0.36227635138331715,0.20649115080706662,0.20578427576170386,0.11963112474682175,4.191938402661353,1.2948440271347905,0.19088254719164277,0.0718963944417575,55217.66514195,60490.537615145004,55217.66514195,60490.537615145004,25,25,1.8037632367099794,0.07003978393389065,0.12510254718801694,1.7604666345004394,0.20133327100158305,0.04586403110750137,0.054564537596272,0.043752622408868236,1.0,3
080934.31+335238.2,6.900129603486356,1.1940374760179262,-10.575293246678704,1.8300085914377027,0.3608499191795047,0.06244351214804258,0.6835132451227134,0.12625995485884545,1.923491571577154,1.2239695261448649,-2.725407244748161,1.734250081049749,0.25104053007811,0.15974385496834764,0.5969538980708764,0.4017315262157897,5.5310804166225935,0.7615929721406068,0.6402335715967948,0.21055272223164526,55297.9373007,60395.58788645,55297.9373007,60395.555478935,22,22,0.5279340550521741,0.034121977590818475,0.05229610745241392,0.4205358753655445,0.09211119936731041,0.13051293480442497,0.0931473166726256,0.049193430643161284,1.0,2
160235.49+430814.0,3.0890025542326645,1.6884930672663934,-2.2704608683976653,1.2410664505719087,0.1270393609296376,0.0694415353932691,0.5687987441697074,0.3420122738214771,2.221551466541058,1.113324761874074,-4.5395295819369474,2.27497348900013,0.3126154014136511,0.156666398496237,1.4842767016715175,0.888158476948319,3.030136117777084,0.8218215733204052,1.0265377229206125,0.47586707062468997,56691.17138553,60500.9450011,57227.10958145,60502.03017442,22,16,0.22334676760772523,0.05595311625841551,0.04112633728824977,0.21061800745211415,0.06886515348585148,0.14071940538941974,0.02030580600435919,0.04963375579136406,10.0,15
155738.01+421628.1,2.0246579685819173,1.258898431797442,-2.6475160721079587,1.646181173835329,0.1619219643905867,0.10068036686099824,0.4663619493211929,0.30138801448831803,2.6862136167309667,1.3227092632448456,-3.1026829873126283,1.5277815221653785,0.1514630189010479,0.074581387307259,0.5168306418396854,0.26865829313796613,2.615267661183368,0.7236372491283014,0.49159629558043916,0.20187373141955342,55225.6405833,60500.21064357,55225.6405833,60500.30640157,25,25,0.34720234921882054,0.06115995521102316,0.07997497202156956,0.2930612209096339,0.04881678841196624,0.05638532168762267,0.031134796893105054,0.02003138893892603,0.0,3
132229.23+194052.7,6.597573632244945,1.154652521736148,-11.429233932590252,2.0002495640639384,1.0190725292095015,0.17834960718481593,0.7579233372857592,0.14184854314857925,9.836481047937495,2.095446135716447,-5.341738455439102,1.137939996011563,0.6184786861393266,0.13175329333505695,0.4723126058911209,0.10893837440419035,8.301256767052948,0.8299104886485277,0.6151179715884401,0.08942675579937179,55375.4031301,60477.17013846,55375.4031301,60477.17013846,24,24,1.3445588479422708,0.08916367756754325,0.1544617136561981,1.309468937362854,0.11578228535498118,0.06287601054942393,0.23243699047575017,0.13033273801304868,1.0,2
090952.01+315503.2,5.84525229709879,1.5327110172331575,-5.032277734912901,1.319537144685162,0.20515853158498598,0.05379558069644949,0.3695670460122674,0.10063486212573756,6.230275687106299,3.3182202114000723,-1.9691442317141206,1.0487584365420681,0.1428161166663493,0.0760632993844379,0.32068735082870425,0.17860318987244628,4.769237487708028,1.00625732817561,0.34512719842048584,0.10250179865212038,55312.6240956,60407.57669897,55312.6240956,60407.57669897,23,23,0.5551321033590639,0.04076852320006874,0.03509831931237828,0.4453437789089312,0.07252699643135296,0.022922920884851147,0.036426640274111466,0.03756178395441878,0.0,5
140512.89+000502.1,4.234289532453278,1.0548988168099416,-12.606770232934759,3.140755231920223,0.43141411256263495,0.10747924378089424,0.38292439100047954,0.09610530706508275,3.332438033398359,1.3928989066321653,-3.43684144360284,1.4365376463371589,0.2990516536526786,0.12499818968113514,0.3765743321417349,0.16271953397472896,5.902584810597309,0.9676312157138642,0.3797493615711072,0.09449057728555109,55216.7166733,60489.95205172,55216.7166733,60489.95205172,25,25,1.1266300154854714,0.03422082774504609,0.10188583214636261,0.7941371148475453,0.08701351475184227,0.08973959925301633,0.08557209829904422,0.04277747791442277,3.0,6
120311.58+001500.3,2.687985278582604,1.4477482411674538,-2.567595276199094,1.382906214094754,0.16540034327571337,0.08908458612994162,0.7378309198788874,0.4504196321593947,,,,,,,,,2.627790277390849,1.0010500195776109,0.7378309198788874,0.4504196321593947,56649.379340445,60460.33746709,,,11,2,0.22417106523926014,0.06441838587604881,0.06153320280196263,,,,0.02693842819626746,,9.0,1
110547.94+511200.7,2.1964087097934493,,,,0.19145243668482897,,0.9254680426179241,,2.3426141116296466,,,,0.21383714410514948,,1.0739596763842556,,2.269511410711548,,0.9997138595010899,,55325.5289172,60265.41907376,55325.5289172,60265.41907376,22,20,0.2068709321861148,,0.08716612524398212,0.19911096180545979,,0.09128142063329116,0.021533787661664472,0.023968546608230182,12.0,17
114059.17+570518.3,3.0211417907528664,1.3223024818099562,-3.492045473168182,1.5284090306177989,0.13763297987559078,0.06023961914844157,0.6014646062096172,0.2829010534402261,1.6912012706448722,,,,0.14679667282617204,,0.5762631326552404,,2.7347961781886405,,0.5888638694324289,,55326.88646735,60424.091862910005,55326.88646735,60424.12420672,22,22,0.2288297240679598,0.039413283971563615,0.045556610516215706,0.254738962997301,,0.08680023801673054,0.02363666828788416,0.03188372565814332,3.0,12
160111.72+540112.9,4.078490050196732,,,,0.288428846223772,,1.6302684539632832,,,,,,,,,,4.078490050196732,,1.6302684539632832,,55214.82009315,60326.36562788,,,17,8,0.17692107427005882,,0.07071951694717492,,,,0.02219407569093973,,11.0,4
113416.10+545734.8,2.626857524080644,1.2135899390434781,-3.820300594710509,1.764952352139886,0.22335556250094285,0.10318871921894895,1.1717027661585178,0.6497460415484102,3.336794527592465,1.0691648446711466,-8.820418999518843,2.826209954365752,0.5947498460453257,0.19056781036620724,3.558270828658787,1.83314453852599,4.651092911475615,0.9259600935214626,2.3649867974086525,0.9724439338125737,55327.382194,60425.34346764,55327.34914985,60058.00183487,20,12,0.1906247633375694,0.05846544191056465,0.08502766535810256,0.16714574991176365,0.06742875208964216,0.178239876961931,0.03807688780501356,0.061392937888411325,14.0,9
013332.08+245953.1,5.812713912304241,,,,0.4771007897885273,,0.4092894923597328,,9.711671223176106,,,,0.49357803535849676,,0.5290060470213879,,7.762192567740174,,0.4691477696905603,,55213.1813735,60513.72208515,55213.1813735,60513.72208515,25,25,1.1656805236749002,,0.08207883563280305,0.9330290988876754,,0.05082318212962289,0.0497220352514145,0.057979048166339586,0.0,2
113253.60+530338.5,3.287634498791976,1.1072109936584515,-6.9168738769024145,2.329467828941861,0.33754922171200796,0.11367997547103165,0.3841986074619037,0.1311385988372878,9.23463218363675,1.2554254651547163,-12.166713062779701,1.6540346277472266,0.2173455272566036,0.029547588277410036,0.38163552718771016,0.053245517417279904,7.901463405527711,0.8278081072514287,0.3829170673248069,0.07076796102411202,55328.80417755,60426.43411779,55328.80417755,60426.43411779,23,23,0.8785800238629928,0.04880083513437905,0.10267236879161556,0.5695107288837411,0.01786394781689272,0.0235359159882651,0.03525936619281467,0.02191653999264176,0.0,1
111802.18+541840.6,3.727779102915615,1.892714598460459,-2.3197493269402605,1.177812122084865,0.22176325770206828,0.11259641294908425,0.2788065888012635,0.14547119599393643,3.106424917944717,1.180790530169122,-4.947274930934667,1.8805203869069378,0.28420940428669206,0.10803150954273466,0.6364187271104657,0.2553885217742963,3.525307069683815,0.7866158984800445,0.4576126579558646,0.1469567673824231,55325.4634655,60422.871327925,55325.4634655,60422.871327925,23,23,0.795401782488518,0.09559794031477231,0.059489377342294814,0.4465761175462091,0.05744766730257249,0.0914908332871382,0.03670578362132193,0.01738227843128448,7.0,8
