Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 NFD,W1 NFD Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 NFD,W2 NFD Unc,Mean Z Score,Mean Z Score Unc,Mean NFD,Mean NFD Unc,W1 First mjd,W1 Last mjd,W2 First mjd,W2 Last mjd,W1 Epochs,W2 Epochs,W1 Min Flux,W1 Min Flux Unc,W1 Max Flux Unc,W2 Min Flux,W2 Min Flux Unc,W2 Max Flux Unc,W1 median_abs_dev of Flux,W2 median_abs_dev of Flux,W1 Mean Unc Counter,W2 Mean Unc Counter
125301.05+242305.0,4.417975224823617,2.016412470828391,-2.5231491281003517,1.1515930055638672,0.25015230647504927,0.11417226324597894,0.3125701122096387,0.14782203233464183,4.69548750349142,1.7779373966227363,-3.1940899133475256,1.2094360598113383,0.21268087048037176,0.0805312063746653,0.3470765638128866,0.13672430681956146,3.7076754424407286,0.7911969836921731,0.3298233380112626,0.10067880774874308,55364.0921145,60461.11028116,55364.0921145,60461.07857403,24,24,0.8003078244002861,0.09914289396892917,0.056621482408841795,0.6127779650228148,0.06658574938407863,0.04529473677061835,0.043739696842759246,0.02310249560302513,1.0,1
121105.69+445944.3,4.922419675993281,1.5123393614760738,-4.338710026131868,1.333003356570986,0.22730854744221785,0.06983713013609505,0.43615018868783195,0.1409910065770973,6.293902017610446,,,,0.22644593883265635,,0.8603086033653944,,5.185010573245198,,0.6482293960266132,,55343.6545497,60438.30291032,55343.6545497,60438.30291032,23,23,0.5211703521809332,0.05239081341531193,0.0461782136437503,0.2632147789140255,,0.035978624738525755,0.031141893273367027,0.019965074180889608,6.0,11
153654.83+434049.2,3.447178982704225,,,,0.141924141001592,,0.6890906233134755,,2.1619817750270673,,,,0.1765462162325895,,0.8382294485087124,,2.804580378865646,,0.7636600359110939,,55218.92457965,60492.45245785,55218.92457965,60331.07510091,25,22,0.2059586013798203,,0.04117109721127857,0.21061800745211415,,0.08165943777688839,0.027645766819428375,0.02685756556572136,4.0,14
154121.65+334307.9,3.5553089112314096,,,,0.12210425672484576,,0.5703624732886086,,4.654115233224247,,,,0.17930321041895447,,0.9534383660900391,,4.104712072227828,,0.7619004196893238,,55226.2377991,60501.453524585,55226.2377991,60338.94293517,25,20,0.2140818557378334,,0.03434420461724491,0.18805957133260753,,0.03852573506108442,0.01780433883286131,0.03056197223785953,11.0,13
092359.65+322850.1,5.423610440649972,,,,0.15609132545987234,,0.8264161193730333,,2.3163930344139247,1.5229749632793828,-2.016579420533905,1.3258544311391585,0.14099779112714195,0.09270279377206982,0.6352097076485664,0.4630922309853828,3.2521942985326007,,0.7308129135107999,,55315.2044744,60410.08327786,55315.2044744,60410.05118872,23,19,0.1888773969925613,,0.028779966254576017,0.2219704601950917,0.06991928494926904,0.06086954546675888,0.025517912076222615,0.033179666058231416,8.0,16
114108.04+515255.0,3.056716157648234,,,,0.10609849676856897,,0.43715158161661155,,3.3982191604949623,,,,0.25554428191197137,,1.3790062343913745,,3.227467659071598,,0.908078908003993,,55331.0863184,60428.4875702,55331.0863184,60429.06543047,23,22,0.242704135659788,,0.03470996039429408,0.18531046164904108,,0.07519947061764859,0.026665569347229356,0.046503656032268484,3.0,17
145638.35+523749.8,2.530315330628746,1.492132262442609,-2.2847999714684395,1.3473513397276335,0.1552915273099792,0.09157573966309945,0.2882490990711111,0.1738275363921823,3.359194557937951,1.4007586201561324,-3.424675866105478,1.4280638283817222,0.22137006781464674,0.09230963714297663,0.5425298211417477,0.2420065448077785,2.8997464315351533,0.7090180415177177,0.4153894601064294,0.1489825326489441,55203.2747836,60467.90248561,55203.2747836,60467.966472905,25,25,0.5387407204754827,0.06796723093889634,0.06137240107200059,0.40803299503200763,0.06463971379177193,0.0658997459053206,0.024594674483267576,0.018574311827362466,1.0,1
164627.13+325855.7,1.8137845434307398,1.3114216863035162,-2.137822673448952,1.5457111626551756,0.1566578777550569,0.11326843585824824,0.27870348129433714,0.20476058728430868,2.7843920629019334,,,,0.08633907792746717,,0.35768898001604943,,2.2453330932605415,,0.3181962306551933,,55248.6676057,60361.65719349,55248.6676057,60361.6890917,23,23,0.5620951594415551,0.0732791731048116,0.08637072044882543,0.24138031292882758,,0.031008233027888805,0.021647237472847247,0.012078569406951123,0.0,10
114845.68+554057.1,3.922486298744357,1.5883032854026828,-3.178726896020209,1.2871383066304034,0.290078172963947,0.11745920318185217,0.4507385945643792,0.19338162014836727,3.579308442503839,1.9042438950252332,-2.208715554261785,1.175068641781566,0.15816765500741653,0.08414748163688246,0.6143592374659024,0.368824407900215,3.222309297882547,0.7577253572145873,0.5325489160151408,0.20822337457292803,55329.400182900004,60426.56311113,55329.400182900004,60426.30639779,21,21,0.6435618703658956,0.0912560853614468,0.07395262873366953,0.2574514150056953,0.07161069459678823,0.044189445404926676,0.03004583658799498,0.05155172085116744,13.0,16
114749.54+530005.8,12.036291543121811,3.4090346782006997,-3.6931709897284706,1.0460155382081824,0.5381064897464933,0.15240771441424034,0.3365751778603043,0.10014145416702724,3.3809626202824234,1.1200198046839043,-6.7026100350139854,2.2203901153043955,0.4373565427566264,0.14488417785423063,0.39565617961314786,0.13313463193001296,6.453258797036673,1.0868602305026835,0.36611567873672607,0.08329637006170623,56795.84165174,60428.68036037,56795.84165174,60428.68036037,21,21,1.5987705723499157,0.14570310750384619,0.044707000309742125,1.1053954551758827,0.06525167665609444,0.12935858566815284,0.052817901680267676,0.05037104675519388,2.0,3
020106.36-030041.4,1.7048503209899368,1.0281114361950097,-7.140010191944138,4.305789219445515,0.20775340113218976,0.12528586526492747,0.3225056314012607,0.19503207700273406,5.178713438800694,1.4949739586937758,-4.660126398479164,1.3452699579301601,0.2613844769734814,0.07545561091571847,0.6364796480856655,0.20326365462120993,4.670925087553483,1.2155639721033333,0.4794926397434631,0.14084887677043337,55210.0662913,60509.933151410005,55210.0662913,60509.933151410005,25,25,0.6441853440807163,0.029097073470089968,0.12186020002715303,0.4106721680098418,0.05608956809814952,0.05047285972903992,0.031013007157152828,0.036768887385527416,5.0,6
160433.83+535446.8,4.630031710199628,1.2623945324687555,-6.009279490773371,1.638451321298154,0.21227264548333102,0.057876888069797204,1.0155809883829512,0.3257810160787119,3.0049730213833254,,,,0.1648201065857061,,0.824735625605877,,4.548094740785441,,0.9201583069944141,,55215.9118937,60489.57907943,55215.9118937,60327.91361358,25,24,0.20901597008163775,0.035324142571377115,0.04584690964766172,0.1998459887853444,,0.05484911359032166,0.029186872699125954,0.025597078951806906,1.0,12
160711.25+440343.7,1.4493734870164345,1.0775062289440107,-3.611942615747065,2.6852227544656717,0.1536239730934294,0.11420851106090388,0.5600317059823627,0.4253023717065694,3.385176923825291,1.5005837774188497,-3.025675031835599,1.3412235078641597,0.14167961798934445,0.06280384781350427,0.640541071353468,0.31465859516940486,2.868042014606097,0.881124036586699,0.6002863886679154,0.2645241666148938,55227.2943234,60501.96650494,55227.2943234,60502.66851866,25,25,0.2743129923759487,0.04253222972692634,0.10599336504331092,0.22118740596910416,0.046825788129464474,0.041852943340179916,0.0198811407521316,0.015821047905285268,1.0,5
122230.85+532721.5,,,-6.669887989746692,,0.38500412536843426,,1.8183854068387062,,,,-4.155953193386105,,0.31124151094010866,,1.232543328227051,,5.412920591566398,,1.5254643675328787,,55338.6947494,60434.16703611,55338.6947494,60434.32741823,19,11,0.21172856090930164,0.057722727272224536,,0.25251973201446254,0.074890523655422,,0.022654131543884237,0.027573227114870313,13.0,8
111601.29+543550.3,3.2966634354004603,1.3490493794822345,-3.6407017534672783,1.489835567881771,0.20992213671916482,0.0859036215949576,1.0931465531472835,0.5548325033518942,3.2703808723030057,,,,0.34707489912579237,,1.8622175692411904,,3.402582020390248,,1.477682061194237,,55325.0003373,60422.19694552,55325.0003373,60054.55810615,21,10,0.19203476067758435,0.057659800481937924,0.0636771514085922,0.1863772014927435,,0.10612675179982381,0.02497139966741113,0.02773602491670378,14.0,7
161142.67+563202.1,2.111007227721712,,,,0.10518075659078918,,0.3824341674543615,,1.7901223347292976,1.0580324447997589,-5.179897536941609,3.0615224158137444,0.21718838791598072,0.12836684766776718,0.9284133041216942,0.5734048576460162,3.0270090331308723,,0.6554237357880278,,55213.7277833,60485.809751545,55213.7277833,60486.38493641,25,25,0.2750297058730798,,0.04982491542878548,0.23393502328302718,0.0419290895943506,0.12132600309063456,0.01900327808273672,0.02938805999272992,0.0,1
153947.62+431341.6,13.773216249235476,1.1976933775199874,-20.895643775923343,1.817046484754736,1.2388253787363979,0.10772596067375571,0.8441712426669686,0.08094290585050967,11.074703262160005,1.460047142949645,-10.410203389639719,1.3724419839311977,0.7833402367730661,0.10327262479039499,0.7856969096894737,0.11935632486025367,14.038441669239635,0.7395717516410765,0.8149340761782211,0.07210701472754034,55220.0164404,60493.88959271,55220.0164404,60493.88959271,25,25,1.4675048332878629,0.059286298714749996,0.08994452394553543,0.9970005317733285,0.07524735180031639,0.0707323905868954,0.1762883632968415,0.13795312515676272,0.0,0
123807.76+532555.9,14.453264566707139,1.0532550278163035,-43.7083283625613,3.1851639048631863,1.4657819364055555,0.10681615818184663,0.7045138893544746,0.052581020385364954,14.920664316707883,1.61575111098752,-11.75675176523662,1.2731326382709518,1.3013514382152251,0.14092268195638832,0.7442165843743492,0.09334996784121269,21.209752252803234,0.9838106277935234,0.7243652368644119,0.053570001401721114,55341.90321545,60436.6691005,55341.90321545,60436.6691005,23,23,2.0805578975151344,0.03353552952761932,0.10141528439062553,1.7486192400687364,0.11068970955593138,0.08721806285515021,0.22632720252854055,0.16785969494722242,1.0,2
123401.63+582857.2,6.100727440372723,,,,0.42905576220609065,,0.4648726069084614,,4.147143456992462,,,,0.2864653583087904,,0.4216738913479808,,5.123935448682593,,0.4432732491282211,,55333.8664846,60430.9923089,55333.8664846,60430.9923089,23,23,0.9229534195603324,,0.07032862333215095,0.6793528463264249,,0.06907534337298693,0.09573009278746691,0.0475122026351521,0.0,0
115715.92+285401.4,10.14422440641001,1.1996709732448068,-15.306733417235387,1.8101969199587307,1.5434199945196267,0.18252712999732676,0.9160187280420029,0.12140998639108334,21.87005130465425,1.4405939126821665,-21.0903017613939,1.3892313241911871,1.1783035342724948,0.07761558832756812,0.781559467665516,0.05906964744924803,17.10282772242339,0.7382960884041176,0.8487890978537594,0.06750853287781756,55349.9359894,60444.3922059,55349.9359894,60444.3922059,23,23,1.6849218768907694,0.10083274807554532,0.1521476588731967,1.5076313230419127,0.05586944879230682,0.053877492917528524,0.21970581920418564,0.17545336539638523,1.0,0
143130.15+343857.5,4.041721044695394,1.190690984749793,-6.253320591619406,1.8422281921123094,0.2987703015438139,0.08801772824626176,0.4164450214913001,0.12578029445625435,3.721257058615795,1.5513688821853073,-3.1374868789338173,1.3079987314967065,0.20152978287990087,0.08401651083726411,0.4274090730948755,0.1874558373211076,4.288446393466103,0.7470423274147399,0.42192704729308783,0.11287202201969672,55209.431827399996,60481.45805041,55209.431827399996,60481.64988487,25,25,0.7174303596520615,0.04777786412297824,0.07392155426855562,0.4715149854461925,0.06423286874378414,0.05415637235092391,0.046380903288559816,0.042238809977597436,0.0,3
113108.69+514505.8,4.819424768618233,,,,0.30035873224229626,,1.3397952066467531,,3.266414599615003,,,,0.34714381919138976,,1.6298258227135156,,4.042919684116618,,1.4848105146801345,,55329.5646314,60426.754754755,55329.5646314,60427.26818196,22,18,0.22418256965856428,,0.062322527409928115,0.21299442821038755,,0.10627671675001268,0.03063815245880619,0.03011740360381643,13.0,13
154050.21+443310.8,2.2365420994355536,2.1130255179697306,-1.2015260096109364,1.13516983179212,0.08657009115450526,0.08178912069153575,0.30506199898546255,0.2984404106494264,2.0021089543259634,,,,0.31146311367443835,,1.5188372296313997,,1.8133923544574844,,0.9119496143084311,,55219.3544095,60492.931757255,55219.3544095,60492.89979544,25,25,0.2837786792272042,0.07205011831790253,0.03870711451233283,0.2050668153229468,,0.1555675144459341,0.017460150512765615,0.025135282660468883,1.0,17
145954.07+351733.9,1.6575514189395812,1.0320727698777474,-6.492756972688929,4.042708778972954,0.15298272564552728,0.09525454450241824,0.23759318792449993,0.1481924337654312,1.9722567265754931,1.1826571364673832,-3.1235780595162685,1.8730431153423444,0.19904689981344403,0.11935780640729235,0.4428533520199727,0.27287708893075946,3.311535794430068,1.1809857346798451,0.34022326997223634,0.15526018733777772,55215.3202789,60488.29767852,55215.3202789,60488.201602185,25,25,0.6438851508408594,0.023562059428534343,0.09229440721869009,0.44946458891083885,0.06372400369730774,0.10092342296586154,0.03920625838612768,0.03542549012660212,0.0,0
141658.28+521205.1,5.769099539111509,1.3129801851047798,-6.780530199706644,1.5431700798995873,0.39580326487335615,0.09008023530454301,0.7231337681108624,0.18175043189072515,4.208444902824238,1.1410300861748945,-7.658687955296589,2.0764899100269063,0.32977613294276986,0.089411765647114,0.9274692780672977,0.2754069015305568,6.104190649234745,0.7793848081169098,0.8253015230890801,0.16498650013192515,55362.8410216,60459.70816339,55362.8410216,60459.547845035,24,24,0.5473444642301315,0.05837349782624379,0.0686074598280052,0.3555655596808255,0.043059089868611705,0.07836056799067537,0.12688792480874928,0.07141372257078366,1.0,1
093442.68+325334.5,3.486844764597614,1.3266208949059803,-3.999887887001494,1.521815625993281,0.13350864772502868,0.050795310281931676,0.45136679150233966,0.17912339241460742,1.8963640639784958,,,,0.16234342297790194,,0.7187399790690099,,3.127698905192535,,0.5850533852856747,,55317.1561871,60412.10744205,55317.1561871,60411.52920047,23,21,0.29578748423351087,0.033378097460904865,0.03828924335277534,0.22587225937840105,,0.08560773010922383,0.028921912213136114,0.022357110273851177,4.0,17
154517.57+450533.7,2.1849736767785592,,,,0.23413569203900855,,1.3560260355755478,,,,,,,,,,2.1849736767785592,,1.3560260355755478,,55219.9498425,60129.40351753,,,14,5,0.17266312437698342,,0.10715721407875686,,,,0.033816830591137576,,8.0,1
131403.84+202253.1,3.1927405939180518,1.1997504839465034,-4.816515952832203,1.8099238492329608,0.20189627973812052,0.07586747253573646,0.9763807356751482,0.4168813044132284,3.6002301747289094,,,,0.23979541643709812,,1.2165937446721753,,3.8698289071597216,,1.0964872401736616,,55373.1539658,60467.06396515,55373.1539658,60467.51155773,24,13,0.20678027777608005,0.04191749424589815,0.06323604245290672,0.19710393669804183,,0.06660557930998239,0.0332669086930258,0.03169354576189248,16.0,10
142953.15+525231.5,2.001696466780716,,,,0.29120088467024086,,1.6278437155880545,,,,,,,,,,2.001696466780716,,1.6278437155880545,,55365.2227437,59365.57885299,,,10,5,0.1788874950842841,,0.14547704384899712,,,,0.03847970607870578,,5.0,2
115321.72+553704.2,11.928449254368628,2.0637448661148428,-6.607527062248274,1.143170395551264,0.36514216864791504,0.06317336477524049,0.5256324621956199,0.1000924335767602,5.008510258658204,2.0872087834624233,-2.733814803572366,1.139269358690404,0.3528660895993102,0.14705075233189813,0.46828958081577166,0.21099447669498272,6.569575344711868,0.8374162869764109,0.49696102150569577,0.11676596727547346,55330.19406225,60427.3010352,55330.19406225,60427.3010352,23,23,0.694672028288891,0.05526154720336052,0.030611034247740698,0.7535211203815576,0.12907461366373774,0.07045330275390993,0.03545899058323321,0.07229112398958082,3.0,6
165147.60+343750.3,2.4495292321850113,1.225686170064967,-3.4561946192480697,1.7293975879955352,0.18912356412840636,0.0946329335203763,0.4060330862859937,0.2086938429843532,2.287853608404582,1.1257353313399705,-4.425322963183872,2.177474290289123,0.1723369660153582,0.08479817538444387,0.49213349539067797,0.24826133797666616,3.1547251057553836,0.810161902258992,0.44908329083833587,0.16216258202305975,55249.825171200006,60362.816161869996,55249.825171200006,60362.78419998,23,23,0.46578362827110886,0.05472017202826157,0.07720812703251789,0.3501833702226451,0.03894336468752724,0.07532692012385186,0.036911715686443136,0.027586562195590525,0.0,0
161957.39+552824.1,4.442630049215178,1.382136766968222,-4.656369020621814,1.4486326236212577,0.2486462749316902,0.07735579031918006,1.4581492969708727,0.6436568295009759,1.9828336769161157,1.1929922666783437,-3.047879430031033,1.8337879934792163,0.23613939293979358,0.1420756934456739,0.9516409985767338,0.6450715162443474,3.5324280441960347,0.741402702408079,1.2048951477738032,0.4556345507182894,56680.82644597,60491.177296595,56681.616960925,58664.15090159,22,9,0.17052182204402697,0.05339917730542882,0.0559682602821307,0.24813915467383357,0.07747661886263961,0.11909188132564864,0.018914426890617328,0.04408954505360557,12.0,8
153802.85+434605.6,1.9402487454987982,1.196867320738376,-2.950316999148991,1.81994087628829,0.1327773015499521,0.08190538121961694,0.29658154338905396,0.18536348422590274,2.1896957915489907,1.0283062309964277,-9.138522764977836,4.291554990239915,0.275794105924758,0.12951607190782344,0.9787899169413588,0.471454359475349,4.054696075293654,1.2303336467091874,0.6376857301652064,0.2532927329951839,55219.2222325,60492.93156655,55219.2222325,60492.64410117,25,25,0.4476923952606707,0.04500441870763422,0.06843313356495317,0.2817704812352306,0.03017928750822857,0.12595087728129634,0.03153319256615261,0.02420378220478331,0.0,0
121727.53+544746.9,5.423526777992452,,,,0.13001588410982168,,0.5725545659719905,,1.382238995127353,,,,0.2215721555113193,,1.0252262837173862,,3.4028828865599023,,0.7988904248446884,,55334.9241524,60432.08225874,55334.9241524,60432.2423862,23,23,0.2270803375554289,,0.023972571618416122,0.21612024489648946,,0.1602994534898827,0.025506971617334617,0.02193992474904402,2.0,16
023044.93+011246.0,5.900391808933737,1.150266704663631,-10.380142248597819,2.0235829085377333,0.45147825261386676,0.08801456219825063,0.4363220004569648,0.0870147009869329,3.96694584595307,1.8609558252384855,-2.5276111434088135,1.1857415916234284,0.24104550612351938,0.11307818563385279,0.4283549256743928,0.21365832382677377,5.69377276172336,0.8018393302736245,0.4323384630656788,0.11534885947454343,55217.0804798,60519.303559595,55217.0804798,60520.5459945,25,25,1.0347363922539516,0.043494418650655176,0.07651665639056157,0.5627237873920149,0.09536494834345367,0.060763498037016306,0.07229926020611255,0.04334532374985911,7.0,9
161003.12+543627.8,2.8217046518704105,1.1576263185118598,-4.838481362065399,1.9850246774208653,0.23676452520325875,0.09713449119615532,0.44270526946325184,0.18608536020266106,2.0144578080051363,1.1112523799753986,-4.156554166370178,2.2929150918527164,0.14943963119464998,0.08243664631137172,0.47543412765989296,0.26784634400981233,3.4577994970777812,0.857786509487066,0.4590696985615724,0.16307162941570863,56677.73034728,60489.22807277,56677.697430379994,60488.87681084,22,22,0.5348129817617003,0.04893364415114565,0.0839083300395439,0.31432247392545887,0.03595276885929581,0.0741835498369837,0.03045174248563154,0.016359072231504596,1.0,3
100512.45+411813.6,2.294528746535915,1.7546833923239944,-1.5913850037094892,1.2169718252683444,0.12663197174422097,0.09683862888720968,0.30617084223997143,0.24143259043461418,1.819698664467904,,,,0.17309636910165488,,0.8487660182314481,,1.901870804904436,,0.5774684302357098,,55319.83729,60414.551376215,55319.83729,60414.326306200004,23,21,0.41359905736866026,0.07957343537173228,0.055188662131777255,0.20393885403462703,,0.09512364463501422,0.011450922239641781,0.016838608467938887,1.0,16
142038.52+532416.4,6.936303031098194,1.4283008716468248,-6.801462864943504,1.4005350249143107,0.48249080470792016,0.09935293106950542,0.6322669632484024,0.14284664733539237,4.385525920640605,1.2994387340767726,-5.285143356887488,1.5659968992008502,0.3145961850343003,0.0932153807374234,0.6480993309670073,0.20782877373566958,5.852108793392448,0.7133735455515456,0.6401831471077049,0.12609318364550293,55362.01447305,60459.22797178,55362.01447305,60459.292214015004,24,24,0.7631124710818731,0.0709392691379383,0.06956022574918119,0.48541353154137945,0.059524626635590716,0.0717351101617355,0.07630358224523964,0.06452165068322685,0.0,0
123348.82+550037.1,7.164631657372865,1.8605233422460683,-4.566566559158399,1.1858535209540568,0.37734398679941783,0.097989307625333,0.5134942384866956,0.14530958220904946,2.9901002039899227,1.0366522060422796,-10.944029296941583,3.794238098953043,0.3035277365457766,0.1052314893211049,0.4676309166865177,0.16335190801221391,6.416331929365692,1.1274608149521412,0.49056257758660665,0.10931459249912531,55339.521999150005,60434.39197854,55339.521999150005,60434.359953064995,23,23,0.7348553469878799,0.08263188150463768,0.052667604539181956,0.6490754261854125,0.027734550804848487,0.10151089122055373,0.08050270673793813,0.061841157790753276,2.0,2
162640.73+433153.2,3.7422689167150507,,,,0.1823445387441447,,1.0912224763554759,,,,,,,,,,3.7422689167150507,,1.0912224763554759,,55236.6237995,60349.57643317,,,15,6,0.16710115736723907,,0.04872566424333985,,,,0.024426650006824008,,11.0,3
141936.93-013102.2,4.055159828910423,1.2323112622549146,-5.6311288985297105,1.7112281275314836,0.2122965258197222,0.06451420184232988,0.703984553464815,0.23132786043391376,1.839714657249208,1.0740821427467528,-4.693326033379875,2.740108452513632,0.24900103675127916,0.1453744829645875,0.8845162649962552,0.5426466421797485,4.054832354517304,0.905149833330072,0.7942504092305351,0.29494828245045274,55219.9921188,60493.465366815,55219.9921188,60129.58892125,25,22,0.3015641817350368,0.03770052677628333,0.0523521968989232,0.2815109756657028,0.05305428069141882,0.13534763979300593,0.018048962131131774,0.033431730858409975,3.0,16
111621.74+502240.5,2.5729143657604587,1.0979753393281662,-5.675011608165254,2.4217762079791822,0.20306314229363837,0.08665594375466243,0.4233031120850688,0.1833806891285729,2.13895127015057,1.1333230140604116,-4.010698537463436,2.1250680267464785,0.13787854066774602,0.07305492437554273,0.34020322238977374,0.1825519096060219,3.5993939453849295,0.8969003923167129,0.38175316723742125,0.12937704283032161,55327.8773477,60425.27827061,55327.8773477,60425.21358294,23,23,0.47971096005745856,0.03578197831374819,0.07892339713903396,0.40528287680290515,0.03437768742273689,0.06446081432142217,0.043190221761921554,0.018941785752290108,1.0,1
161128.25+540526.9,1.6730876945976878,,,,0.12354283163930296,,0.6206373097795564,,1.5082724900645859,,,,0.14254196602540586,,0.7685063141155013,,1.5906800923311368,,0.6945718119475288,,55217.6982499,60329.20284865,55217.6982499,60127.65376836,22,14,0.19905801615952484,,0.07384121707320918,0.1854792386311907,,0.09450677312247607,0.02642433915504884,0.034789991945263,13.0,8
161809.35+551522.2,14.970649423291944,1.3451851357980518,-16.63895437463417,1.4950903910124496,1.131028116976231,0.10162833742930114,0.5870701781671122,0.05667210620520826,11.257992086936195,2.204062626589318,-5.731732356296039,1.1221447816422174,0.7898502442174593,0.15463498201444545,0.7641579287585376,0.18099939343550625,12.149832060289587,0.7969441362073492,0.6756140534628249,0.0948320990563791,55218.0288196,60491.049449435,55218.0288196,60490.730022575,25,25,1.9265637380992615,0.06797471112129894,0.07554970295520591,1.03362173510476,0.13780305763053396,0.07015906905228719,0.13003340222314375,0.12500246951952732,0.0,0
234329.77+273118.2,9.205753023812797,1.1532068292051663,-16.027927996761598,2.007822279835478,1.4850657938303478,0.18603453849284746,0.6841381217431711,0.09054062378750001,10.916860511685684,1.0889152165349734,-25.33082352310722,2.5266530750436744,1.074992554217556,0.10722640897502356,0.8308087145213926,0.08723504322393341,15.370341263841825,0.8989906982540974,0.7574734181322819,0.06286405435960829,55376.2863439,60491.7977501,55376.2863439,60491.7977501,24,24,2.170710484670008,0.09265488303481284,0.16131931738651728,1.29391102359444,0.042438121020302755,0.09847085185954851,0.3105175133760856,0.23237673123001257,4.0,5
115346.15+561935.2,7.3455365656354275,1.3546062504626861,-8.038799290115417,1.4824523256135145,0.7964758913589343,0.14687983799918913,0.3798154875138546,0.07230493632505065,5.018366613296258,1.1853452250740388,-7.885180831092075,1.8624907598851337,0.5165416030159011,0.12200785033615126,0.3756729499844529,0.09052155145051768,7.071970825034795,0.7460955922656971,0.37774421874915376,0.05792701246823098,55329.466526000004,60426.94830851,55329.466526000004,60426.94830851,23,23,2.097007408972182,0.09907896224480794,0.10842991308287564,1.3749768330066832,0.06550789564382908,0.102930224676554,0.13227856365134372,0.061657290982930046,0.0,0
234212.44+275213.9,24.193148695737243,1.3615873226446482,-26.18085301785556,1.4734550683523056,1.7595307188917721,0.09902616442269814,0.9669782513276378,0.06509412648613626,12.385453316121296,1.8305247365674688,-8.077968276909038,1.1938941897945847,1.026089882851153,0.15165233476402673,0.7850370372508335,0.13886103676379258,17.709355826655784,0.7416701601474535,0.8760076442892357,0.0766805595214792,55376.0878246,60491.92540627,55376.0878246,60491.89344447,24,24,1.8196176764844285,0.06720677579495815,0.07272847123044368,1.3070592012377868,0.1270232622458103,0.08284637281023555,0.16821488001591622,0.13025049266435995,6.0,5
101549.73+331002.0,12.488521423653701,1.9010768027765,-7.724146554358268,1.175815401807627,0.3983291277191652,0.06063602238314908,0.5219904292229588,0.0869386947967854,7.661371258945586,1.9797102639630295,-4.484052210237559,1.1586860739046263,0.28727898391530615,0.07423333680820401,0.7475350627217828,0.22987583626685823,8.089522861798779,0.8007200281732387,0.6347627459723708,0.12288331533649718,55325.22757185,60422.77085821,55325.22757185,60422.7066799,23,23,0.7630966113921336,0.051569338426704525,0.03189561952183673,0.38430168461840497,0.06406682403461277,0.03749707124294138,0.06957606037388753,0.04948511453122795,3.0,6
141745.37+530552.7,3.5050974812944853,2.071291083739915,-1.9323503320490834,1.1418969186434615,0.10326048155792728,0.061020418374964754,0.22188915728245667,0.13357504564487827,2.4031899078396988,1.5202026730837175,-2.098862885037828,1.3276923966191772,0.11053092215346566,0.06991931963760349,0.4454392628956643,0.2972100654536527,2.484875151555274,0.7773335269399793,0.3336642100890605,0.16292338370074125,55361.7828459,60458.779933519996,55361.7828459,60458.68385708,24,24,0.46536965943982794,0.05343776428388575,0.029460088373859328,0.24813915467383357,0.05266228820444055,0.04599341974302201,0.02588141918719067,0.0234982218204699,1.0,6
095910.31+020732.2,8.096054629869315,1.0658322838576417,-21.953634980805823,2.8901599581902757,0.9143172907165629,0.12036836838274842,0.26823621223418875,0.03546461794676025,6.868638835659243,1.3066000370348574,-8.167674695852698,1.553711632745286,0.9879926175137088,0.18794279645796483,0.29543249188221854,0.0572061517572436,11.27150078554677,0.922301690600313,0.2818343520582036,0.03365368822648736,55332.4656414,60429.63310287,55332.4656414,60429.63310287,23,23,3.4086273553486532,0.0416476493080055,0.11293368591453312,3.3442246356152205,0.12096375704279483,0.143841107554592,0.14399341924049036,0.13353504880059397,1.0,2
140518.48+043406.9,5.521425238174894,1.123393679913786,-10.786721794278776,2.1946752093824577,0.4332523154018324,0.08814986927022408,0.3842032827738849,0.07935909909514866,6.746390873535735,1.3189286880950213,-7.844784357359968,1.5336661238275524,0.2942221019614234,0.05752082531576789,0.4118889016245273,0.08337830148912159,7.724830565837344,0.797273372909367,0.39804609219920606,0.05755390466424602,55215.42565165,60488.54662391,55215.42565165,60488.483018679995,25,25,1.1276642726054331,0.04016533694524571,0.07846747836162749,0.7143239373554001,0.03750544164867764,0.04361177813096734,0.07433415803491417,0.029399503359984758,0.0,4
165101.20+345355.2,2.484114557932948,1.647860097740289,-1.8966338021991433,1.2581493686305982,0.13503224796552493,0.08957487593314406,0.17165559981300185,0.1149242351018019,3.0140722789322774,1.189310161910215,-4.681802107460935,1.8473726928766394,0.10496273962404407,0.04141680799407812,0.31098315655221953,0.12443604939903331,3.0191556866313256,0.7552163292361748,0.24131937818261068,0.08469343274979013,55249.56049925,60362.59051873,55249.56049925,60362.622926280004,23,23,0.7866463320312669,0.07119574047924027,0.05435830144560094,0.33751905018823414,0.02241930291260605,0.034824227792316476,0.03015243402614398,0.015135708013901461,0.0,1
