Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 Normalised Flux Change,W1 Normalised Flux Change Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 Normalised Flux Change,W2 Normalised Flux Change Unc,Mean Z Score,Mean Z Score Unc,Mean Normalised Flux Change,Mean Normalised Flux Change Unc,W1 Gap,W2 Gap,SDSS Redshift,DESI Redshift,W1 2nd lowest Flux,W2 2nd lowest Flux,W1 median_abs_dev of Flux,W1 Median Unc,W1 median_abs_dev of Uncs,W2 median_abs_dev of Flux,W2 Median Unc,W2 median_abs_dev of Uncs
075448.10+345828.5,2.7132537167227735,1.3283863068837434,-3.102918498728193,1.5191629222443064,0.105429896994095,0.05161759500776871,0.38867260730122455,0.19642012134200326,13.927138035545129,10.033674854379312,-1.3949850764787999,1.005003802531198,0.09333871638432226,0.06724499528439974,0.3931575861149784,0.3041490907563462,5.284573831868724,2.570957140482217,0.3909150967081015,0.1810300620587085,570.3055945949964,1616.811674769997,0.7311,0.7311,0.2712563093297335,0.23740789871729825,0.021209062931489137,0.036519927725801996,0.0102516964688191,0.013362561351727753,0.039123224925490176,0.021078213140048895
085913.72+323050.8,3.6411305440165727,2.3491247022569555,-1.712949436361456,1.105132536729919,0.08946739227389561,0.05772110027268625,0.27057325702622587,0.17971983806184658,1.6992662956184161,1.257422313473365,-2.2291122685669307,1.6494974995742002,0.12192820919123598,0.09022438170770178,0.3982986470379554,0.3032034997070632,2.320614636140844,0.83072474630647,0.33443595203209064,0.17623250439943494,1669.2212352650022,1460.1412736999991,1.1217,1.1217,0.3306586661860074,0.30612257937099385,0.019768241149619115,0.029918132718913096,0.012891562359006944,0.01919519169816164,0.047619597552717295,0.010947905075221254
095035.55+321601.0,1.507564307535624,1.0054992661574909,-14.35529835966771,9.574544776609226,0.14369859407057403,0.09584256549693557,0.7139588732111403,0.4775108004803882,1.0150388773294685,1.0145222040751167,-5.934448695429596,5.93142795308294,0.09643046101620162,0.09638137615726206,0.40993875682331393,0.4107074844231518,5.7030875599906,2.8382876585046106,0.5619488150172272,0.31491951445433425,157.85236882000027,161.7066268149938,1.7181,1.7181,0.20127012838185962,0.23523138373999541,0.026881922611024095,0.027550928329335672,0.022411146140719103,0.021701065763242045,0.07220627794764639,0.022953141864438482
113737.38+511839.9,1.5793391613000063,1.2630683554840312,-2.046879438274355,1.6369812826316428,0.12649368662460386,0.10116267402154372,0.5768851528158685,0.48917125505555775,1.5124436726395274,1.01443842815937,-8.868338313154899,5.9482434562880755,0.15689210654742827,0.10523194009521222,0.751459874778753,0.5080314440273959,3.501750146342197,1.5946342631249306,0.6641725137973107,0.3526274467810151,522.4701714699986,4906.672173179992,1.0671,1.0671,0.2192701372312461,0.20878307919450909,0.029667257006101205,0.035767741575077026,0.021378126638005646,0.06179664107877761,0.06969315769135716,0.033523212712757725
115103.77+530140.6,16.928447020561645,1.1364978909816532,-31.34750020413283,2.104526648325826,0.636764229066599,0.042749414787295596,2.7428310686533957,0.3024957302011039,9.545416569797677,1.2862113282820533,-11.80030656935146,1.5900498292263303,0.3421010122687275,0.046096908833610124,1.6302684539632832,0.3146179533383602,17.4054175909609,0.7867360544578724,2.1865497613083393,0.21822472554268318,1289.143416949999,2182.4494696399997,0.5475,0.5475,0.23215583210497212,0.20984336134153786,0.04461399844064706,0.03761504101901207,0.017929955769655097,0.06555533516600452,0.05215776794093617,0.01932079591411625
115210.24+520205.1,1.54001811545903,1.0162437257636232,-8.509645936532383,5.615436730686309,0.14197801908873653,0.093689983024823,0.5878165468979443,0.3900141210777733,42.532659319002406,12.700711386299547,-3.359269486271384,1.0031141456248895,0.12334672292404816,0.03683266349640839,0.5445431610558081,0.185020795867679,13.985398214316302,3.4899873629223803,0.5661798539768762,0.2158377339250353,2396.1380945400015,4017.8501043399956,0.6179,0.6179,0.24153457373391451,0.22651413468290135,0.042761857413656235,0.04240619096439576,0.012411322275603199,0.020650769385637813,0.027039205538450035,0.01903576683209303
115403.00+003154.0,4.4945180499087884,1.5346316735982242,-3.8609871644226534,1.3183155853605804,0.2691993467645796,0.09191682833830411,0.3378271148030568,0.1190765890180719,3.8476107847234604,1.146711983775231,-6.856010093545752,2.0433119083581923,0.2097550410934565,0.06251376054826713,0.6062016083919719,0.18845083794715084,4.764781523150163,0.7739154623078843,0.47201436159751436,0.11145958053837511,1095.3722083999965,3842.205063350004,0.4484,0.4484,0.7968553587580286,0.3460153160098978,0.06750159345153028,0.06643679192678872,0.020170054293859707,0.060419595011299815,0.0522715247139551,0.00799197279103574
121033.30-011755.6,4.8503268947962965,1.2828670405290783,-6.03586513248864,1.5964310462982831,0.4609996010951014,0.12193017228930422,0.5892788495860742,0.16613790565382155,7.261903952204184,1.3301757214351473,-8.279108922231883,1.5164989451736435,0.4814599118398798,0.0881898589941179,0.728223654355768,0.1479723070271135,6.606801225430251,0.7186565778359106,0.6587512519709211,0.11124028872441456,3653.197534480001,3448.65091864,0.5434,0.5434,0.7823114666662825,0.6611429180583391,0.09516848228927477,0.06985874500000912,0.013670653709376809,0.10696178090930814,0.05276330513175857,0.01738160718074146
122319.70+312737.0,2.6605328869928315,1.4426650607195413,-2.5585802845731593,1.3873816030034676,0.16020466586385498,0.08687044431435922,0.8130090141383209,0.5109692110383981,1.500933438021873,1.1335402878422651,-2.811932264547433,2.1236374830511298,0.08052532094896275,0.06081461920615018,0.366468763741216,0.2808565456989397,2.3829947185338245,0.7826581283259414,0.5897388889397684,0.2915347037194473,3634.7924455600005,2353.689377960007,1.5188,1.5188,0.1970515247406576,0.21973310938398605,0.0429251518556166,0.045092508347838234,0.021952807927979188,0.011867436338334869,0.04744313719324934,0.02068745895042478
125545.34+232348.0,2.3767607526200356,1.5391752372956171,-2.0313004337537177,1.3154573188298502,0.11396505509663937,0.07380304918297366,0.5135609825439291,0.3570255183638628,1.9043615034877268,1.145679749712975,-3.406178074730404,2.049185113744399,0.2219431417770886,0.1335228435651503,1.1105709107600796,0.7599410534264395,2.429650191147971,0.7750495987379238,0.8120659466520044,0.4198147286142637,2922.3708301699953,721.907549800002,0.5096,0.5096,0.22191143597419025,0.1998459887853444,0.027189776634962956,0.042104495336094686,0.018704302450896253,0.04249805277795013,0.06515899548048591,0.02664556987520067
