Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 NFD,W1 NFD Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 NFD,W2 NFD Unc,Mean Z Score,Mean Z Score Unc,Mean NFD,Mean NFD Unc,W1 First mjd,W1 Last mjd,W2 First mjd,W2 Last mjd,W1 Epochs,W2 Epochs,W1 Min Flux,W1 Min Flux Unc,W1 Max Flux Unc,W2 Min Flux,W2 Min Flux Unc,W2 Max Flux Unc,W1 median_abs_dev of Flux,W2 median_abs_dev of Flux,W1 Mean Unc Counter,W2 Mean Unc Counter,W1 min mjd,W1 max mjd,W2 min mjd,W2 max mjd,Redshift
161809.35+551522.2,14.970649423291944,1.3451851357980518,-16.63895437463417,1.4950903910124496,1.131028116976231,0.1016283374293011,0.5870701781671122,0.0566721062052082,11.257992086936197,2.204062626589318,-5.731732356296039,1.1221447816422174,0.7898502442174593,0.1546349820144454,0.7641579287585376,0.1809993934355062,12.149832060289588,0.7969441362073492,0.6756140534628249,0.0948320990563791,55218.0288196,60491.049449435,55218.0288196,60490.730022575,25,25,1.9265637380992613,0.0679747111212989,0.0755497029552059,1.03362173510476,0.1378030576305339,0.0701590690522871,0.1300334022231437,0.1250024695195273,0,0.0,5111.818614745003,363.5076753500034,5272.701202975004,363.5076753500034,0.13442945
234329.77+273118.2,9.205753023812797,1.1532068292051665,-16.027927996761598,2.007822279835478,1.4850657938303478,0.1860345384928474,0.6841381217431711,0.0905406237875,10.916860511685684,1.0889152165349734,-25.33082352310722,2.5266530750436744,1.074992554217556,0.1072264089750235,0.8308087145213926,0.0872350432239334,15.370341263841825,0.8989906982540974,0.7574734181322819,0.0628640543596082,55376.2863439,60491.7977501,55376.2863439,60491.7977501,24,24,2.170710484670008,0.0926548830348128,0.1613193173865172,1.29391102359444,0.0424381210203027,0.0984708518595485,0.3105175133760856,0.2323767312300125,4,5.0,1464.744123165001,4384.442904540003,1464.744123165001,4546.018043440003,0.14020497
234212.44+275213.9,24.193148695737243,1.3615873226446482,-26.18085301785556,1.4734550683523056,1.759530718891772,0.0990261644226981,0.9669782513276378,0.0650941264861362,12.385453316121296,1.8305247365674688,-8.077968276909038,1.1938941897945847,1.026089882851153,0.1516523347640267,0.7850370372508335,0.1388610367637925,17.709355826655784,0.7416701601474535,0.8760076442892357,0.0766805595214792,55376.0878246,60491.92540627,55376.0878246,60491.89344447,24,24,1.8196176764844283,0.0672067757949581,0.0727284712304436,1.3070592012377868,0.1270232622458103,0.0828463728102355,0.1682148800159162,0.1302504926643599,6,5.0,5115.837581669999,2723.0221568350025,5115.80561987,2723.0221568350025,0.14173993
115346.15+561935.2,7.3455365656354275,1.354606250462686,-8.038799290115417,1.4824523256135145,0.7964758913589343,0.1468798379991891,0.3798154875138546,0.0723049363250506,5.018366613296258,1.1853452250740388,-7.885180831092075,1.8624907598851337,0.5165416030159011,0.1220078503361512,0.3756729499844529,0.0905215514505176,7.071970825034795,0.7460955922656971,0.3777442187491537,0.0579270124682309,55329.466526,60426.94830851,55329.466526,60426.94830851,23,23,2.097007408972182,0.0990789622448079,0.1084299130828756,1.3749768330066832,0.065507895643829,0.102930224676554,0.1322785636513437,0.06165729098293,0,0.0,0.0,1823.595837299996,3112.777645029993,1823.595837299996,0.12916419
101549.73+331002.0,12.4885214236537,1.9010768027765,-7.724146554358268,1.175815401807627,0.3983291277191652,0.060636022383149,0.5219904292229588,0.0869386947967854,7.661371258945586,1.9797102639630293,-4.484052210237559,1.1586860739046263,0.2872789839153061,0.074233336808204,0.7475350627217828,0.2298758362668582,8.089522861798779,0.8007200281732387,0.6347627459723708,0.1228833153364971,55325.22757185,60422.77085821,55325.22757185,60422.7066799,23,23,0.7630966113921336,0.0515693384267045,0.0318956195218367,0.3843016846184049,0.0640668240346127,0.0374970712429413,0.0695760603738875,0.0494851145312279,3,6.0,2543.2376831,1464.7199379099984,4208.491058134998,0.0,0.12755351
140518.48+043406.9,5.521425238174894,1.123393679913786,-10.786721794278776,2.1946752093824577,0.4332523154018324,0.088149869270224,0.3842032827738849,0.0793590990951486,6.746390873535735,1.3189286880950213,-7.844784357359968,1.5336661238275524,0.2942221019614234,0.0575208253157678,0.4118889016245273,0.0833783014891215,7.724830565837344,0.797273372909367,0.398046092199206,0.057553904664246,55215.42565165,60488.54662391,55215.42565165,60488.48301868,25,25,1.1276642726054331,0.0401653369452457,0.0784674783616274,0.7143239373554001,0.0375054416486776,0.0436117781309673,0.0743341580349141,0.0293995033599847,0,4.0,3285.452982999996,1640.6121895999968,3446.2948815899945,1460.8326030250028,0.352332
165101.20+345355.2,2.484114557932948,1.647860097740289,-1.8966338021991436,1.2581493686305982,0.1350322479655249,0.089574875933144,0.1716555998130018,0.1149242351018019,3.0140722789322774,1.189310161910215,-4.681802107460935,1.8473726928766396,0.104962739624044,0.0414168079940781,0.3109831565522195,0.1244360493990333,3.0191556866313256,0.7552163292361748,0.2413193781826106,0.0846934327497901,55249.56049925,60362.59051873,55249.56049925,60362.62292628,23,23,0.7866463320312669,0.0711957404792402,0.0543583014456009,0.3375190501882341,0.022419302912606,0.0348242277923164,0.0301524340261439,0.0151357080139014,0,1.0,3816.2443939099976,4748.647171979996,4180.427214954994,4911.68039401,0.3520689
141745.79+512959.7,9.043516076216418,2.0264861947681463,-5.130874710667387,1.1497349792518512,0.4191529728294316,0.0939244985884121,0.2624176290943887,0.0603151877020199,9.538150590119118,2.206998411431566,-4.847987074019025,1.1217583188594986,0.3176629820909675,0.0735028966277438,0.2566086878482929,0.0609094969612007,7.140132112755486,0.849916191974725,0.2595131584713408,0.0428599133445123,55363.7009332,60460.73259707,55363.7339773,60460.73259707,24,24,1.5972744448455742,0.081692303255425,0.0463484522277528,1.2379276194996558,0.0655247172158035,0.0333044628609706,0.0996825225451683,0.0706845295528281,0,0.0,5097.031663869995,2906.137210129993,5097.031663869995,2182.5063873699983,0.351585
143929.51-001118.3,5.3143717012129565,1.092030725772572,-12.111598736100875,2.4887679488116423,0.5756871966420936,0.1182958480347837,0.6982433541257033,0.1490193407980273,5.3758388820121725,1.144647764134668,-9.651890685299682,2.055123922996972,0.5319066541810069,0.1132559542425778,1.2449160439151907,0.3099143057320233,8.113425001156422,0.8986187265699939,0.971579699020447,0.1719401355335924,55223.43234895,60497.87189276501,55223.43234895,60497.87195642,25,25,0.824479306878521,0.0475318914691378,0.108326483168405,0.4272630727034335,0.0551090632419954,0.0989439352360044,0.1159740343399171,0.0887764335728498,8,9.0,4017.7031821800047,2190.478447440008,4017.7031821800047,2922.111879040007,0.351469
142557.63+334626.2,11.940275609511277,1.1803677279243234,-19.04013667375984,1.882231499503417,0.991813654506606,0.0980467175281727,0.2612464069263625,0.026073343185499,10.021352270052448,3.919679205111438,-2.6441760541657144,1.0342238866444642,0.5335778425496658,0.2086997759773596,0.1786908862670775,0.0709273999702555,10.91148515187232,1.1556807385026673,0.21996864659672,0.0377839757417394,55208.7372594,60480.690393735,55208.7372594,60480.690393735,25,25,3.796468116731528,0.0520906793633195,0.0830645528581062,2.9860383688072494,0.2017936141994218,0.0532440960232678,0.165652411904158,0.1096096398646717,1,2.0,1998.294223299992,3077.9487045599963,4904.639901269999,3284.6121243549933,0.351719
143822.20+642000.6,1.8698801064799253,1.135418936922026,-3.477222781268805,2.111421251056378,0.1379190119681695,0.0837464698445447,0.2201124012022086,0.1343798191114322,3.951057596174712,1.7308922933785154,-2.7966259511954954,1.225155085330372,0.1563875457095908,0.0685107698534145,0.3519352216212477,0.1604119712328321,3.0236966087797343,0.8001667395034625,0.2860238114117281,0.1046302254360854,55345.577985,60440.007705795,55345.577985,60440.103654925,23,23,0.6265844687299958,0.039663553543683,0.0737582112832913,0.4443645764955431,0.0559200795668575,0.0395811860249772,0.0315416497434343,0.0243346856628436,0,0.0,3635.022661129995,2381.183567479995,3841.1151932799994,1652.1981278199964,1.162792
162054.19+435910.5,4.367871869966555,1.0988759657425384,-9.58806862106227,2.412181144328349,0.3566214053581658,0.089719365147132,0.9037071604713516,0.2427878889305357,2.107675545603791,1.2548686081166531,-2.7802571275897523,1.6553104671077328,0.2427575749577403,0.14453309041441,0.8655204677539056,0.5815056901460071,4.710968291055592,0.8419061047443499,0.8846138141126285,0.3150773026907564,56696.770248175,60509.81479115501,56696.70435074,60509.36853609,21,19,0.3946205374450732,0.0371942900549094,0.0816464896349847,0.2804758339080248,0.0873147927753684,0.1151778676106416,0.0520265596843689,0.0701196637258183,13,15.0,2919.556253980001,3445.8004398299963,1093.3279655200022,1986.8725601499973,1.1553407907485962
133521.81+321404.0,2.0638188144256118,1.365580799182918,-2.2192743062096216,1.4684420742250608,0.1150900972215703,0.0761524344304482,0.3297940358992788,0.2236527190393135,2.0314520554780326,,,,0.1926430475452869,,0.7831692100837785,,2.104848392037755,,0.5564816229915286,,55371.99875925,60466.426002465,55371.99875925,60466.10625679,24,24,0.3489756778279628,0.0518593383880232,0.0557656013294953,0.2459788319878908,,0.094830221085358,0.0260563092286836,0.0304830432011876,2,15.0,2903.856353505005,1286.4994583200023,0.0,5094.107497540004,1.1550885438919067
113614.74+535157.2,4.63274746611559,,,,0.1515799992135388,,0.7777902877635297,,1.974246218143576,,,,0.1680141126270308,,0.896707054093494,,3.303496842129583,,0.8372486709285119,,55328.5728039,60426.04917524,55328.5728039,60426.04917524,23,10,0.1948854358279458,,0.0327192449668822,0.1873678944088166,,0.0851029172972244,0.0260722874593509,0.0480319529014967,12,6.0,0.0,3270.9110443850004,190.969863899998,1823.9311190999945,1.1560307
123711.72+564414.6,2.4118629130577904,1.0826608066603562,-5.812909048494875,2.60935593205332,0.1992923188648462,0.0894603012199713,0.88223617461045,0.4180503948254766,2.330910423034042,1.1189085043076152,-4.643687903902618,2.2291126401433408,0.2062205432808733,0.0989921866407716,0.9670641054901772,0.5060240492236759,3.7998425721223312,0.9421316324524078,0.9246501400503137,0.3281868640753549,56801.10719069,60433.78266653,56800.97565088,60434.07159634,20,14,0.2258945218981113,0.0342844378266074,0.0826300358058828,0.2132439226211855,0.0444087861950332,0.0884721013913719,0.0365742346009441,0.0229895536134131,13,13.0,1081.4089800300062,3268.0681771300005,358.55178508500103,918.7146781400006,1.1546339988708496
142951.20+034612.3,1.9196982333655883,,,,0.1663501480800398,,0.9006087985912208,,,,,,,,,,1.9196982333655883,,0.9006087985912208,,55220.4873367,60130.04389919,,,15,5,0.1847085530812639,,0.0866543215953254,,,,0.045085979450223,,10,1.0,0.0,2190.079426740005,,,2.694
160106.93+424432.9,9.210779406510136,1.3935801076760268,-9.489773081374336,1.4357915230512968,0.6080295623288885,0.0919941587507356,0.3652120692032418,0.0570156923611325,4.892861475839015,1.4082016543709823,-4.9349086169852505,1.4203031320065302,0.5049274282567149,0.1453218414867272,0.2995944024471761,0.0881228798456243,7.132080645177185,0.707277160150859,0.332403235825209,0.0524795939573317,55226.59988495,60501.07259361,55226.59988495,60501.07259361,25,25,1.66486711037613,0.0640720865625621,0.0660128242675246,1.6853700340604414,0.102317482945647,0.1031967552627537,0.10314943252265,0.0437021158739723,0,0.0,5274.472708659996,1826.5705275599976,5274.472708659996,0.0,1.049239
092317.74+331948.7,3.193953166691865,1.673744999068541,-2.3796921270354483,1.247043268663124,0.1102278540105242,0.0577633139183631,0.3846291248765033,0.2109288176472895,1.975678390109684,,,,0.1230776775410089,,0.4955458374342968,,2.516441227945666,,0.4400874811554001,,55314.8076889,60409.6018131,55314.8076889,60409.698144270005,23,21,0.2865821823709169,0.0463202162827016,0.0345114183764606,0.2483678970612431,,0.0622964133014463,0.0230268310813397,0.033202698425464,4,16.0,3268.022574255003,2017.9269696649933,0.0,3841.97877229,1.0492615699768066
160556.08+421201.8,3.32205638099279,1.539035442062059,-2.839644390482646,1.315544608095858,0.1657552599762979,0.0767907556510212,0.8552387672776288,0.4725801430828058,1.5188053636131529,1.2923663044310505,-1.8552244319229527,1.5786285724397464,0.1068900974716385,0.0909538269742912,0.4145037241049633,0.3646610963031151,2.383932641752885,0.7185735236549025,0.634871245691296,0.2984584170337448,56871.04509524,60503.37027788,56870.97926162,60344.839772965,19,9,0.1938116772979378,0.0583718371680071,0.0498953783339349,0.2578748784524096,0.057615723269042,0.0703777455837744,0.0248182966397015,0.0141417313178063,14,9.0,184.2276706499979,1807.8218500599976,2011.2035749549975,2172.397127925004,1.0491648
120539.27+531640.4,4.487482749521823,,,,0.1872719321353947,,1.0522708393720757,,1.6691794094461847,,,,0.1450918616054825,,0.7187001664080568,,3.078331079484004,,0.8854855028900662,,55334.1960349,60431.24774887,55334.1960349,60273.23737366,21,11,0.1779693260787745,,0.0417320673055177,0.201880935036689,,0.0869240662713557,0.0476246447574989,0.041953634210827,14,8.0,190.33936684999932,5097.051713970002,0.0,4939.041338759998,1.0523350238800049
103233.46+315914.6,1.9082806526467184,1.0487666215290985,-6.037187545662141,3.317961001711107,0.2000481321361962,0.1099438928926385,0.6470749282244967,0.3623238085556773,1.9775778884676216,1.2267668317637266,-2.782956765625044,1.7263740023644385,0.198840717734108,0.1233484651819776,0.848418507229024,0.5864286341015417,3.1765007131003813,1.0183964322301249,0.7477467177267604,0.3446654483482827,55329.09750055,60426.42978824,55329.09750055,60426.237253285,23,21,0.3091576004731115,0.0331359810546113,0.10483160946936,0.2343663133699564,0.0714494454927146,0.1005476036588298,0.0312927468925468,0.0214244164588955,6,17.0,5097.332287689998,3634.655639565004,1823.5331235400008,2906.672905710002,1.046915888786316
145916.67+342802.3,5.678096625892615,1.5720121840040646,-4.681269328964603,1.296035081224076,0.3175115375104559,0.087904810082346,0.7833930500916777,0.2534294545034011,7.035236224703987,,,,0.2350984166041874,,0.8374414943722365,,5.798200726520402,,0.8104172722319571,,55215.6513591,60488.48881263,55215.6513591,60488.48881263,25,25,0.4053029797408831,0.0678259495871994,0.0559186569778639,0.2807341386641249,,0.0334172740040551,0.0457076745709863,0.043406095359507,1,6.0,363.2775096000041,3652.176721530006,363.2775096000041,3652.176721530006,0.5396751165390015
122721.71+452247.2,12.082927975140542,2.6406836761078294,-4.943884144396587,1.0804694179702363,0.3893491183377904,0.0850909533862068,0.5417008321194551,0.1324325123729089,5.555180408556542,1.2234722120566104,-7.880804435255047,1.7356673458049587,0.2786477899217567,0.0613693530808014,0.5748575105522573,0.1333699525204182,7.61569924083718,0.8891727134463117,0.5582791713358561,0.0939759471469951,55346.59853265,60441.285542115,55346.59853265,60441.38180957,23,23,0.718753037196612,0.0787536898046205,0.0322230769842242,0.4847249706350081,0.0353577851361488,0.0501599893124192,0.0530667988610177,0.0591271298230251,9,6.0,4730.236215780009,3840.916739390006,4730.236215780009,3112.038812315004,0.54
121743.38+564206.1,3.720570757410354,1.205724121779575,-5.523207551428233,1.7899040250983809,0.3057874683816131,0.0990964426711359,0.1652114721595529,0.0537676135527274,2.916707942844587,1.166758369716007,-4.8522579758790885,1.9410282813083968,0.2234834655186899,0.089399147599525,0.1497442369616704,0.0600795469265517,4.2531860568905655,0.782082275045515,0.1574778545606117,0.0403128646527854,55333.03910735,60430.285774275,55333.03910735,60430.285774275,23,23,1.850885198131392,0.0553641096291122,0.0821883222547423,1.4924345006739343,0.0460576223749111,0.0766218181244202,0.0560159654189793,0.0376871025090985,2,1.0,2906.336106859999,3843.88190172,190.53661114999704,3843.88190172,0.53969
072822.23+403140.3,5.559403325646517,1.4176544294084583,-5.532514036641114,1.4107976288798296,0.2943695963519642,0.0750645955522594,0.7341946111281497,0.2110555177351044,3.8545973992106872,,,,0.2004920890475986,,0.9059863054434864,,4.982171587166106,,0.8200904582858181,,55288.84135965,60384.00948216001,55288.84135965,60383.94511279,23,23,0.4009421914710617,0.0532072028019076,0.0529498543474953,0.2212970415148343,,0.0520137561159185,0.0495360535401635,0.0342954211436751,5,14.0,0.0,2746.7283480599945,0.0,4366.783675219995,0.54027253
123634.73+611152.9,4.059342856591776,1.1548376799513318,-7.02765002531085,1.999287898917196,0.4034215351648207,0.1147689185592232,0.2479587002795151,0.0710819374852001,10.45417655695725,3.9314606257871514,-2.749539814666211,1.0340085095655336,0.2666925223231473,0.1002939968531088,0.2184315371972711,0.0839575467672793,6.072677313381522,1.1687696099895164,0.2331951187383931,0.0550034351105224,55331.12165455,60428.36150559,55331.12165455,60428.36150559,23,23,1.626970679835222,0.0574048983247392,0.099380995746571,1.2209433021674452,0.0969953302369339,0.0255106196906215,0.0689713675027066,0.0339901272429032,0,1.0,190.53533425000205,2182.4232369300007,190.53533425000205,2017.0171885399975,0.539737
020605.22-063303.3,2.778210214690872,1.3435953162019798,-3.0959944648568274,1.49728182553376,0.3033751837844991,0.1467180106924063,0.3812368242320412,0.1902560865677033,4.901931778986206,1.420547119237644,-4.858510671978967,1.4079639721735289,0.3605171464319197,0.1044754633255128,0.5995569608163966,0.1888448182852512,3.9086617826282177,0.709199280161553,0.4903968925242189,0.1340333390142607,55210.0655273,60509.965750155,55210.0655273,60509.83815752,25,25,0.7957656881535891,0.0979895756365729,0.1091980665034936,0.6013059141887296,0.0742032220925582,0.0735459330497823,0.0615197598912656,0.0546190419904853,3,3.0,5299.900222854994,2744.6902270799983,3473.0777989499984,2908.739329750002,0.3971392
130246.26+292444.4,4.347716453230354,1.598758804008807,-3.4853971348153454,1.2816634697078455,0.2255843079268158,0.0829527183347625,0.2042974078042178,0.0760734360306591,5.9595546628941465,1.6210883175215156,-4.670854081614182,1.270542416817988,0.3438896848388978,0.0935431558467768,0.4608031000909017,0.133334612389685,4.615880583138507,0.7263305174435765,0.3325502539475597,0.076754945330282,55363.8283981,60460.951809205,55363.8283981,60460.951809205,24,24,1.1041956447288732,0.0647226985049918,0.0518856991603504,0.7462833578399525,0.0736245831768853,0.0577039232444751,0.0272989988979475,0.0488441494966291,4,8.0,4206.576688854999,2905.9723078399984,4731.343266399999,2905.9723078399984,0.396801
121415.15+005511.5,14.878316537233518,1.5728664857302512,-12.25514520630342,1.2955570023338492,1.0665190876120536,0.1127474418963073,0.5303823816229273,0.0605861783496079,5.097981150411539,1.2587557176678634,-6.668353514519404,1.646500421672664,0.6446073263561007,0.1591616629723778,0.3526954445607275,0.0890605071991023,9.72494910211697,0.7266277642111322,0.4415389130918273,0.0538573554623039,55364.7489203,60302.82501353,55364.7489203,60302.82501353,22,22,2.0108493882255125,0.0870262301799158,0.0716827797649721,1.8276599153667592,0.0966666396663822,0.1264436464823068,0.2210068611048834,0.1765412181978602,1,3.0,4366.201996620002,1465.102196259999,4366.201996620002,1823.7726228899992,0.396025
143314.19+355028.3,2.453215685348872,1.1682417494120176,-4.061766877915677,1.9342472296663125,0.1257260418727447,0.0598717886817914,0.3627817881617205,0.1757720885189965,2.1842924506189942,1.239987843902652,-2.979156596146606,1.6912194899805373,0.097949696135962,0.0556044738826674,0.3365949999774202,0.1948272623330908,2.919607902507537,0.770709670809047,0.3496883940695704,0.1311997420448463,55209.10074725,60481.26634336,55209.10074725,60481.65001224,25,25,0.346561062256793,0.0309535346689472,0.0512494855725925,0.2910016374055847,0.0328783308210972,0.044842757254508,0.0210016042036007,0.0164535230136593,3,9.0,5272.165596110004,2357.152282810006,1998.652867509998,3648.9484082100025,0.39725587
131945.95+053002.8,10.17204107002025,2.233131295507241,-5.094385133765444,1.118401980022266,0.5221712591884284,0.1146354966993641,0.2784253716072201,0.0629900945038425,4.372794411191448,1.1576183170232757,-7.49839658265576,1.9850650216189651,0.3570619896797402,0.0945257107235967,0.1933881864520486,0.051438404555249,6.784404299408225,0.8484641153230377,0.2359067790296343,0.0406622105547413,55206.26186265,60474.993933495,55206.26186265,60474.8020353,25,25,1.875444239058304,0.1024993685160338,0.05133397079249,1.8463485088230829,0.0476184455895072,0.0816553343477339,0.0788240465359142,0.0855481904182886,5,8.0,5268.732070844999,174.23209204999876,4904.3194032549945,174.23209204999876,0.397889
023315.18-025108.3,3.5429433980514577,,,,0.2215324854499193,,1.5026499939971438,,,,,,,,,,3.5429433980514577,,1.5026499939971438,,55216.4180648,59788.65645847,,,10,4,0.1474278683225685,,0.0625278082545031,,,,0.0317960495412057,,6,0.0,0.0,2548.7023571900063,,,0.5535911917686462
115240.52-003004.3,4.693224049017653,1.702711964478401,-3.40551448099554,1.2355281127499709,0.3235670667671066,0.1173908405269619,0.3146186470274233,0.117786947352646,3.7790861839002026,1.2716319011629282,-4.810912190842721,1.6188329976786773,0.2632505373223834,0.0885816742374312,0.4701486589752749,0.1647380159848911,4.172184226189029,0.7358424473775779,0.3923836530013491,0.1012575662324713,55361.0440328,60457.96834564,55361.0440328,60457.904358345,24,24,1.0284421149993164,0.095012682686499,0.0689434519613085,0.5599304226372956,0.0547194641846643,0.0696598395781215,0.0513976528443184,0.0458820336064795,1,8.0,2746.898243180003,0.0,5096.860325545,0.0,0.552505
140614.86-012937.7,11.65327067169532,1.19049464154014,-18.039951037901687,1.8429559948721288,0.6765642647876133,0.0691176026524081,0.4534498617575837,0.0477058916642521,4.709818364574862,1.2161924898794405,-6.804247739680211,1.7570263563710082,0.4381550742525097,0.1131425608079839,0.3539424012767425,0.0932327345119707,10.30182195346302,0.765670869237904,0.4036961315171631,0.0523645750580986,55217.378579,60490.59071492,55217.378579,60490.59071492,25,25,1.4920376470404737,0.0375036641377884,0.0580578863950121,1.2379276194996558,0.0643943446822679,0.0930301426373712,0.1231336868334007,0.0861750924285358,4,4.0,4016.697076870005,1460.6923978500054,4178.059422100007,1460.6923978500054,0.552063
141638.19-005352.9,7.818462828906981,2.0657757310172724,-4.325320279586951,1.14282587996862,0.4861301816825664,0.1284441652292481,0.6439984419363941,0.1953124146100283,6.100306830118597,1.4551678008174758,-5.770657829876968,1.376533295360319,0.3626553555712567,0.0865078447555802,0.6842245514128432,0.1822660776627106,6.003686942122374,0.7740250966763571,0.6641114966746187,0.1335738207578012,55219.198038300005,60492.731072775,55219.198038300005,60492.76303457,25,25,0.7548623568418199,0.1123917190541528,0.0621772069933249,0.5300238859047313,0.0628447165405731,0.059448707363496,0.0744604888366795,0.0531688810790808,3,4.0,5273.533034474996,1827.017479385002,5273.564996269997,178.6264338999972,0.552298
115145.57+562212.0,5.7388522029103495,1.1438940753335414,-10.332416915582872,2.0595042485355237,0.3266821890189422,0.0651157770444498,0.3918732903402622,0.0795113688226819,4.166902999751612,1.4926702788058808,-3.7601294035772055,1.34695561800175,0.2730871105879998,0.0978254145882399,0.5531029919707073,0.2141868960112901,5.99957538045551,0.7742902154318475,0.4724881411554847,0.1142345002560607,55329.2349619,60426.49906014,55329.2349619,60426.49906014,23,23,0.8336423968453812,0.0316172093797585,0.0569246562672012,0.493736455149139,0.0726270511669619,0.0655371892756511,0.0327680736669578,0.0336359356119767,4,6.0,3112.6820778299957,0.0,3112.6820778299957,0.0,0.552292
120710.25+000806.1,4.113914350227496,1.1824234389202508,-6.519967302656879,1.8739724513780447,0.3443104921583727,0.0989619038062165,0.4636771802972929,0.1372892581309111,5.5282125262898045,1.4318605868638457,-5.39440573385522,1.3972033316605372,0.2378327084098564,0.0616009749660812,0.6726299891940588,0.1933547229391431,5.38912497825735,0.746336880522513,0.5681535847456759,0.1185689559718402,55364.05410415,60461.073671465,55364.05410415,60461.04190068,24,24,0.7425651008695605,0.0528086225245434,0.0836941323630942,0.3535862394342931,0.0440887690218074,0.0430216290127823,0.0524417105083186,0.0233411678372844,0,6.0,4001.481008240007,1289.245659830005,4732.993757470002,1289.3774548300062,0.384165
160120.37+541708.2,7.113307084523696,2.1315646973001714,-3.778776175994048,1.1323433390458204,0.2600961089496268,0.0779400744484078,0.4845675394368502,0.1579417557263193,3.614112086897517,1.4361377612316593,-3.506217481449134,1.393263740340229,0.2214803072567397,0.0880095096590217,0.6004612557549467,0.2598208759918252,4.503103207216099,0.7837986434521997,0.5425143975958985,0.1520300018113791,55214.5884644,60486.83189253,55214.5884644,60487.534861195,25,25,0.5367592498084017,0.068830779288272,0.0365647238139786,0.3688502882309658,0.0631678749046682,0.0612820803371558,0.0487802380973935,0.024269680353076,0,1.0,2189.740377899994,363.27814899999794,2718.2775519599963,175.57372249999753,0.3846049
160113.63+541207.6,2.3821289982220595,1.3564580424375974,-2.5991492068322417,1.480036071822438,0.1378572185043136,0.0785001705985788,0.3935152597620844,0.2318650120703868,2.254826653394346,,,,0.158585475827906,,0.6753075357303595,,2.412034952816216,,0.5344113977462219,,55214.5884644,60486.83182864,55214.5884644,60325.72066031,25,24,0.3503224210102061,0.0530393630892508,0.0578714329103107,0.2348344531005305,,0.0703315598958245,0.0275666758858162,0.0283766992808742,1,11.0,5272.243364239999,1826.491823439996,175.7390702499979,1460.1444709549978,0.384359
114703.29+532340.4,1.7369866378283612,1.2377319521054797,-2.381489481799425,1.6969880832886055,0.1852505212957098,0.1320047514231677,0.1704082609931646,0.1220392330598269,2.2147417482413028,1.7159882115867366,-1.5882037458550315,1.2305447836747951,0.0700293850061928,0.0542589668663269,0.1792193928910977,0.1403246918506769,1.9803554034310304,0.7445890203251503,0.1748138269421312,0.0929846674845081,55331.05359255,60428.16667859,55331.05359255,60428.263328055,23,23,1.0870982440407662,0.0777876714180306,0.1066505160496319,0.3907466925119315,0.0440934516046563,0.0316196617785356,0.0233394974956562,0.0188560508075963,3,3.0,3843.416224344997,1464.426229015,190.67139474999567,3843.416224344997,0.38539648
161217.95+545042.3,1.5974361032822113,1.1913923111687814,-2.466613961867369,1.8396384698907624,0.1157570273080539,0.0863333638292046,0.4052806109162424,0.3095126454240381,1.6294927884315031,,,,0.2841972676526358,,1.6448430321300638,,1.8978476178603612,,1.025061821523153,,55216.8378995,60489.57971609,55216.8378995,60490.506035155006,25,23,0.2856219226632999,0.0469295273186644,0.0724642613687088,0.1727807833946329,,0.1744084230812674,0.0209312573602076,0.0243269535673267,1,17.0,3284.684748079999,4177.140965984996,363.40917429999536,4905.821810989997,0.3828275
120036.19+543502.1,12.297364278982725,5.161340948380436,-2.428609934281862,1.0193146772821646,0.2922218766772992,0.1226487809818617,0.3861296312559834,0.1733012070215938,3.553503531939163,1.2708590552436008,-4.530957430267128,1.6204312806848329,0.2597949844495089,0.0929119122935998,0.8248076348803534,0.3309946871206944,5.702608793867719,1.4124297121996028,0.6054686330681684,0.1868092551623632,55332.24477405,60429.707850335,55332.24477405,60429.77202867,23,23,0.7567973370154846,0.1203247473183498,0.0237629682302517,0.3149764544640699,0.0573377676678353,0.0731095332013748,0.0508687023383248,0.0576863096653312,2,2.0,3112.61695335,5097.463076284999,1464.6172992950014,5097.527254619999,0.43730184
162935.00+315820.2,3.3951174787032024,1.3077198951317004,-4.028890569407048,1.551834475823351,0.3144450157874152,0.1211168702260248,0.6959289551775735,0.2937762416853719,3.3057011822309046,1.1821508231025948,-5.243311287853514,1.875059000504117,0.2880769051214698,0.1030190969276805,1.0582161250299569,0.4345351150702394,3.9932551295486673,0.7513175256013117,0.8770725401037651,0.2622619141277895,55243.705511,60519.215568995,55243.705511,60519.342715745006,24,24,0.4518349372418069,0.0780475444468807,0.0926168292437175,0.2722287993044092,0.0549417895116811,0.0871454766298799,0.0499350669685207,0.0325035921915382,0,2.0,4544.467700560002,2555.0717725850045,178.63389274999645,5275.637204745006,0.4360899
