W1 Mod Dev for epoch,W2 epoch measurements
-0.8865847010995483,15
-0.5755307895926289,16
-1.4616289295696512,12
-1.0,9
0.5532718645893016,10
-0.39968671645512943,11
0.6382474788354776,9
1.3210667904566098,12
1.1788728075458488,13
1.6024707860740854,15
1.5771864918306724,25
1.0277886586176945,10
2.0734801088649366,6
0.0,10
0.5982720205726908,8
-0.5180001317494367,11
0.26721474464154854,7
0.19884854271867658,9
-1.1020991609652426,3
-0.6879694475412862,9
1.107970806204931,8
-1.5890481728147448,10
-1.540368114856704,17
-0.3941770999902463,14
-1.0204951253760204,5
-2.1718172057268594,19
-1.4389963355260982,8
2.011768562836976,1
2.19328115044634,1
1.222552497976066,3
-0.23300501920066471,2
1.2352524671351033,2
-0.12773056725526324,1
0.7774475020239341,1
0.12773056725526324,2
-0.46492726836320747,1
-0.1934766919406639,1
-2.6943362710752523,22
-2.0617067875771453,22
-0.5274658576189732,5
-1.6275277755776396,1
2.6705960164858626,2
-0.4628116578780994,1
6.277049940741119,1
1.8922735131633472,2
1.2894548116771252,5
1.0395805994779865,1
3.9747973442625515,3
-0.15748290352659364,3
-0.42215632840929296,1
-0.05621094708960406,1
-0.5355180265041611,3
0.16710573163177045,3
-0.845081620816888,4
0.056210947089605966,4
0.9604194005220134,2
7.918936309893837,1
5.133008714167947,22
3.019111955272014,29
0.9272162076246541,19
1.2098475442802552,24
0.54408943219574,26
1.180420846755681,23
0.1389754115706908,26
0.1577729016481138,24
0.008895157225725056,22
-1.7848396020336958,28
-1.3933404032881105,25
-0.5547673215341306,38
0.24165713604405384,26
-0.008895157225725056,18
-0.15868306267218635,26
-1.58186187760459,15
0.4865873966124188,23
-1.3329168699586509,14
-0.6646752934518396,18
-1.0727837923753458,18
-1.185500983411775,21
0.08381735155428412,18
-1.1157146879372086,21
-1.6819485234417217,14
0.6519231039984354,15
-1.5094833926743518,21
-0.05770700917374901,7
0.36134609901534404,7
2.3187848306719907,5
5.270783470252961,2
0.7913466552928168,5
0.05770700917374901,2
0.48308018733120894,13
-0.3955119065650138,10
0.3242566938946466,10
1.2185942499580702,6
1.2166342677612743,9
-0.35049071451064484,7
0.6673641444851532,7
-2.230113688665235,3
-1.4201253979680717,8
-0.9619820693109898,3
0.5519548469486374,6
-2.1234685073241764,2
-1.415121219141456,7
-2.1336535583885086,8
-1.03801793068901,14
-2.8648651161704426,8
1.303570008149407,14
-0.20271700092411285,12
1.5949110614562951,5
1.4953871797165368,6
1.227522579759286,4
1.5776555215272436,1
1.1580969160453838,4
0.6849877287159042,19
-0.2120308094508353,7
-0.2120308094508353,11
0.26571918898289565,10
1.0,7
-2.0966754302072963,3
-0.39028879242789855,8
-1.240812909797198,4
0.32705342594655074,9
0.007905196780268872,5
-0.83205193302895,6
-1.6130719198019954,2
0.0,8
-1.7934380532958811,6
-0.3364474253985802,3
-1.011500703041799,8
-1.25510491518679,14
-0.920539804252782,22
-1.028650199765674,7
0.6917643543756499,5
-0.13500521418026076,5
0.11292824264190728,2
-0.0030324507968191115,5
-1.0439754287616334,1
0.0030324507968191115,3
1.3788639330958756,1
-0.12016910839502144,4
3.0104177916826176,4
-1.4498655665071014,2
-0.4308439800669878,1
-1.4326340629542171,1
-0.08670280953129096,6
0.38621972184552505,4
3.893222198782596,1
0.8990069479047365,4
1.0422266204731687,6
2.7583544490909,2
-0.9713498002343259,2
2.883910617937827,1
8.531532198847845,1
-1.691673232715128,40
-2.272294004166344,28
1.5074411956687221,1
0.09828419034588412,2
0.09125629876650837,1
-0.09025324316520347,1
-0.37677619815449237,1
0.0,1
-0.36233261211638873,1
1.7889257578458162,3
1.9373895657622204,1
6.256648646285777,1
-1.0,1
-2.523542831365792,23
-1.9689897340883626,20
0.3335189223028702,9
-1.5959125847255313,3
-0.42165561372754545,3
-1.561276446012935,5
-0.8783024453639026,1
-0.6334610470585513,3
1.5053413483968892,5
0.24943094961865192,10
0.30229699640821783,5
1.2257084046357216,4
-0.05562276655364454,7
-0.7188764253536528,3
3.939665619378244,2
1.609270214180633,5
1.7965213231960468,4
0.13724565601631591,5
-1.1216975546360974,2
0.055622766553646764,1
-0.3337662898312787,1
2.1368190744509814,2
-3.3876779581072363,14
1.0,11
0.31688756795420536,7
-0.013057425488448661,7
-0.9801029562117543,12
-0.715611679085743,8
1.6568526283830847,9
-1.2279305451391007,8
1.1828152816005886,9
1.0,7
-0.4536228939966616,10
-1.0168304904610168,4
1.9067377887971793,11
3.0095971942518713,8
-0.18163988155009947,9
1.4411120784672997,8
-0.12586747043483162,8
2.0331911468802266,8
-1.7721923222856495,4
0.6361827063073443,10
0.0,9
3.3242354542967023,10
-0.7869272995203768,11
-0.8557223131468286,19
-3.323490352194419,26
-2.715038098392894,21
-1.2890546616347698,8
0.1962230751808026,6
1.01071033303681,8
0.41575057356302747,16
0.5451590721485436,10
-1.1173156543852831,15
0.18035921423776322,15
-0.7713682530264854,11
-0.6869899080510143,6
1.7821422246558682,5
-0.2941318626853492,12
-0.2536498803842333,7
-1.9590207787353204,6
0.0,5
5.6374922182258835,4
-1.0166242192335118,2
-1.0988030041923633,12
1.941814197648895,11
1.0,8
0.08988890468654635,3
0.8574020513400115,9
7.527122857985452,4
0.8461067081427872,12
0.0,12
-1.5358367844862304,9
-0.8537401052744613,10
1.7456686554785685,9
1.2119822615354476,7
-1.3440724698162732,10
0.7490653964589598,12
1.5211433307218631,9
1.244690986415819,10
-1.0,12
0.1542716129606563,10
-0.0873566159422473,10
2.980723759530069,11
-1.9625009004588874,11
-0.004510269523158596,10
-0.4333273896402401,8
0.8089601769228869,11
0.18655789801140613,10
0.6643764160218593,8
-1.8954543852385204,10
-3.139669741425475,1
-2.0779733313821307,10
1.5572649578853393,10
-0.5116948392372505,14
-0.8127655120048298,10
1.3014128856539395,9
-2.314635104821435,10
0.13317781131917472,7
-0.7486104857591904,5
0.0,9
