Unnamed: 0,ra_sdss,dec_sdss,z_sdss,sdss_name,sdss_PLATE,sdss_MJD,sdss_FIBERID,ra_desi,dec_desi,z_desi,desi_name,MJD_desi,mag
1137,35.159272295042626,-5.412440563599926,0.63126296,022038.22-052444.7,6369,56217,412,35.15925171368051,-5.4124302463176415,1.806711870135776,39627652574740942,59198.17546592,20.61686897277832
1138,35.407924433712004,-5.2268919811382775,0.286356,022137.90-051336.8,6369,56217,379,35.40791721532951,-5.226872057387368,1.1085416288776178,39627658593568501,59198.17546592,20.076784133911133
1139,36.301802210575794,-4.75466229351451,0.20530865,022512.43-044516.7,6369,56217,186,36.30183653348118,-4.754656353432996,1.115110306234117,39627670652198085,59198.17546592,0.0
1140,36.23530558505893,-4.9214172969759735,0.110872254,022456.47-045517.1,7236,56605,70,36.23532195960132,-4.921415305386773,2.322903017936902,39627664629175215,59198.17546592,20.77699279785156
1141,36.14978531556754,-5.0960924828552345,0.070283785,022435.94-050545.9,8126,56956,190,36.14986875513782,-5.096062815486322,2.1190703223268783,39627664629172316,59198.17546592,0.0
1142,35.90443987102771,-5.143172536906972,0.8462003,022337.06-050835.4,6369,56217,252,35.904439664006745,-5.143177060985519,2.155731223116575,39627658601957043,59198.17546592,20.235143661499023
1144,35.231017351256874,-4.748971664830084,0.24305108,022055.44-044456.2,7883,57331,205,35.231009401880435,-4.748965425637671,1.1263373146344422,39627670635419011,59198.17546592,0.0
1146,36.22631271589266,-4.71996205121546,0.723158,022454.31-044311.8,7235,56603,535,36.22631303087044,-4.719964831698307,1.8242939643928024,39627670652195246,59198.17546592,0.0
1148,35.86025969591647,-4.951706088094118,0.3193911,022326.46-045706.1,6369,56217,259,35.860256992540045,-4.9517113608606085,0.8246522377207608,39627664624976303,59198.17546592,0.0
1149,35.7313259426162,-4.736237804593022,0.22235288,022255.51-044410.4,4387,55534,402,35.73133044109411,-4.7362576071040055,2.8619937254682504,39627670643806703,59198.17546592,20.43423652648925
1150,35.99432577327182,-4.8977215394102505,0.1100208999999999,022358.63-045351.7,6369,56217,225,35.99435593229045,-4.897720056113523,2.2387569889023187,39627664624980566,59198.17546592,20.01383209228516
1151,35.4663401218108,-4.694547128295731,0.18842342,022151.92-044140.3,4387,55534,416,35.4663612358779,-4.6945490924668345,2.7707944852815736,39627670639612045,59198.17546592,0.0
1152,36.207763144949325,-4.507203761574396,0.230603,022449.86-043025.9,6369,56217,195,36.20779685409133,-4.507202139344893,1.0233646905923803,39627676675214582,59198.17546592,20.44185256958008
1153,36.143078131085375,-4.533468391283984,0.11387897,022434.33-043200.4,6369,56217,198,36.14309776410488,-4.533449726769772,2.5503968820954888,39627676675212630,59198.17546592,19.721118927001957
1154,36.1006982391838,-4.541661537215352,0.13357452,022424.16-043229.9,6369,56217,236,36.1007335944258,-4.5416652433416775,1.6730061277641657,39627676675211318,59198.17546592,19.621721267700195
1155,35.854333773197844,-4.247763864093007,1.4994338,022325.04-041451.9,7883,57331,105,35.85435058688657,-4.2477635320344485,2.046562025889996,39627682694039460,59198.17546592,0.0
1156,35.96156656421539,-4.532861507145097,0.5458801999999999,022350.77-043158.3,6369,56217,238,35.961591781985064,-4.532854630295508,1.5040032923778452,39627676671021566,59198.17546592,19.50299072265625
1157,35.89608486931262,-4.5730130957418025,1.6070993,022335.06-043422.8,7883,57331,98,35.896104246768395,-4.573006182811417,2.21686600433294,39627676671018909,59198.17546592,0.0
