Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 NFD,W1 NFD Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 NFD,W2 NFD Unc,Mean Z Score,Mean Z Score Unc,Mean NFD,Mean NFD Unc,W1 First mjd,W1 Last mjd,W2 First mjd,W2 Last mjd,W1 Epochs,W2 Epochs,W1 Min Flux,W1 Min Flux Unc,W1 Max Flux Unc,W2 Min Flux,W2 Min Flux Unc,W2 Max Flux Unc,W1 median_abs_dev of Flux,W2 median_abs_dev of Flux,W1 Mean Unc Counter,W2 Mean Unc Counter,W1 min mjd,W1 max mjd,W2 min mjd,W2 max mjd
130834.48+314759.1,2.0311872905409847,,,,0.16790246140844778,,0.8655204677539052,,,,,,,,,,2.0311872905409847,,0.8655204677539052,,55363.8951231,60461.36839498,,,15,4,0.19399016853312329,,0.08266222528584687,,,,0.04142249809267984,,12,1.0,0.0,5097.4732718800005,,
122241.94+565759.6,4.067082434838022,1.6430996478177382,-3.1195149466883976,1.2602827683943945,0.14598685100917375,0.058978628371162405,0.613701442334422,0.27576868859892945,1.9488678280795002,,,,0.15664994486839345,,0.7458214168542419,,3.0451550698686396,,0.679761429594332,,55333.6014947,60430.79939185,55333.6014947,60272.4611213,23,19,0.23787926985125396,0.04679793285303854,0.03589473617713576,0.21003680147604026,,0.08037997375263933,0.018216898952131244,0.02332312319274521,0,16.0,190.238704950003,3479.4111333550027,0.0,2748.2450133699967
142236.11+530923.1,6.388570823187377,1.2999477549946166,-7.691692620981538,1.565107256612524,0.7101447177805733,0.14450039878239382,0.27820633366571046,0.05749687383457167,6.418621688595661,1.256968316302911,-8.428285889810878,1.6505238722915068,0.455812027830254,0.08926235334766466,0.22913406209275042,0.04530199596661448,7.231792755643864,0.7264478341392729,0.25367019787923045,0.036599731349108995,55362.6759283,60459.676392615,55362.6759283,60459.676392615,24,24,2.552582856125321,0.09232619564690192,0.11115862020392675,1.989280963586057,0.05408122526803394,0.07101400424332871,0.12440048382784341,0.09895364238160531,0,0.0,1289.130350160005,5097.000464315002,2182.352434835004,4937.814341340003
142925.58+514528.1,2.2726691109493395,1.0930472313378072,-5.149854599851916,2.4768384825756913,0.24728243066092226,0.1189312491159341,0.11995367191180675,0.057759707348860836,4.750549938910944,1.584834149298367,-3.8637692751034614,1.2889946576580036,0.28436152479716603,0.09486603888820871,0.15345297413781042,0.05155504512869115,4.009210731203916,0.8478903093471264,0.1367033230248086,0.03871080750658474,55367.8354569,60303.58904185,55367.8354569,60303.58904185,23,23,2.0614827934798954,0.04801736162959491,0.108807053991959,1.8530857834126533,0.07359692169754406,0.059858653935623174,0.039139527272128216,0.04222800260699899,0,0.0,3634.8663282999987,1651.4983888999996,3999.5737506799996,0.0
155819.00+431328.1,2.5944820077996824,1.1556065794614903,-4.479730987647301,1.9953141274365844,0.17958143125585813,0.07998725097514872,0.8574626558678934,0.41569437800705544,,,,,,,,,3.5371064977234914,1.1528990668790897,0.8574626558678934,0.41569437800705544,56688.86593054,60499.34907549,,,18,1,0.2094335304598101,0.04008754805836501,0.06921668013730294,,,,0.02411777563365794,,14,,899.3042250450017,178.13345157499862,,
154153.28+313133.7,3.224478475122405,1.1818098195241964,-5.119674713813579,1.8764218450318337,0.2430536892373404,0.08908207600963045,0.3329066306353331,0.12391965281709134,1.9183070839232323,1.1205689738136255,-3.7937975070500887,2.21612682086198,0.15510160403970608,0.09060178463198336,0.3316813868941362,0.195907940251863,3.514064444977326,0.8323358059271373,0.33229400876473464,0.11590513514080814,55227.5945866,60502.09167854,55227.5945866,60502.219334675,24,24,0.7300956690874149,0.04747443984703725,0.07537767459530453,0.46762227296526093,0.04088294215795063,0.0808533760520237,0.0281697500742637,0.02735616471097213,0,0.0,3815.059797880007,1826.629167460007,3653.151431050006,180.09256550000282
123931.55+620618.1,1.4396232172453456,1.2487217071304937,-1.9249707775918186,1.6697096620671639,0.11410838718590566,0.09897702283333479,0.3026426260048317,0.26678795931673394,2.0363372284129087,1.552416449738606,-1.71490723451943,1.3073719634928167,0.12259656208316821,0.09346237794200911,0.2858795225904958,0.22309198660615043,1.7789596144423758,0.72742931537218,0.2942610742976638,0.17388634917976317,55330.39410995,60427.752066205,55330.39410995,60427.816244535,23,23,0.37704003792276075,0.059277984120183785,0.07926267499648063,0.4288399566791637,0.0714887427234649,0.06020444962287419,0.017671238253172628,0.02256163920175902,0,1.0,190.50222499999654,5097.357956255,3270.5642482300027,1823.4900926549963
113854.03+550820.4,2.82802982896942,,,,0.21485821707050487,,1.0204035631578319,,2.057250779479271,,,,0.11967637052279037,,0.5588728990443763,,2.4426403042243456,,0.7896382311011041,,55328.1761463,60425.72834694,55328.1761463,60268.32632866,21,16,0.210562001964777,,0.07597452292389811,0.21413879743932204,,0.058172961564308026,0.03998450704026413,0.014467823540284114,10,11.0,0.0,4366.007858280005,0.0,2748.2052678699984
121048.50+003608.2,1.671092383374224,1.1991477667614068,-2.525140419124128,1.8119982620216202,0.2718433847623771,0.19507023728302544,0.16089044451461246,0.11590649252249004,3.3827199889545905,1.220418670508702,-4.835311141770314,1.7444849158085178,0.30526679090609576,0.11013423881508166,0.17489776133768065,0.06341599614235877,3.103565983305814,0.7605073315272805,0.16789410292614654,0.0660603958048877,55364.649596949996,60461.29810443,55364.5834451,60461.29810443,24,24,1.6896179607340676,0.1076547595941888,0.16267406127091455,1.745401362323372,0.06313281233735268,0.0902429973225294,0.04794475932866549,0.040364403356016654,6,2.0,2746.696743350003,2015.3683639600058,3270.380361650001,5096.714659330006
155658.26+443137.0,2.1428800115323803,1.1208348874825826,-4.232999852909909,2.214073531096715,0.18541726700034428,0.09698263107463706,0.9512018039591735,0.5414979633277582,,,,,,,,,3.187939932221145,1.2408054285524754,0.9512018039591735,0.5414979633277582,56688.503399174995,60497.88061552,,,17,3,0.19492947367066027,0.04380280497125037,0.08652713451172275,,,,0.03993628621897777,,14,2.0,897.5050080350047,3809.377216345005,,
103222.44+312029.5,5.126597030324918,1.7968376403540571,-3.4340817800264407,1.2036224743052393,0.19663677429416937,0.06891986154550074,0.600561703055022,0.23524048398023933,1.5934474491212105,1.109747684953468,-3.3115003237830636,2.306276131081477,0.16010534399228393,0.11150448352853097,0.5686322918351632,0.407880522897163,3.366406645813908,0.8376970694820686,0.5845969974450926,0.23542759304195862,55329.2958294,60426.49345723,55329.2958294,60426.52592841,23,23,0.3274214344569254,0.057260364455460164,0.03835619868911498,0.28156217346639145,0.048348279733634245,0.10047732925273585,0.03455887150142589,0.0402106320559264,6,14.0,1823.433099545,4001.8304882400043,2182.1456314300012,3634.686073320001
125030.19+622901.0,1.8203615583608674,1.2320433838922134,-2.5294246394794855,1.7119461119200703,0.13607690130038574,0.09209854228005986,0.12823425044676443,0.08703368180106888,1.70954970985007,1.2450041054803964,-2.3050825495590086,1.6787094409345218,0.1110010040739089,0.08083807390226917,0.23078900783767467,0.1696563472513588,2.091104614312358,0.742327042130714,0.17951162914221955,0.09533905014541963,55331.5189485,60428.74683084,55331.5189485,60428.811009175,23,23,1.0611587842272852,0.05379757086907644,0.07475267793663765,0.4809631321435438,0.04815489323588207,0.06492996572977328,0.02218504041906666,0.007853974005341824,0,0.0,4939.163642594998,2016.881829580001,5097.292060674998,1823.4811796700014
144158.34+142932.1,9.833010584475863,1.4674916252742025,-9.15528240931923,1.3663465677447297,0.6230172279629262,0.09297992273908218,0.26590124226222855,0.040427920467725025,11.234674740763236,2.1452201603682326,-5.919574433184928,1.1303211448385873,0.48568723751061516,0.09274020633289318,0.2805829718281842,0.055202296098352845,9.035635541935815,0.7866078295582416,0.27324210704520635,0.034211512126311086,55219.79047885,60493.34089412,55219.79047885,60493.34089412,25,25,2.343039929646189,0.06805002839986152,0.06335976378857273,1.730993275700377,0.08204766119467465,0.04323109023783092,0.09561793081433256,0.08368315830694373,4,4.0,5273.550415270001,2359.1690171500013,5273.550415270001,1826.9147178400017
143010.90+515406.2,5.978557404658367,1.1501616368912488,-10.521589462004833,2.0241552834949674,0.40254851539569636,0.07744273878425914,1.0950450100897147,0.23951794805695578,3.214893569661086,1.414688006067424,-3.2127382969967995,1.4137395957011387,0.1562465397441496,0.06875503060242444,0.4983279263342502,0.23250938141744562,5.731944683330271,0.7673036475884724,0.7966864682119824,0.16690525747301804,55367.8023491,60303.65360218,55367.8023491,60303.3308002,23,23,0.3676091043624923,0.03825928742509527,0.06733204820983052,0.3135416088227579,0.048633447638796345,0.048600843654249215,0.06324885009006753,0.03551849752294062,0,3.0,4731.268403200003,2013.5811269199985,0.0,1287.2654420899999
122944.88+575845.2,2.5732246732856727,1.0607697023118285,-7.2714232112054855,2.9975250568714924,0.1698891795601561,0.07003403017969614,0.4524660472894236,0.18863468046243065,2.783603149584305,,,,0.19368583761297548,,0.8113392652891496,,4.209417011358488,,0.6319026562892865,,55333.7340533,60430.8638249,55333.7340533,60430.60698426,23,23,0.3754738738473455,0.02336395154367465,0.06602189902960542,0.2387236090982835,,0.06958098091026371,0.019202888046011057,0.024483234855254332,1,11.0,5097.129771599997,2384.056708979995,190.3703727999964,3479.3110458999945
160711.25+440343.7,1.4493734870164345,1.0775062289440107,-3.611942615747065,2.6852227544656717,0.1536239730934294,0.11420851106090388,0.5600317059823627,0.4253023717065694,3.385176923825291,1.5005837774188497,-3.025675031835599,1.3412235078641597,0.14167961798934445,0.06280384781350427,0.640541071353468,0.31465859516940486,2.868042014606097,0.881124036586699,0.6002863886679154,0.2645241666148938,55227.2943234,60501.96650494,55227.2943234,60502.66851866,25,25,0.2743129923759487,0.04253222972692634,0.10599336504331092,0.22118740596910416,0.046825788129464474,0.041852943340179916,0.0198811407521316,0.015821047905285268,1,5.0,365.91595330000564,5274.6721815400015,365.91595330000564,5113.5159619350015
101429.95+324919.5,2.90055969623855,,,,0.18345894949565125,,1.075867870144409,,,,,,,,,,2.90055969623855,,1.075867870144409,,55325.0620962,60422.64237417,,,12,3,0.17052182204402697,,0.06324949965124355,,,,0.0434537482049019,,8,0.0,0.0,4940.037231959999,,
113651.05+555245.2,2.360351158141857,1.0786078184019534,-5.839255377656776,2.6683599523998134,0.21885295703198643,0.10000906421098735,1.2222854891514654,0.614357002752955,1.573634593877449,1.3772350682846528,-1.661735128942154,1.4543401007349008,0.12001617495084066,0.1050373991184362,0.5372106464970502,0.501213752227777,2.8587440646545588,0.8766206856234767,0.8797480678242577,0.39643718047562143,55327.2500172,60424.83016838,55327.2500172,60424.57339136,21,13,0.17905224186529323,0.03747960020200547,0.09272050740292151,0.22340617359953918,0.07222340844851845,0.07626686361483691,0.03256368026217202,0.03072522913834211,15,9.0,190.63903240000218,3112.1807475800015,4207.933953860003,2182.394448384999
122230.85+532721.5,3.644869443398785,1.344177153497496,-4.057847701278572,1.4964777908052538,0.23423003617312627,0.08638077938759274,1.1062751060470468,0.5073548899311987,1.2639175202696993,1.2974390691447943,-1.5289656418997422,1.5695167820424525,0.11450503757302011,0.11754193369313208,0.45344986175758367,0.4845134199353121,2.6239000767116996,0.715584947159237,0.7798624839023153,0.35077137797806096,56991.73277013,60434.16703611,56991.73277013,60434.32741823,17,9,0.21172856090930164,0.057722727272224536,0.06426294269533844,0.25251973201446254,0.074890523655422,0.09059534007297139,0.02968180594382064,0.031285204604429684,13,8.0,2711.4261423200005,3078.1222012849976,2711.4261423200005,3077.7650183299993
160923.77+424152.0,3.236613828534452,,,,0.15779387000963213,,0.561707517811768,,1.9854009675290198,,,,0.20623742207684964,,0.7648617793677722,,2.611007398031736,,0.6632846485897701,,55229.0811317,60503.30660897,55229.0811317,60502.9874999,24,24,0.2809182092209596,,0.048752763959202895,0.2696401201369006,,0.10387696261351557,0.027545599848822933,0.025968573892782842,1,4.0,0.0,5274.2254772700035,180.36124230000132,5273.906368200005
112352.91+532819.7,5.414226475893385,1.4831329527433543,-4.943142171307204,1.3540876202729084,0.22122483935909676,0.06060068796155994,0.30496788227471844,0.08563319039485039,1.6053421426382033,1.0852475786483484,-3.807568873225082,2.574002631871109,0.1334712264454418,0.09022956631606092,0.4808287594911017,0.3306738059280903,3.9425699157659686,0.860104953433412,0.3928983208829101,0.1707909608440747,55326.91874755,60424.604907454996,55326.91874755,60424.57281828,23,23,0.7254037300879277,0.04475388967026095,0.040859916064481416,0.2775857804069472,0.03505418572570407,0.08314191903421692,0.01602800786357994,0.02137865117107496,6,12.0,4939.856985780003,1465.1059610500015,2182.987270439997,3477.067660245004
101558.32+331313.9,10.324410915587125,1.1494954670588056,-18.213063523561384,2.02779937109829,0.9351389553549481,0.10411615723544557,0.8836828479009765,0.10732355980458937,9.664942089274147,1.1808560548810878,-15.38931286383587,1.8802557850695605,0.7159741673229777,0.0874772370917826,0.8941326000296631,0.12096757718481863,13.397932348064632,0.8047939549137809,0.8889077239653198,0.08085712896692276,55325.22757185,60422.77085821,55325.22757185,60422.77085821,23,23,1.0582291571871016,0.05134440749878255,0.09057552658458567,0.8007471904046727,0.04652411538175183,0.07407950929344354,0.1828244264881811,0.12876038161846481,4,2.0,4730.430989379995,190.78152399999817,3999.264694700003,0.0
095902.76+021906.3,7.974006826506981,1.4415484602815343,-7.6798854346373275,1.388376918193541,0.6985801459679724,0.12628997638374398,0.45881405525559055,0.08735666798754611,5.329075546280132,1.0808999894917828,-12.98829189728879,2.6344240109516504,0.4185514101726924,0.08489506499363338,0.37467356865416307,0.07676002924713898,8.492814926178308,0.8701360197935497,0.4167438119548768,0.05814483969345,55332.3333375,60429.568988215,55332.3333375,60429.568988215,23,23,1.5225779113911753,0.09096231342427075,0.08760716678167002,1.117109519297397,0.03222528516317545,0.07854109151536703,0.12909955475367174,0.07930818672083673,1,3.0,2906.3108335900033,1655.1374210299982,3270.4771516600013,1655.1374210299982
095819.87+022903.5,6.698934470764451,1.2798794170185497,-8.386182520568955,1.6022402431728986,0.683055312026773,0.1305026102828092,0.38483454946882784,0.07561646478727231,,,-6.234630666356052,,0.5420564710329963,,0.47346668329178865,,7.106582552563153,,0.42915061638030827,,55332.1349452,60429.3765169,55332.1349452,60429.3765169,23,23,1.774932403989111,0.08145008892322936,0.10196476992091341,1.1448671895228941,0.08694283591778684,,0.1321219277996133,0.07651682088886846,1,3.0,1464.585019099999,0.0,1464.585019099999,0.0
095044.76+364909.5,5.301267427995599,1.117120309357874,-10.646107290370077,2.243422508147652,0.2896118274059729,0.061029038549708925,0.4184318822455794,0.08969550084715022,4.055524212620663,1.119974408263832,-8.041505830582745,2.2207439191534855,0.23763005760129113,0.06562396602626323,0.7171434282744635,0.20811692029570364,7.011101190392271,0.8827141583373138,0.5677876552600215,0.11331144622851368,55318.8109454,60413.586663545,55318.8109454,60413.61881637,23,23,0.6921361389856964,0.027203542055972037,0.0546306767843015,0.33135639013392154,0.029550442741402675,0.058594165672046505,0.06188434784966523,0.03514030518259731,5,7.0,3999.4067393149962,3270.561629509997,4730.740613199996,2746.3808273600007
143236.82+345153.8,3.3761428501334594,1.943270168785382,-2.0262251411335015,1.1662725917690462,0.12917825671719618,0.07435356377894498,0.42560789413165273,0.26077762835643015,2.4859441430843376,,,,0.13994663103839644,,0.7094834884054194,,2.629437378117099,,0.567545691268536,,55209.53102415,60481.71393585,55209.53102415,60114.318060025,25,13,0.3035147103668092,0.06375316054213595,0.038262082634355876,0.19725142772938908,,0.056295163118493544,0.013228113236989192,0.05596659454965869,5,7.0,3445.4570351,2553.5207841400043,0.0,3078.4964440699987
023128.98+011250.1,6.442697189346231,1.9149476055998451,-3.94506561404205,1.172582496044751,0.3684966456989079,0.10952738404647941,1.0286178431077984,0.40669728013946915,4.828749790218961,1.973689904872241,-2.8377656626594585,1.1599005299734293,0.13949294956075559,0.05701596444416967,0.5275289461404462,0.23687366527418025,4.513569564066675,0.8016699415224743,0.7780733946241223,0.23532520634924886,55217.1465684,60517.86999066,55217.1465684,60314.0857765,25,22,0.3582444618941825,0.09340697513047247,0.05719602130428558,0.26442710031615557,0.04915590860664213,0.02888800530590968,0.05134062473145662,0.026785303478718492,5,17.0,2186.0456506300034,0.0,4001.530612475006,0.0
111807.97+502431.8,2.8118473105226345,1.1327824128820332,-5.283822018273046,2.128643554968158,0.22382738734048602,0.09017122905351166,1.0416162518219478,0.4671716838116528,,,,,,,,,4.04783466439784,1.2056449911813094,1.0416162518219478,0.4671716838116528,55328.1751275,60425.02155733,,,23,8,0.21488469189010573,0.04236088698037587,0.07960154397533183,,,,0.020414139591959757,,15,6.0,4208.349521465003,4939.570667300002,,
120132.29+524248.4,4.3470772652827065,1.124527485284307,-8.451495672780773,2.18628255165952,0.2255902957875715,0.05835702301694489,1.0625291761238427,0.3056025142410836,2.2193328323078143,,,,0.26043028474019747,,1.44343115363776,,5.005968590123764,,1.2529801648808014,,55334.0636036,60431.311736179996,55334.0636036,60431.18344319,23,18,0.21231444825876283,0.026692351806333725,0.05189470580364772,0.18042445882081498,,0.11734620465619129,0.02786872182120248,0.03152371444181021,11,14.0,2182.1988090700033,2016.5033274000016,190.24048849999963,3843.904250530002
162113.91+442553.5,1.6474633248543273,1.7440004923291763,-1.1530205597139367,1.2205846366774653,0.0850098782039313,0.08999124120326549,0.25308789009201765,0.2736170140893488,2.811042152346278,,,,0.3210009334261359,,1.5538243476778977,,1.870508678971514,,0.9034561188849577,,55232.28978715,60508.98569542,55232.28978715,60509.55903378,24,24,0.33589073808716574,0.07372798124694513,0.05160046777456978,0.20658765831920034,,0.11419285660949897,0.021974355562836584,0.034768482275197216,0,12.0,2003.5126339999988,5115.159844599999,0.0,5277.2692466299995
105732.86+524147.5,1.7531794722450713,,,,0.07819157884925931,,0.44810539289260004,,,,,,,,,,1.7531794722450713,,0.44810539289260004,,55323.1475695,60054.10350968,,,12,3,0.17449372422081055,,0.04459987131216488,,,,0.022404231894646992,,9,0.0,0.0,1655.7023916300022,,
121234.41+573124.8,1.5959123838554539,,,,0.16553618563048308,,1.0912224763554756,,,,,,,,,,1.5959123838554539,,1.0912224763554756,,55331.4184153,60271.0392648,,,9,3,0.15169792523276268,,0.10372510878734816,,,,0.05487977469104657,,6,0.0,190.57016179999482,4939.6208494999955,,
122756.62+590951.5,4.17169705785768,,,,0.15570029279149922,,0.9266372699871805,,,,,,,,,,4.17169705785768,,0.9266372699871805,,55332.1466603,60429.195378805,,,20,5,0.16802722902959993,,0.03732301042766922,,,,0.025376055530792585,,11,2.0,190.5688897,2905.9202877599964,,
143720.85+143059.6,1.7530759102568545,1.2039820425012315,-2.6145727353793284,1.7956430772862635,0.15820957210855696,0.10865558225747202,0.4914201490546138,0.3499094915676739,2.7143490450419265,,,,0.19765498132857529,,0.8378768303320948,,2.3606658968927032,,0.6646484896933543,,55218.7980693,60492.38267663,55218.7980693,60492.19084227,25,22,0.3219436004260672,0.06051067922790204,0.09024684623347351,0.2358998055242012,,0.07281855724841838,0.04368838697211963,0.04168206872753921,6,17.0,2921.7041885599974,3082.8691847299997,0.0,3286.135075829996
161233.36+200521.4,8.997856723540368,1.7914134955159202,-6.05376085296407,1.2052635670729737,0.27764700597918784,0.05527767431542333,0.8553333600769187,0.20881508127970633,2.224866424766303,1.3153795959055632,-2.603610684498434,1.5392997673694893,0.16725428893456673,0.0988836347851002,0.5881418177611704,0.37223678481801875,4.970023671442293,0.7399953476702776,0.7217375889190445,0.2134033517435389,55242.6161344,60518.41665199,55242.6161344,60518.48012986,24,24,0.32460677782311625,0.045863557005765276,0.030857015677167025,0.28437748155919174,0.06423936187171816,0.07517497997756648,0.06172164341906278,0.0336295669111808,2,2.0,2002.1036877750012,5275.800517590003,2190.8250713300004,4909.027053855003
114101.17+495606.5,4.260339676967565,,,,0.30894818244686384,,1.4076878945690932,,1.7319669532505984,,,,0.1867898146801615,,0.9355304275805831,,2.9961533151090816,,1.171609161074838,,55332.4091035,60429.45024571,55332.4091035,59698.85030448,15,10,0.2194720744838371,,0.07251726525871001,0.19966193420691505,,0.10784837108444233,0.04872698350676702,0.03395030470645788,9,7.0,190.50687659999676,2748.2608011799966,190.50687659999676,3639.2930429900007
102457.93+332156.0,1.1859632524897243,1.4225052946572385,-1.1722568714734414,1.4060651566299256,0.13911460314459717,0.16686120680543146,0.2899967162058052,0.35515803904341303,3.6560175961269783,3.7181908130685755,-1.0208937776917437,1.0382548129291,0.10260006638599056,0.10434485453810341,0.30935143130923415,0.32828030429367394,1.7587828744454719,1.0869526357256387,0.29967407375751964,0.24181872905355659,55327.01380535,60424.472348615,55327.01380535,60424.56861613,23,23,0.47971096005745856,0.11867245697586765,0.11730093900679484,0.33166184475619703,0.10050023678072645,0.028063340421195043,0.020761462372378636,0.016521525627920308,3,6.0,2017.393384160001,4575.377138245007,3477.0748548400006,0.0
161725.61+551950.7,2.1922057064525853,,,,0.12390138776470386,,0.6802558723591291,,3.331163178748638,,,,0.3342110703572496,,1.9648322228712074,,2.761684442600612,,1.3225440476151682,,55217.7311031,60491.24109282,55217.7311031,60491.24109282,25,14,0.18213938724999687,,0.056519051747748794,0.17009649295595697,,0.1003286397044041,0.02205308300662734,0.03594785911957825,12,9.0,363.4086113500016,4747.150495399997,176.8633234000008,5273.509989719998
160213.13+432522.6,1.6604001799127144,1.2991878201448088,-2.0019516845185183,1.5664363787177915,0.13520295320409448,0.10579017767849318,0.19516703744349895,0.15389007463132864,0.9937675116932929,1.1619025293347827,-1.6797317182446414,1.963924669570662,0.19980195980210613,0.23360635131304475,0.4368217364403223,0.5232082174972688,1.5839627735922917,0.7643882159939218,0.3159943869419106,0.27268525534336524,55226.2689332,60500.75348505,55226.2689332,60500.81734496,25,25,0.6927550624076869,0.067535572536363,0.0814279321574164,0.4573993076221441,0.11894873308155651,0.20105503294393381,0.021607228817903668,0.02379613238279099,0,0.0,3814.9490822200023,0.0,4179.440002509997,5274.548411759999
142321.70+532242.7,2.227063075263798,1.464663945819768,-2.0810579470814474,1.368641318742557,0.1361027877352306,0.0895101931936708,0.3628168589215291,0.2468541607383659,3.829966922292919,,,,0.18742780184465146,,0.8672385223995086,,2.712695981546055,,0.6150276906605189,,55362.576796,60459.77234169,55362.576796,60459.38829072,24,24,0.37512806913051205,0.06540076787679372,0.06111312663163304,0.21612024489648946,,0.048937185528600456,0.027241337005328797,0.01655417159947134,1,16.0,4206.777816050002,2182.1239905249968,0.0,5096.811494720001
121724.15+001226.0,11.341937728285558,2.2173497659689327,-5.731000308952862,1.1204110354206107,0.5039826775089267,0.09852865522615917,0.4315549746189716,0.0904111815462589,4.902727578968332,1.4372787078309543,-4.749041880377814,1.392224362321356,0.33078415646504744,0.09697235208713736,0.37778892967617883,0.11475738424556407,6.681176874146141,0.7974968507759171,0.40467195214757523,0.07304696945711475,55368.5854758,60303.7288591,55368.6185199,60303.7288591,23,23,1.1678296095506788,0.08793974006974214,0.04443532397925698,0.8755792731898696,0.06965281941011892,0.06746941394093398,0.06729046982008802,0.059290371987774204,1,3.0,4935.143383300005,2543.3175527700005,4935.143383300005,3475.311139849997
161222.79+543154.9,4.166280171781293,1.3363697561972425,-4.699690018030695,1.5074654955125248,0.20932449007452036,0.06714260833001019,0.7362761255632633,0.2628308596009173,1.899451833266617,,,,0.26493383824684585,,1.3856135763642732,,3.588474007692868,,1.0609448509637682,,55217.2350684,60490.37837897,55217.2350684,60490.66590796,25,22,0.28430161295041817,0.044540063125744905,0.05024253805404155,0.19120326385802938,,0.1394791031848494,0.033362510291483294,0.023283249145824303,2,14.0,4016.502250220001,1640.5564025750064,0.0,5273.430839560002
150117.42+323823.9,16.658997375484848,2.9225881433773844,-6.066237009259379,1.0642364578476051,0.6856596279885947,0.12028939401244686,0.7542734830089635,0.16219183256232442,4.828034744921881,1.2324677944757199,-6.701875997108036,1.7108092143896023,0.32360220207843915,0.08260696398313787,0.34886675490320596,0.09088908338840838,8.563786281693536,0.9394135712800532,0.5515701189560847,0.09296103488708338,55217.00802374999,60490.277718425,55217.00802374999,60490.277718425,25,25,0.9090331868135508,0.11302882280102441,0.04115851707844087,0.9275810822622622,0.04828531626339827,0.06702565726537146,0.17084545279866292,0.09500793979400468,5,2.0,4177.064180250003,2921.6252905400033,0.0,2921.6252905400033
142352.63-004924.6,1.440496605003591,1.1523995505882925,-2.5151213832826036,2.0121010641067434,0.10508156696798282,0.08406541891760659,0.34462527944118143,0.2797154562709587,2.6140145836670046,,,,0.2918000816191771,,1.4099052593441839,,2.1898775239843995,,0.8772652693926827,,55220.6205324,60494.232068235,55220.6205324,60494.0406153,25,21,0.3049154349279752,0.04177991872139225,0.07294815315980621,0.20696431883296018,,0.1116290947427817,0.02575573326669961,0.04058081393365337,11,15.0,5112.52661452,179.28763030000118,0.0,3286.2783951200036
075919.45+345128.7,3.864727081593445,2.4799475318243496,-1.7029791195401103,1.0927806220434626,0.15540834840192264,0.09972361357152873,0.1798434927521947,0.11695573250244162,2.2520526064860773,1.1966094304347092,-3.4268882049509024,1.8208485589011367,0.17708679309736375,0.09409359533407316,0.2560300307941828,0.13737768093368166,2.8116617531426336,0.8693270692025602,0.21793676177318874,0.09020985337519832,55295.721047600004,60393.46528808,55295.721047600004,60393.4333899,22,22,0.8641310620899634,0.09125675507042663,0.04021198525041697,0.6916641479441141,0.051675684325366227,0.07863350642313627,0.03837163075170269,0.04228694274409733,0,2.0,2018.256766239996,3477.983706354993,3999.126051939995,4940.507188624993
160530.28+435131.0,4.3436172538226865,,,,0.2030985480530123,,1.2346033188764964,,1.7401659834179743,,,,0.21113562615108022,,1.1897791400032112,,3.0418916186203306,,1.2121912294398538,,55227.0297148,60501.32816052,55227.0297148,60339.5855474,25,14,0.16450510455280032,,0.04675792920618671,0.17745783150182848,,0.12133073980470235,0.025675373488337455,0.048397490570891405,10,10.0,365.9822328999944,3450.5288351499985,365.9822328999944,4546.59936339
130616.02+323206.7,3.4777002140146154,1.8097880508341462,-2.305524169461918,1.1997900440029023,0.11361470992048167,0.059124861764813214,0.45212111368514,0.25143404478292597,1.8264526043098535,,,,0.1934902903107959,,0.8725762294899605,,2.5365589959287957,,0.6623486715875503,,55363.03527515,60460.08788492,55363.03527515,60300.527006385004,24,19,0.2512926436777816,0.04927934021485361,0.03266949504808703,0.22174600197841182,,0.10593775598349484,0.028573928809428106,0.04618656149719513,5,17.0,4365.63820365,2746.7984805250017,0.0,3477.5517594999983
080054.00+391719.1,16.288548913185295,1.503549446954423,-14.507188293938139,1.3391171339122612,2.2862181044327397,0.21103426614966828,0.5999817198734693,0.060687359708137725,13.368594979846664,1.2046828777034069,-19.900864568119218,1.7933246412842263,1.355848082269858,0.12217940418868405,0.5066590696054034,0.047443700288297065,16.01629918877233,0.7382906669565898,0.5533203947394363,0.038515777044578293,55295.1595509,60392.88768289,55295.1595509,60392.88768289,22,22,3.8104796008033084,0.15759208870185004,0.14035738337514436,2.676056077168066,0.06813010950498599,0.10142038743142545,0.47741822292633307,0.3088906593238514,1,3.0,3635.207552339998,4940.453006315001,1823.796880349997,4940.453006315001
