Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 Normalised Flux Change,W1 Normalised Flux Change Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 Normalised Flux Change,W2 Normalised Flux Change Unc,Mean Z Score,Mean Z Score Unc,Mean Normalised Flux Change,Mean Normalised Flux Change Unc,Mean UV Flux Change DESI - SDSS,Mean UV Flux Change DESI - SDSS Unc,SDSS mjd,DESI mjd,W1 Max mjd,W1 Min mjd,W2 Max mjd,W2 Min mjd,W1 Epochs,W2 Epochs,W1 Min Flux,W1 Min Flux Unc,W1 Max Flux Unc,W2 Min Flux,W2 Min Flux Unc,W2 Max Flux Unc,W1 median_abs_dev of Flux,W2 median_abs_dev of Flux
142641.03+521214.3,1.0724747990690222,,,,0.12276045261843604,,0.5388637337483537,,2.248908577231968,,,,0.21561694967110948,,1.073958765536098,,1.6606916881504952,,0.8064112496422259,,0.31296155113972435,0.16036302526020318,56448,59260.47124129,60461.244877325,55365.5533758,58635.30163404,55553.73073925,24,21,0.22781353602052662,,0.11446465010180201,0.2007683689452248,,0.09587626275875474,0.023603026500410157,0.03574837182884799
144003.98+061936.5,10.47783800974712,1.383559393937385,-10.95827964122506,1.446999917817554,0.7578138849979698,0.10006649448767638,0.8629447129629998,0.1326733489171377,6.785065654568169,1.0694058872909797,-17.903298757668466,2.821769761430329,0.6390225022270365,0.10071743749935741,1.2532012722971169,0.21612262890672088,11.531120515802204,0.9053334640137984,1.0580729926300583,0.1267982730939589,,,55684,59377.22102237,59400.27683477,56686.073539855,59603.431937245,56863.538218055,25,25,0.8781720006093395,0.06915445761641938,0.0723254057080292,0.5099121077779539,0.035693003332881654,0.0941807396950983,0.17631180747971298,0.1532184032490076
144051.17+024415.8,30.311045462532647,1.2549077580222658,-39.980203366628515,1.655220616989499,0.9270405998718256,0.03838041291643278,1.9174280390294156,0.12148311452104998,10.235159082686218,1.3800528109529369,-10.761661457983546,1.4510435085212428,0.6872166910726623,0.0926605359610783,2.3067383616139057,0.5841348620589177,22.822017342457734,0.7213105172484796,2.1120832003216607,0.29831681321471193,2.3758987692267874,0.35795467328924513,55620,59379.18866325,56687.42459732,60133.05995953,56687.42459732,60132.800572435,25,25,0.48348129942914836,0.023187490853176267,0.030584250253516874,0.29791705141273683,0.06385786188831001,0.06714274644105504,0.2198292686252733,0.23835464324514372
145913.90+360051.4,11.232177990517805,2.1035701291069326,-6.069224843806115,1.136648662355792,0.2893561824860512,0.054190827697345956,0.5086897154163559,0.1043730998332511,3.427844307684721,1.1326022759860808,-6.4460053959711905,2.129840134841685,0.2418140078677668,0.07989834750147555,0.6649456848828407,0.23016493974055804,6.7938131344949575,0.8491166139456887,0.5868177001495982,0.12636222087176266,7.024114339595626,0.8709738997614211,53121,59351.30769311,59392.11203098,57933.3530834,55390.72056205,58296.89438053,25,25,0.5688264844301343,0.047675970149853766,0.025761360150304374,0.36365978961179807,0.03751377682974058,0.07054404639255507,0.050552402362360915,0.049099021037562474
152517.57+401357.6,9.039425680569419,1.367194491683998,-9.695624531307676,1.4664432145433688,0.4136837043656516,0.06256880712276872,1.0492734911775212,0.1951417313577363,2.46120606375578,1.0889416405854404,-5.7099493363739136,2.526323045264419,0.29513761900154467,0.1305813632457852,1.1877614317839063,0.5806998053927198,6.7265514030016975,0.851020655786566,1.1185174614807138,0.3063056313963382,3.465105569589358,0.5656090132414331,58175,59354.31774043,57940.65412069,59599.47331383,58301.083474245,59761.070514155,25,25,0.3942572721449441,0.04266705079490706,0.04576437917453982,0.24848223818673387,0.05168830783163673,0.11991585074805443,0.11129239550278269,0.06202044945527352
152551.37+184552.0,14.689750880450369,2.0757898573318427,-8.075554972401072,1.141146316262236,0.4291810381145852,0.06064702207190143,0.6099029562601278,0.09772182735175798,3.8980572300155942,1.0945815336312736,-8.757827764959645,2.4592139059512292,0.3574652324598345,0.10037688501668822,0.996181750543879,0.30180882767187356,8.85529771195667,0.896415089952442,0.8030423534020035,0.15861756208065161,0.4649813783072012,0.0736116952479868,54328,59370.28410066,57591.21193473,60343.7808928,57591.21193473,60343.716396045,24,23,0.7036874206124303,0.05314570200826439,0.029216359188620023,0.3588353553602759,0.040816654774836356,0.09170343362516627,0.13100150027840807,0.054723090030382004
153149.94+372755.4,6.9792672679632135,1.245723752390854,-9.395244664703197,1.6769495978565394,0.18869602039055725,0.03368019959074378,0.8871210163720868,0.17913249061578917,1.6565536401884777,,,,0.15971382380903157,,0.7741893873868492,,6.010355190951629,,0.830655201879468,,7.257603744721763,1.532899325089856,58230,59351.33843032,59238.872670335,56686.001594044996,57944.68003351,55586.20216345,25,22,0.21270606479625112,0.020084205055294138,0.027036652007399787,0.20629813119515847,,0.09641331251480623,0.020457833736197528,0.04341129781812851
153714.41+454347.7,10.960194403921333,2.5408602514138665,-4.692261831544113,1.087789243294013,0.46341696280965883,0.10743219483522323,0.5834349250360255,0.15348195330843067,6.43739514186571,1.3651988842514957,-6.92646452396546,1.4689173852988988,0.4246194506175434,0.09005039887089258,1.0653799743944639,0.2791081237139839,7.254078975324154,0.8536957352240603,0.8244074497152447,0.15926240510122897,6.4200967992093965,0.8293664344693452,52781,59385.20038910001,55394.096218299994,59234.16428302,55394.096218299994,59598.32905396,25,25,0.7942907476460107,0.09876195733458447,0.04228181962209153,0.3985615093421357,0.06130392340108965,0.06596137742982772,0.060719304016706,0.0504821331552352
153938.92+373853.8,2.5917149784388225,,,,0.19755869475160873,,1.0644286663165168,,2.4953721846936197,,,,0.4634256060996407,,3.062561368100522,,2.543543581566221,,2.0634950172085196,,0.9831014138072105,0.23023178010277257,58258,59375.27554403,58671.47422257,55223.7227434,60498.32617102,55590.13671765,24,16,0.1856006898379257,,0.07622701431104613,0.1513196146619811,,0.18571402251826408,0.029284044637492512,0.0656546809217134
154742.72+012541.0,6.5208927326503625,1.392658182441476,-6.727588206512144,1.436801853369526,0.4366013291697427,0.09324435141964606,0.7807381044264183,0.1897678960292309,8.797350001772612,1.6173253556729867,-6.920953905588238,1.2723643181976885,0.3475644559313928,0.0638970607279764,1.000783530170911,0.2340801053231817,7.24169621163084,0.7175718014288153,0.8907608172986646,0.15066963037675576,5.553087729429766,1.0222786190214688,55359,59352.33037624,60149.6947924,56702.9365829,60354.15920529,56702.96949978,22,22,0.5592161144619665,0.06489715419072813,0.06695422652540547,0.34729234190338515,0.05021915485533811,0.03950785814607361,0.09107584709568856,0.08063355998999908
155426.13+200527.7,,,,,,,,,5.271682946056928,1.340208997822679,-5.908116663675897,1.502008218981961,0.4186913112793698,0.1064430217880421,1.7848371553975908,0.7047185941253045,5.589899804866413,1.0065024649416205,1.7848371553975908,0.7047185941253045,1.8113957565933732,0.19481180796057207,55332,59374.2967292,,,56699.73881601,59781.64855148,2,22,,,,0.23458235952405532,0.07086713670594133,0.07942270344473945,,0.052190154971743286
160047.63+331310.7,16.96870504468777,3.666718943165056,-4.81010165544114,1.0394011099908393,0.6015031189994255,0.12997708870533564,0.43416853222787155,0.10167412075965623,14.700738376807296,2.4025628760302977,-6.729377616924178,1.0997918898222427,0.5586728268861432,0.09130470588070269,0.8088391137872446,0.16409017497207534,10.802230673465097,1.1593918947505792,0.621503823007558,0.09651840803004298,2.880479916356664,0.4096682642489373,53142,59358.30611962,56696.64068172,59411.556539234996,56696.64068172,59411.91594998,24,24,1.3854138988675695,0.12504998066288497,0.03544779153243237,0.6907094592276299,0.0830199847131625,0.038003045327814046,0.11614164967820706,0.09599438910565172
160139.10+412529.3,6.612410106546455,1.4607112473317243,-6.210335268406638,1.371891100233096,0.416266487666735,0.09195514655391566,0.5834342296180761,0.1400541096778874,4.427505449457671,1.1115178905660599,-9.124087651573284,2.2905870530455976,0.3847984721358081,0.09660301741555774,1.1008753421724118,0.3066350356774336,6.593584618996012,0.8100163427212717,0.842154785895244,0.1685528097826959,4.804401654821348,0.8774557217176495,52824,59354.34563381,55407.7883856,59406.88502678,55407.7883856,57420.06480639,24,24,0.7134762866745556,0.06702802178561527,0.06295230951489542,0.3495386420196007,0.04217391226721245,0.08691089746325267,0.04585477239664487,0.030676650212879436
160310.99+432928.9,6.9186190870280155,1.1082548352733002,-14.482189180890165,2.319820759486077,0.5496662228246615,0.08804795314920559,1.0137229055840073,0.17720951605458235,7.334425862875191,1.1871313323813835,-11.464508404670571,1.8556158848674889,0.4607451806523122,0.07457503155968409,1.4254947489690133,0.2909483863529823,10.049935633865985,0.8464037249055324,1.2196088272765104,0.1703336256451611,4.793372362969564,0.7312110068380218,52756,59321.47337727,55226.6328018,59244.19966647,55226.6328018,59611.03515975,25,25,0.5422253160078275,0.037954636274878134,0.07944738912643012,0.3232177326402257,0.04018883011718212,0.06281952933555102,0.12730140706590787,0.1041044067869209
160337.12+242513.9,6.2857286215774755,1.5573306404160594,-5.265089110541348,1.3044604834227196,0.3527612430730771,0.08739891994431837,1.2511261142576153,0.429502329824071,,,,,,,,,5.775408866059411,1.0157381400230732,1.2511261142576153,0.429502329824071,5.652407444531694,0.5477419124608165,55327,59376.29986629,55238.7446774,58525.01736023,,,9,7,0.2819549836367984,0.06700005178769078,0.05612097885710943,,,,0.09367891809150175,
160730.20+560305.5,10.034737961715978,1.3016765008813833,-12.04240290136442,1.5621048532264137,0.5305848801407476,0.06882589987273298,1.342070233981863,0.22951592277344413,3.735400127478881,1.0796593137888668,-9.177465299647595,2.6526036166375,0.4090220157246915,0.1182214525221184,1.513042828632885,0.5034623145043982,8.747501572551718,0.8780839747096271,1.4275565313073741,0.2766549570008963,4.777748785122151,0.8103733162545272,56430,59311.39483457,60324.94618947,56853.41685292,60485.617917205,58134.07893301,25,25,0.3953480724824107,0.04405971835410286,0.05287481169563251,0.27033075864366957,0.04456808087745071,0.10949884932427603,0.03126111894663164,0.02908613407340127
161903.04+540529.0,3.8766636289420857,,,,0.2534469736479388,,0.8914713792809346,,3.601379677211302,,,,0.19327710813322407,,0.9373138088682861,,3.7390216530766938,,0.9143925940746103,,3.7446865659039634,0.5601775359508876,58248,59311.39483462,59601.95277795,55399.191504999995,59968.39715058,55584.0826202,25,24,0.28430186267154245,,0.06537760247130409,0.20620320143003878,,0.0536675178560697,0.04503286210411561,0.033395865882659664
162106.25+371950.7,3.0494409352518477,,,,0.10179946954316904,,0.5310869237397484,,2.6574015560456106,,,,0.19493570560204163,,1.0370412546418988,,2.853421245648729,,0.7840640891908236,,1.3242727260042457,0.29296670149650805,58247,59350.3985472,57793.668208635005,55417.04857545,58686.78098231,55417.04857545,21,13,0.19168137077510577,,0.033382994360165105,0.18797295163474956,,0.07335575805566956,0.017235582427201912,0.02577166969062944
162829.18+432948.5,7.985164052286844,1.3320717579518493,-9.073961193074927,1.5137030822284203,0.7728346824918702,0.12892299361317167,0.7897813891022716,0.14860489187889345,17.7190288557402,2.0460844144996835,-9.926258531762658,1.1462232519337276,0.5920719925845451,0.06836883026445094,1.0239511559882701,0.158548276218261,11.176103158216156,0.7732238261013427,0.9068662725452709,0.10865193254392626,,,52057,59316.45961607,55237.2192957,59417.244143025,55237.2192957,59417.244143025,24,24,0.9785425348783359,0.08517059595556599,0.09678382027361612,0.578222886044896,0.05964704532830738,0.03341447194453546,0.07710189412850643,0.05832983854116319
164331.90+304835.5,32.53056436434043,1.102713138757663,-69.99847576028796,2.3727912632985872,3.802784482249248,0.12890586113030153,1.3216668688959223,0.05128278420677901,58.2038676404562,1.3885478183437814,-60.4174841656805,1.441357236709881,3.5844807570234334,0.0855136116693489,2.0310981429343893,0.08372682526759004,55.287597982691274,0.8235475993080978,1.6763825059151558,0.04909201876422637,,,52793,59386.27511551,55248.53574675,59997.2325787,55248.53574675,59997.2325787,23,23,2.877263985156843,0.05432667555893654,0.11689881674533165,1.7647993867223104,0.059328533892504566,0.06158492386048829,0.3416116535283815,0.42784560186655907
164709.87+532202.2,2.5293727797844516,1.363961168775167,-2.726874469409041,1.4704637126344322,0.10681914492751277,0.0576020928695652,0.38803359829190914,0.21640952886956472,3.183351430340798,,,,0.180125468554885,,0.8836490894898021,,2.8131995598447634,,0.6358413438908557,,1.554788312780266,0.45009566708283266,57190,59383.31718659,60348.0277466,57059.04744414,58885.71182019,55412.5535507,24,23,0.27528323680661043,0.039172740119079355,0.04223147563745653,0.20384275918723024,,0.05658359515009671,0.02408076820769814,0.03311949242992257
164725.15+351754.3,3.9798693544601496,,,,0.30198851452688935,,1.7076967355180996,,,,,,,,,,3.9798693544601496,,1.7076967355180996,,0.010083956548607206,0.2086119492089771,55828,59312.45872119,57074.91339049,55248.17098725,,,21,6,0.17683966259692402,,0.07587900195478971,,,,0.031483442088226954,
164900.95+452016.8,4.180657910189472,1.366599967416923,-4.488342541004764,1.467177870579492,0.1858402414220855,0.06074863653712937,0.6572943239303801,0.23543687474155023,3.2765783691458488,1.309717667942669,-3.8739866642188745,1.548514397604477,0.2861992191879307,0.11439988051301948,1.1988727058415964,0.6060501194601123,3.9548913711397398,0.7129806968009218,0.9280835148859883,0.32508739951191773,,,58021,59354.40581205,59992.577792134995,58328.11060375,60519.185835615,57797.8251738,22,22,0.282735198914892,0.04140509324417185,0.044452391325570814,0.2387236090982835,0.07387718234327945,0.08734697814126699,0.027042980944557565,0.029425691524762015
213135.84+001517.0,2.1926712443449046,1.5635815936717972,-1.8241962068982582,1.3008241065359483,0.1182650572906829,0.08433415051671336,0.527566111908588,0.40596648885133,,,,,,,,,2.0084337256215816,1.0169723147920848,0.527566111908588,0.40596648885133,,,55450,59382.45074191,57694.94253428,56795.33713977,,,10,1,0.22417106523926014,0.06483132507537274,0.053936520395248065,,,,0.018829618365837075,
213400.68+013828.4,1.9311939132024194,1.2149640081453372,-2.798721419073422,1.7607479858721165,0.12665132208343294,0.079679620396186,0.4407885052613455,0.28586908326842875,3.686152821654084,1.4711182171280166,-3.4163442510400976,1.363439473849707,0.2693082666436669,0.10747907540764638,1.4694479048488394,0.8622054004069312,2.9581031012425054,0.7331237539826913,0.9551182050550924,0.4541803841150585,,,58040,59380.4539827,55512.2460684,58059.077703335,60082.797086875,55512.2460684,22,17,0.2873290037550793,0.04525327930829343,0.06558187720953007,0.18327173474814024,0.07882937047742676,0.07305944155696194,0.02541289097278726,0.04364547664054122
