Object,W1 Z Score using Max Unc,Uncertainty in W1 Z Score using Max Unc,W1 Z Score using Min Unc,Uncertainty in W1 Z Score using Min Unc,W1 Flux Change,W1 Flux Change Unc,W1 Normalised Flux Change,W1 Normalised Flux Change Unc,W2 Z Score using Max Unc,Uncertainty in W2 Z Score using Max Unc,W2 Z Score using Min Unc,Uncertainty in W2 Z Score using Min Unc,W2 Flux Change,W2 Flux Change Unc,W2 Normalised Flux Change,W2 Normalised Flux Change Unc,Mean Z Score,Mean Z Score Unc,Mean Normalised Flux Change,Mean Normalised Flux Change Unc,W1 Gap,W2 Gap,SDSS Redshift,DESI Redshift
095842.05+324014.5,11.524889813510459,1.3641316504173917,-12.421434067720265,1.4702501828248549,0.30818650925239477,0.03647817708504311,0.4932125305512227,0.06261434960627385,7.925091452233107,1.1459956170889163,-14.15858844658126,2.0473808285677095,0.3593772601722588,0.05196719400919764,0.5976612763856209,0.09278784978343436,11.507500945011273,0.7716688478283853,0.5454369034684219,0.05596905806794024,2547.586405089998,2914.6716423899998,1.3288870000000002,1.3266032662386609
161547.57+534631.8,3.8305984879461943,,,,0.18079818174887716,,0.9777196790115608,,2.739993178633261,,,,0.23337179738962155,,1.358792152362322,,3.2852958332897275,,1.1682559156869414,,4933.349891809994,4179.100476669999,1.12510085105896,1.1255649158266914
100254.95+371247.5,6.625714099884104,1.547298930063655,-5.611518977026701,1.3104545681102036,0.12197439967799284,0.028484606379290678,0.17349583905527058,0.04087872469645535,8.496853512213692,1.5545414888428952,-7.13895474103538,1.3061071743744663,0.18354472955864298,0.033580418533427525,0.2180954144828201,0.04072619040929225,6.96826033253997,0.7173710836076825,0.19579562676904533,0.028851744826190826,1078.8344913300025,4366.393691559999,1.662711,1.660719793856347
100631.20+020904.2,10.708574307265765,1.4317048904232346,-10.451598943169321,1.397348040021072,0.2497282223881463,0.033387928869973035,0.48005153837863834,0.07206537496184873,5.080368940468105,1.1822851384556121,-8.054969002161625,1.8745233374918724,0.2508788085565356,0.05838361158127091,0.5772562962929613,0.13892445338822795,8.573877798266205,0.7464079116687474,0.5286539173357998,0.07825187221020621,1462.58375772,889.2462309200055,0.740843,0.7397763611913234
141449.16-014458.9,7.419731323055465,1.4768350186711237,-6.827403468005388,1.3589371486830129,0.2819027588298063,0.05611036949629263,0.31269397783242886,0.06311144138580028,6.660634595290874,1.2490611817635167,-8.89942508710942,1.6688990001312838,0.25424763446605025,0.04767876787465096,0.3255080012088678,0.061996847613459666,7.451798618365286,0.7234090109885851,0.31910098952064836,0.04423421511624188,2011.6310081100019,2718.958356969997,0.806516,0.807426478872544
085523.95+315934.6,4.158934943100951,1.2250825976388828,-5.8767619487144565,1.731096757303062,0.16710977026122303,0.04922492759403733,0.4098473568264754,0.12447969811277208,2.9946630758492274,,,,0.3416658401113086,,1.3443305302694701,,4.343453322554878,,0.8770889435479727,,1984.0894149950036,1629.476763339997,2.313,2.3112288222229047
142754.30+344651.9,4.325969853525629,,,,0.11178703405546947,,0.4940965101772325,,2.2289312749237893,,,,0.18857307435574622,,0.8471969729295912,,3.2774505642247087,,0.6706467415534119,,1462.4702731100042,1826.3253259699995,1.757463455200195,1.7586030821739405
140959.26+520912.0,2.69486556582781,,,,0.1604137182881796,,0.7597350514963735,,3.252516684437178,,,,0.27224273577889735,,1.2130002590527689,,2.9736911251324942,,0.9863676552745713,,5097.1704574749965,3289.2432501799994,2.58,2.571513410293006
125449.57+574805.3,38.0015333704029,,,,7.81653910487301,,45.923487743737475,,,,,,,,,,38.0015333704029,,23.568244001395122,,3268.2320060899947,,0.80717415,0.8038781947309305
120800.48+524123.4,3.761527854386175,1.3567854659470242,-4.10204744533254,1.4796110968479146,0.08567215961176017,0.03090200192509229,0.3228939689528454,0.11854145278002635,4.039773941293949,1.3014893919203956,-4.849718789102299,1.5624284055339903,0.10585197762374898,0.034102211656669545,0.2620617066570621,0.0864618151202807,4.188267007528741,0.7143691691897379,0.29247783780495373,0.07336164103448889,731.1470149699962,1253.6282705000049,1.9044448137283323,1.9040774391233013
