Object,Median UV NFD On-Off,Median UV NFD On-Off Unc,SDSS mjd,DESI mjd,Off spectrum 4000A flux,Redshift
113253.60+530338.5,0.7192495273959251,0.194951676301205,56416,59307.39542858,2.824476560742443,0.509
013332.08+245953.1,0.0794392834959885,1.3501625582184082,57062,59225.08830371,1.759135080657506,0.5090037000000001
111802.18+541840.6,,,56636,59307.39542848,,0.508
120448.23+543901.4,,,57430,59309.24652879,,1.1944966316223145
162054.47+434307.5,0.6821823756790033,0.2273145828683926,57905,59311.40505385,0.9179966087880452,1.196912169456482
121335.00+523634.3,0.113851433601098,0.1650612450221011,52430,59309.26052946,2.832128175201284,1.194812
122442.34+542122.0,0.9479958533064272,0.1041749596870529,52707,59307.32351864,10.146872874325028,0.463965
020106.36-030041.4,0.1714403799510777,0.1215571638911132,57332,59217.19524616,5.0078287543889415,0.46394148
120629.59-004831.2,0.7123422577264914,0.2247569800244373,51999,59312.19257056,3.773821759853998,0.4629140000000001
114749.54+530005.8,0.1235471334797805,0.0980466933794379,57423,59308.26450975,6.4238100063525385,0.46441278
114845.68+554057.1,0.0757515146543487,0.3355993367983731,56425,59300.38079037,1.3484277397475897,0.4647747
160534.46+433654.5,0.1101393010362575,0.345043687639966,57897,59312.38316145,0.6081613670943589,1.1421608924865725
122359.47+454606.8,,,52821,59335.3873082,,1.144593
124822.42+584840.6,0.3626341116100188,0.191346056486818,58487,59308.28495262,1.600368402002858,1.1388822793960571
123453.45+580131.2,1.1422461082719957,0.3776053996865699,56442,59307.3128033,0.682248505435678,1.144
153947.62+431341.6,1.7460151305471627,0.1410771043614697,52466,59338.41097757,8.126598584852424,0.347375
123807.76+532555.9,0.9331877368852078,0.1233088820583997,58172,59309.27937448,9.518468024694862,0.3476118743419647
123401.63+582857.2,0.4567472574127523,0.1214403072996226,56442,59307.31280328,6.3144957144027885,0.34846267
112015.67+542742.9,0.3833613532003659,0.1136329968339319,52707,59307.39542848,9.38690952580165,0.347079
115715.92+285401.4,4.501187926349181,0.2294459355340752,53729,59283.31880658,4.737863396253828,0.349155
093442.68+325334.5,0.4151523808462659,0.6528213611835925,58224,59294.18947308,1.1017344170427907,0.6016913056373596
141658.28+521205.1,0.4654809135842268,0.1744062087094515,57038,59312.31410948,2.33450467599571,0.602
145954.07+351733.9,0.2353386106387847,0.5963809124967836,55653,59348.45952601,3.991990229849346,0.602
121359.29-002000.4,0.0695720665875663,0.2235021696412734,55323,59310.21218797,1.3474210593196214,0.601
095601.64+005805.1,0.2220299954282886,0.1555764261761794,51908,59312.12678917,3.880197902455956,0.60187
165220.33+305948.5,,,56062,59348.20033156,,2.323
123850.21+583400.6,1.112786043516297,0.7121738909156157,58191,59307.31280329,0.4319758725093215,0.79871416
142653.5+511907.1,0.3202580168287166,0.5469407184829442,57513,59314.25563001,0.3699139017241944,0.79831856
140640.19-010806.2,0.2141698273536965,0.1861426233713746,55363,59341.22485925,1.9482359665717923,0.7983958999999999
155920.40+421207.2,0.1044152816634934,0.116018727554213,57843,59312.38316135,4.397453497591722,0.797481894493103
121848.81+572521.7,,,56442,59309.26965071,,0.7979999999999999
023044.93+011246.0,0.4921792843269333,0.2674278568957174,55179,59225.15787282,6.698792817089293,0.266
121727.53+544746.9,,,56413,59309.26052955,,0.26821965
161003.12+543627.8,0.4135072659818786,0.2678057855311683,56804,59336.30977083,4.393304550874605,0.268
100512.45+411813.6,0.1708265723540108,0.3615475014145136,55630,59218.44402793,1.3403124298651288,0.26847926
142038.52+532416.4,0.3720076695172409,0.2774376859263743,57428,59312.31410947,4.428007108095683,0.26484117
141648.88+530903.5,0.4981851352412306,0.4678324803841052,57435,59311.26616103,0.6869211811027718,0.59951186
141320.04+520527.8,0.8620318286097113,0.4939209662602145,57159,59312.25883456,0.6967611892416872,0.6
142554.48+351919.8,0.1076366770241128,0.4130318455330726,58223,59314.32163577,0.9083715725906532,0.5998753000000001
121938.27+552318.3,0.4102455367207582,0.293266560519725,57867,59307.32351873,1.2735440013197872,0.6
142628.80+021305.7,0.7238529807808273,0.1258329376479059,55629,59311.34644747,4.021785113394602,0.59876657
161809.35+551522.2,,,56809,59321.46172222,,0.13442945
234329.77+273118.2,,,58013,59203.06679002,,0.14020497
234212.44+275213.9,,,58013,59203.06679002,,0.14173993
115346.15+561935.2,,,56425,59309.24652873,,0.12916419
101549.73+331002.0,,,58171,59218.46286913,,0.12755351
140518.48+043406.9,0.5334829476555898,0.228191844865253,52045,59312.30703381,4.698574034634655,0.352332
165101.20+345355.2,0.4535172153537732,0.7714254275869108,55746,59315.45878766,1.3058200778539164,0.3520689
141745.79+512959.7,0.4810544637307878,0.0930248458633607,52725,59310.24440566,9.850857008778014,0.351585
143929.51-001118.3,3.384187980773379,0.3757513422474896,51663,59318.40126096,2.399560503466975,0.351469
142557.63+334626.2,0.175591338047003,0.0557791105331402,53472,59318.35398228,28.089131509868608,0.351719
143822.20+642000.6,1.128185856004051,0.5155535052103948,51988,59348.46373633,1.8907750273427653,1.162792
162054.19+435910.5,0.0304561456088284,0.2133656746875734,57900,59316.45961604,1.1014547054565602,1.1553407907485962
133521.81+321404.0,0.4671921144765703,0.3068381571350099,58492,59292.39605595,0.7431604144109808,1.1550885438919067
113614.74+535157.2,0.3262047917501681,0.4198085413965358,57049,59307.39542855,0.4895369147992141,1.1560307
123711.72+564414.6,0.3213203264557038,0.2342873301926386,58199,59308.2849525,1.2605603330898538,1.1546339988708496
142951.20+034612.3,,,55653,59313.36821482,,2.694
160106.93+424432.9,0.0520839874578888,0.1472199044220895,52764,59311.38455022,7.587696571313945,1.049239
092317.74+331948.7,-0.0283633426441211,0.3506090649408998,58161,59294.18947304,1.4709806545845456,1.0492615699768066
160556.08+421201.8,1.4024255437745017,0.3566121311433998,57896,59312.38316148,0.6282475914225282,1.0491648
120539.27+531640.4,0.2700355916359788,0.6682621698033289,57429,59307.34375238,0.3747565910694544,1.0523350238800049
103233.46+315914.6,0.14428255825361,0.3773247167073362,58485,59224.46974158,0.4452717643550755,1.046915888786316
145916.67+342802.3,0.9120092761623332,0.793948788518726,58220,59348.45952607,3.217053476426585,0.5396751165390015
122721.71+452247.2,0.1643737550836239,0.1606649657169518,56777,59335.3873082,3.94817508651564,0.54
121743.38+564206.1,,,52791,59307.33334729,,0.53969
072822.23+403140.3,,,56193,59231.12895143,,0.54027253
123634.73+611152.9,1.379028018483642,0.1369900870554348,52373,59322.2792173,5.722132220471928,0.539737
020605.22-063303.3,0.0631646301564983,0.1490106707480951,56660,59217.22093664,4.431895774244811,0.3971392
130246.26+292444.4,0.1456486311005019,0.1119980304223627,53499,59321.23551852,6.951216082103157,0.396801
121415.15+005511.5,0.0350523989198685,0.0648846289360006,52023,59216.45743115,12.856626897535056,0.396025
143314.19+355028.3,0.3571440785840425,0.190029776304238,58223,59318.48842594,2.81536450289281,0.39725587
131945.95+053002.8,0.0992228963470185,0.2130198257826121,52376,59266.51094458,3.449492732448972,0.397889
023315.18-025108.3,,,57282,59220.12684115,,0.5535911917686462
115240.52-003004.3,0.821388165381249,0.1430991861971622,51943,59317.1272253,4.572519691365569,0.552505
140614.86-012937.7,0.2322993593111769,0.0729453194299168,52443,59340.30464791,13.319677442412894,0.552063
141638.19-005352.9,0.6109101298640693,0.1388661364043651,51615,59338.32136572,5.246694259728852,0.552298
115145.57+562212.0,,,52790,59307.35829042,,0.552292
120710.25+000806.1,,,51999,59310.16505079,,0.384165
160120.37+541708.2,0.265638339475914,0.3974147741731496,56799,59334.41045544,1.0138743245180215,0.3846049
160113.63+541207.6,0.2652556788622268,0.2542371188525849,57897,59312.49146153,1.846236614222013,0.384359
114703.29+532340.4,,,56396,59301.30806153,,0.38539648
161217.95+545042.3,0.1017861435636561,0.9294314114370624,56810,59337.42374023,1.1498473002337546,0.3828275
120036.19+543502.1,0.1850915772133076,0.5392427698789715,56412,59300.38079046,0.9445551230630772,0.43730184
162935.00+315820.2,,,55749,59377.32968671,,0.4360899
162845.69+442413.2,0.2899952164703255,0.2048666330302679,52057,59315.45329663,6.636447744592378,0.436786
130345.98+263314.1,0.460181750755722,0.0733986782816649,54153,59267.50019488,21.027221958610838,0.4356
123007.31+611532.9,,,56443,59335.29963897,,0.43675435
124939.87+581115.5,,,56443,59308.2849526,,2.6630000000000003
161506.85+544612.3,,,56430,59311.39483467,,2.664
143132.84+342115.4,0.1522177493463639,0.226056226414982,58223,59312.3208087,1.1604849234347747,0.9938564896583556
163102.45+313615.0,0.1040144761990765,0.2822582563500228,58255,59308.48025930001,0.6043110243875011,0.9958403706550598
131910.57+175223.2,0.0170315666175909,0.1050213827457489,54484,59290.3457026,4.401323296839259,0.9962
172130.96+584404.7,1.7297179793726003,0.1286477577579561,52017,59314.41581067,3.624564882946866,0.995725
121448.31+554928.4,0.2776321547846516,0.1065937826712306,52707,59307.3333473,6.008334239256188,0.9953
122743.12+542833.3,0.4052203049683986,0.5318022996952303,56419,59309.2793745,0.9611372986046198,0.46878317
103548.55+311323.2,0.374718086484988,0.1956938719510066,53383,59224.46974161,3.227245384277424,0.4693479999999999
160244.07+425630.0,0.0078088720795706,0.1210754746667659,52756,59336.30256268,7.538971243744159,0.4692270000000001
154643.07+420526.7,0.1317151065400016,0.1734127077917864,57903,59340.38316703,2.9791338465265955,0.4682267308235169
092907.48+640132.5,0.495865000779553,0.3309694326864613,56693,59202.40698597,0.9878629553315876,0.46997944
142823.15+340445.8,0.1646634098506181,0.7307152513816717,58223,59342.38074746,0.2327398195800866,1.4185384511947632
102144.38+331709.1,0.2905413779316086,0.4616086296134496,58466,59203.43642803,0.3678292378546575,1.4180808067321775
013313.03+311507.3,0.368772142889114,0.2316476960118341,58130,59200.06640136,0.993119386526754,1.4192460775375366
164551.37+301225.4,,,52790,59348.20033153,,1.417534
114246.89+504100.5,0.2610613571815687,0.3859800907857492,57071,59308.27622294,0.5818193813807311,1.4147882461547852
022108.81-035944.0,0.8165103361782873,0.2355958093951736,56217,59198.17546592,1.3083040340090812,0.687
123215.22+584029.7,0.0860737466701334,0.2670184236567453,56442,59309.28877982,1.6340924925802267,0.687
164239.69+305545.9,0.0568398500797032,1.5009867282296478,58252,59356.39891113,1.668487713127755,0.6885595321655273
161339.24+534552.0,0.8361851805473293,0.3414219307488759,58248,59311.39483452,0.820579194934703,0.6869442462921143
165358.91+355318.3,0.0796774502307915,0.0738516982406336,52409,59314.38495281,11.49152768978163,0.688621
095037.35+324121.8,0.6956550100018858,0.2973516963177737,56325,59280.39813613,0.8046363046201298,0.521
171352.42+584201.2,0.0879439935582818,0.0377922125863357,51703,59314.41581071,21.76711278551683,0.5215890000000001
170956.01+573225.5,,,51788,59383.34423492,,0.522184
153938.14+433708.6,0.0870544029770066,0.2218698299953481,57901,59338.37569316,1.5215417136630658,0.5217149257659912
155028.39+432634.5,0.5406547226687963,0.3031670209524999,57843,59348.39990542,1.2068075685011146,0.5215598
113016.42+513021.9,0.2436739765982535,0.2524292903248269,57064,59301.38338885,4.046658422047452,0.3608998954296112
100043.13+020637.2,0.2006359588200271,0.1881810519634809,52235,59312.12040938,6.007003511521866,0.360083
154713.96+434217.3,0.1088941509609613,1.002189698031144,56101,59341.48057359999,1.3414863864092208,0.36209613
154755.47+424120.0,0.4325348213409263,0.3737331772280527,56101,59338.37569321,1.3162200989907258,0.36224857
102626.26+320926.3,,,56370,59203.43642803,,0.3574992
164627.13+325855.7,0.0096216545993174,0.4451305051535643,55831,59323.42936785,1.0081751485878774,0.4650682
160433.83+535446.8,0.1604518709748964,0.1751308138512984,57544,59311.39483454,2.045246019795288,0.46493042
124331.99+572854.4,,,52765,59308.28495249,,0.465808
112016.38+515900.3,,,56411,59307.41167827,,0.465
022258.90-045852.4,,,56217,59198.17546592,,0.46608987
121405.12+010205.1,0.2998097396354118,0.2220483611293234,52023,59320.21766013,3.4484460755202284,0.492604
015323.38+045923.8,0.7408020513001377,0.4438581636846903,55511,59217.16862422,1.558369488546978,0.49206805
085524.55+312152.2,0.0043797935928213,0.0636652650739471,58140,59226.37565145,9.017312493946712,0.49280843
122256.17+555533.3,0.1696741603310298,0.397176285132943,57867,59309.26965079,1.1093372526251724,0.49313906
160205.95+440714.2,0.278589924002473,0.5186312554821695,57897,59311.38455029,0.5059644697795461,0.4931045
074417.57+311649.4,0.0845168161527478,0.1936497586495944,55538,59220.29517074,1.4292510102308018,0.70568824
092459.18+313426.9,0.0663349097953216,0.5029783012552378,56329,59294.18947299,1.3125477053573578,0.705
160434.01+540300.8,0.3054674992499165,0.2259129126034426,57544,59312.49146149,1.223929279935654,0.7058015999999999
130928.54+003534.4,0.1367694403445159,0.0556434705441917,51986,59263.44768631,12.266231953599936,0.705873
113354.23+511800.9,0.0865553386575083,0.4289468751266452,57134,59308.27622287,0.6087097837279956,0.7049779891967773
112301.33+513306.4,,,52365,59307.41167827,,0.7167
092038.84+321009.4,0.1561510717407459,0.2016081573477079,54550,59294.18947299,0.8741460644561008,0.7165
113535.03+552455.2,0.375807478278352,0.168408346603735,56683,59308.25597078,2.5178397330016065,0.7173788000000001
172701.43+570548.5,0.3178175327509928,0.0568011890091894,51818,59314.41581074,7.504351921912652,0.717392
111353.73+515725.8,0.6245241848355716,0.2988389801674638,56411,59287.31454322,0.6148270378249369,0.71659195
155716.21+425652.5,0.2512742625168777,0.1570458543958651,57843,59340.43845644,2.712419302050971,0.5752630829811096
161848.25+540918.0,0.1265052730384272,0.1637091257733953,58248,59311.39483462,3.38629585884818,0.5750776529312134
081445.86+320536.1,1.5656688916384192,0.2062632000976979,55506,59220.32102505,1.3149064427308093,0.5760000000000001
120137.55+534903.0,0.0381465817327284,0.2418571825087327,57423,59307.34375237,1.6428432735408,0.57512366771698
161758.81+442259.4,,,52443,59312.44716138,,0.575191
140447.81+053708.2,,,53491,59341.26592929,,0.603961
143005.51-011321.6,0.06441870978788,0.1109914071306147,52404,59339.33719251,6.368652474047411,0.605186
160235.34+561800.6,0.1642388528872446,0.1426523711279755,58199,59340.42647768,2.8866305732600512,0.6033368706703186
140716.83-012244.4,0.1823848213514997,0.3381800312086888,55363,59338.24905406,1.0822990490561792,0.60404736
130451.41+245445.9,0.377829047180773,0.0534049494568529,54505,59339.19452409999,20.89100181407184,0.6024
121449.54+572734.1,0.2336431791955308,0.736269318197911,57887,59309.26965071,0.324241707441036,1.3896980285644531
143740.56+341442.6,0.0710022032172044,0.0612684045250406,58224,59315.49661804,7.019125643614666,1.3880479335784912
141440.34+532057.1,0.5175492254531713,0.6203835593269638,56808,59312.2588346,0.2497494044666447,1.389
142832.27+531022.0,0.6712003706149183,0.2931497522831459,56448,59260.47124129,0.7389615346713552,1.39
121833.92+533148.3,,,56419,59309.26052957,,1.388
135628.71+052144.5,,,55677,59312.30703376,,0.26023242
115758.72-002220.9,,,51930,59307.26628684,,0.260354
164729.85+354605.8,,,52409,59325.40883525,,0.259863
140750.73+513521.1,0.4664241807920398,0.1273141891545878,57835,59280.49703629,4.316237320334245,0.2602907
115755.47+001704.0,,,51930,59312.22218401,,0.260553
100033.11+021729.9,,,55630,59251.35798574,,0.18544333
142120.51+522737.3,,,56449,59260.47124118,,0.18444078
141500.75+510946.1,,,56415,59339.48435573,,0.1859254
125731.87+272313.3,,,56334,59322.22408772,,0.18739115
155018.40+425153.1,,,57843,59338.37569319,,0.18173876
112523.69+513149.0,0.3416920023520488,0.0507102841283869,52365,59307.41167828,11.753416657644694,1.201064
115918.06+514640.1,0.5127710730753252,0.4479575673072656,56416,59308.26450980001,0.5754016516257413,1.203
162659.42+424450.0,1.0602850509718191,0.2736660137237245,57905,59311.40505396,0.8639033062435509,1.2009999999999998
142854.61+342244.4,0.6755395676702108,0.3930713730987241,58223,59311.33460279,0.5252039945579778,1.198835015296936
145911.29+315417.6,0.1082347814770133,0.1063264648775795,53171,59292.46147511,4.115270957126899,1.201838
023109.23+015402.2,0.3987905272079768,0.2583925998747614,55484,59220.10123121,0.995873597759859,0.69
162540.29+445036.6,,,56097,59311.4050539,,0.6890460999999999
122444.60+335739.7,0.2663651446178534,0.5490750236872183,58162,59349.15531293,0.5472548336006892,0.6892727613449097
115850.24+532914.2,,,56396,59307.34375233,,0.6890000000000001
123144.58+535445.2,0.1770073782532985,0.9283797274661244,58172,59307.32351875,0.4096115167123079,0.580635130405426
140819.70-020238.5,0.3028621534252845,0.1012989230201226,52443,59353.28063295,9.149996666352704,0.580739
121635.60+444315.1,0.0503416810440571,0.3520408591001674,57785,59335.38730811,1.3752466408030617,0.5820601582527161
120306.40+564015.8,0.3096416478390177,0.6081762047079602,57887,59307.33334729,0.5165331242061805,0.5800156999999999
113143.20+331538.9,0.4543566366867185,0.3449077690171188,55617,59260.39553709,1.261644113435739,0.58
164721.34+334013.2,,,55831,59311.41551933,,2.479
105531.27+314458.4,,,58523,59290.26598608,,2.4815599918365483
112843.94+530928.2,,,56637,59307.39542858,,0.997206
023516.79-022753.8,0.5627903924294289,0.2951707754151583,57011,59220.1268411,0.7239613608864233,0.9970495700836182
112934.31+534311.3,0.1902733312849353,0.2018080241794556,56637,59308.25597071,1.49090658133984,0.998
121937.95+313025.6,0.0904558628499204,0.183337235179706,56365,59291.35192341,0.950929112242153,0.997
155043.59+431258.6,0.027672088215507,0.1590597321354845,57843,59338.37569319,1.829646123147741,0.9972965717315674
154600.61+424039.4,,,57903,59340.38316703,,2.242
082811.85+321357.5,,,55869,59293.17628304,,2.236
160836.53+545121.6,,,56430,59312.44117211,,0.10866224
082012.50+352053.8,,,57749,59254.207774,,0.14358677
022214.03-052931.7,,,56217,59220.16168229,,0.14928433
142758.30+532230.6,,,57834,59324.24757592,,0.08977942
161940.30+540827.7,,,58248,59312.44117222,,0.1528714150190353
161315.68+545443.3,0.0687336438293879,0.3523712941871162,56809,59319.41539240001,3.692088580684637,0.22943264
160809.66+554011.5,1.5027461402603923,0.2433812739067524,57897,59312.44117217,4.497715607188964,0.23133169
121559.09+532335.4,1.8208064790139613,0.2854152584683906,57429,59306.36305781,9.283153815603931,0.23258555
161433.85+544050.2,1.7207309907666597,0.2788539219943733,56809,59321.46172224,6.198498647611887,0.23275383
160749.75+544056.0,1.439073344038753,0.4169266450279931,56430,59312.44117211,3.057283047743133,0.23319972
165451.35+353931.9,0.0531275597345613,0.2220148004461549,58281,59311.41551942,1.1986398110837262,1.0195243358612058
121532.90+560919.0,0.0504968527222326,0.340879590044559,57887,59309.26965076,0.7112967360406888,1.0194404125213623
123038.00+324627.0,,,58467,59291.35192349,,1.0183523893356323
100104.86+011421.2,,,51994,59198.43399897,,1.021303
115118.98+520927.3,1.2319695414792098,0.3720061405136272,57423,59307.38051704,0.7177856790231981,1.0193299055099487
074217.52+392612.0,0.0720617187636134,0.0507320255269517,55480,59254.19610289,12.04962239980964,0.417
121510.81+562223.0,0.308709764154185,0.0850137415977724,56429,59307.3333473,7.232982857661311,0.415554
123152.87+552625.9,1.3390770189874146,0.220119712243354,56413,59309.27937454,2.458804281064481,0.41099957
113933.38+511550.7,0.289760975983704,0.2547515167617002,56416,59307.3805169,2.0221673403564284,0.41489303
120753.37+543807.8,0.2183711955968937,0.1435431459255457,56412,59307.34375243,4.513751904232403,0.41653734
