ra_sdss,dec_sdss,z_sdss,sdss_name,sdss_PLATE,sdss_MJD,sdss_FIBERID,ra_desi,dec_desi,z_desi,desi_name,MJD_desi,mag
195.1324297888557,31.61659674343776,0.11495648,130031.78+313659.7,6484,56358,822,195.1324005686053,31.61659642086684,1.838400022508344,39628512147017134,59350.19738862,20.75706672668457
194.4462091099403,31.70498972492981,0.05158756,125747.09+314217.9,6485,56342,6,194.44618768582825,31.704992049711947,2.3113105290098934,39628517293426302,59350.19738859,20.71457862854004
197.30046189756845,31.7436221032772,0.90392816,130912.11+314437.0,6487,56362,722,197.30046680494056,31.743627347297824,2.061912593935516,39628517335367759,59350.1973887,20.93718338012696
197.3754270131653,31.877626777358536,0.3213283,130930.10+315239.4,6487,56362,752,197.3754404145716,31.87764615945364,3.1888607379758365,39628522477584715,59350.1973887,0.0
197.10551436573544,31.57953379787923,0.12731433,130825.32+313446.3,6487,56362,732,197.10552205924589,31.57949077697856,2.5747183645271208,39628512176375760,59350.19738871,0.0
196.0154424994516,31.41927917049307,0.51885164,130403.70+312509.4,6484,56358,946,196.0154636219209,31.419279004345896,2.4944538663547218,39628512159599919,59350.19738858,0.0
196.07586504327296,31.743620989983988,0.739128,130418.20+314437.0,6488,56364,212,196.0758845153292,31.743654453933395,0.7390732056177012,39628517314401155,59350.19738858,20.253549575805664
196.1417447280561,30.99252785512925,0.5428932,130434.01+305933.1,6487,56362,476,196.1417600171808,30.992557133034648,3.8568013285241927,39628501816444988,59350.19738858,0.0
196.322286852764,30.94836641173623,0.0,130517.34+305654.1,6484,56358,656,196.3222674043316,30.9483470796292,3.060099167344616,39628501820637426,59350.19738858,21.14451789855957
196.2302600412547,31.12369876821273,0.0,130455.26+310725.3,6484,56358,538,196.23024986828148,31.12371001068908,2.0904443423751182,39628501816446671,59350.19738858,20.868682861328125
196.54313164822128,31.65036971444179,0.8723820999999999,130610.35+313901.3,6487,56362,603,196.54312860981773,31.65037996524669,0.8789273322060939,39628517322787445,59350.19738871,20.866043090820312
196.39276335834413,31.47028946939211,0.051768377,130534.26+312813.0,6487,56362,573,196.39274911708168,31.47028668572636,2.6604016091145533,39628512167985263,59350.19738871,19.75107955932617
197.2778842124821,31.96671904241884,0.6069875,130906.69+315800.1,6488,56364,52,197.2778836322541,31.96673007879909,3.9155182517318567,39628522473393396,59350.1973887,19.76156234741211
197.4326452660856,32.09574924714147,0.475817,130943.83+320544.6,6487,56362,760,197.43264382795343,32.09577588476912,3.643896931543284,39628522477585595,59350.1973887,0.0
196.68089176183787,32.21366687905957,0.41961944,130643.41+321249.2,6487,56362,635,196.6809089431937,32.21364557664755,0.9538118944349616,39628527590443390,59350.1973887,20.20132827758789
196.4072442869196,31.872495470252627,0.09804015,130537.73+315220.9,6487,56362,588,196.40724826392096,31.87247894901413,2.559737404482607,39628517318596791,59350.19738871,0.0
196.5377239335889,32.103057505375645,0.25843763,130609.05+320611.0,6487,56362,637,196.5377266234884,32.103040784800434,1.5377705694193011,39628522465002664,59350.19738871,20.63252639770508
196.5394529238185,31.73387653373694,0.7980195,130609.46+314401.9,6487,56362,602,196.5394461298129,31.733882505987147,2.6121006483348244,39628517322787378,59350.19738871,18.95166206359864
