Object,W1 Z Score SDSS vs DESI,W1 Z Score SDSS vs DESI Unc,W1 Z Score DESI vs SDSS,W1 Z Score DESI vs SDSS Unc,W1 Flux Change,W1 Flux Change Unc,W1 NFD,W1 NFD Unc,W2 Z Score SDSS vs DESI,W2 Z Score SDSS vs DESI Unc,W2 Z Score DESI vs SDSS,W2 Z Score DESI vs SDSS Unc,W2 Flux Change,W2 Flux Change Unc,W2 NFD,W2 NFD Unc,Mean Z Score,Mean Z Score Unc,Mean NFD,Mean NFD Unc,Median UV NFD On-Off,Median UV NFD On-Off Unc,SDSS mjd,DESI mjd,W1 First mjd,W1 Last mjd,W2 First mjd,W2 Last mjd,W1 Epochs,W2 Epochs,W1 Min Flux,W1 Min Flux Unc,W1 Max Flux Unc,W2 Min Flux,W2 Min Flux Unc,W2 Max Flux Unc,W1 median_abs_dev of Flux,W2 median_abs_dev of Flux,W1 Mean Unc Counter,W2 Mean Unc Counter,W1 min mjd,W1 max mjd,W2 min mjd,W2 max mjd,Off spectrum 4000A flux,Redshift
150301.50+345923.5,1.3641842184847643,1.436185372336762,-1.323373113153682,1.3932202715012625,0.0365948554435198,0.0385263187908287,0.1476522320446646,0.1570059802954698,0.3385396940390437,1.2246833481159718,-0.4788395917665017,1.7322248610157125,0.0204247405067051,0.0738874643907097,0.0932097494849663,0.3385267938542692,0.8762341543609979,0.7290466129177539,0.1204309907648154,0.1865819310690295,0.1856698505393487,2.6146702879625208,58220,59348.45952605,55216.27977475,60488.968494025,55216.27977475,60489.00045609,25,22,0.2478449186765423,0.0370674856352643,0.1465802675551923,0.2191266538056671,0.070638086111324,0.0777139184492024,0.0242791143709648,0.0190951659912657,7,15.0,4132.179751299998,3003.720225249999,4132.179751299998,3003.720225249999,0.8699492009392089,0.5496131
143335.68+350133.1,-2.862973892257218,1.2981010144859408,3.459004312184548,1.568347171764778,0.194485845913523,0.0881818288899781,0.1248269175515406,0.0568550051866096,-2.973752347199004,1.354839856930858,3.2531786329402417,1.4821463118052742,0.1957845994740448,0.0891993507766466,0.1392781787075244,0.0635111212101866,3.1372272961452525,0.7148919421195071,0.1320525481295325,0.0426208696888755,0.259737641178079,0.0692025024431474,58223,59319.37051268,55209.6963732,60481.96963024,55209.6963732,60481.96963024,25,25,1.5580441280481063,0.0674281409137487,0.0550062667156678,1.4057090729566502,0.0269274555184264,0.0684386819224367,0.1748807360156989,0.1844036941096574,0,0.0,3013.3036268,4109.674139479997,3013.3036268,4109.674139479997,12.088546082417263,0.6182221174240112
113151.82+525653.7,3.83465911842418,1.4891553792921963,-3.475180309960584,1.3495550172174842,0.1430413663456801,0.0555488280904901,0.4361963745592359,0.1781075542729479,-0.4253180944044668,1.0843169930542311,1.0145522531091171,2.586525856437017,0.0249733555012552,0.0636677209360482,0.1160852093458798,,2.187427443974587,0.8625812221037211,0.2761407919525578,,0.0625929741273517,0.3530169472031076,57049,59307.39542858,55328.73796155,60425.92056384,55328.73796155,60426.30576112,23,22,0.3279288290514093,0.0413713194651179,0.0688189477977682,0.2151295211679057,,0.052203305838261,0.0232569835125978,0.0253257884839087,0,12.0,3978.6574670300033,1720.2620384500042,1720.2620384500042,3978.6574670300033,1.1982244399818285,0.61956304
162908.97+325204.7,-1.229642505750104,1.3225346869087933,1.420723450617124,1.5280506611957931,0.0608656005299644,0.0654636348076693,0.172755502602083,0.1882140639245053,-1.582140440979983,1.322954870734434,1.826643206053628,1.5274032974252147,0.051210454806839,0.0428211800067946,0.2241098099967929,,1.5147874008502098,0.7144581532638573,0.1984326562994379,,0.1934845845822598,0.1266869028447945,58257,59293.50919863,55243.27536325,60519.05639678,55243.27536325,60518.8014666,24,24,0.3523222103677906,0.0612034365151226,0.0553911724308751,0.2285060828331068,,0.0555744845923343,0.0326451217383563,0.025678483585377,0,10.0,3013.7246367500047,4050.233835380008,3013.7246367500047,4050.233835380008,2.1253047124318067,0.6198328733444214
142509.20+353527.5,-1.299341713422283,1.1177808380876395,2.6016301305405887,2.238096628215155,0.0846409073859735,0.0728137820998622,0.4371202375487053,,,,,,,,,,1.950485921981436,1.2508507624037282,0.4371202375487053,,0.1442979069586898,0.4083856308280824,58223,59315.3047105,55207.3143788,60318.9188307,,,18,6,0.1936330101315489,,0.0755803307910047,,,,0.0231767244685624,,12,2.0,3015.6856211999984,4107.990331699999,,,1.043731996603295,0.4506641924381256
013921.52+323909.7,0.4627217374132983,1.7096540485089402,-0.3336872680942581,1.2329003431357728,0.0213911270051259,0.0790354632806394,0.0162949260386982,0.0602095332978236,0.8934942581683932,1.124187113323201,-1.7396309071434577,2.1887892729813694,0.0792274748176162,0.0996833559889722,0.0829813310243143,0.1049815110931422,0.8573835427048518,0.809998278121919,0.0496381285315062,0.0605109609313496,0.0796241152124125,0.085120199061739,58108,59200.06640136,55216.5572452,60520.28507943,55216.5572452,60519.297192665,25,25,1.3127477200157225,0.0515531749504815,0.0362820266491086,0.9547626416645676,0.1262573158525075,0.0988858448113018,0.0758711157685656,0.0530218291973827,0,1.0,3983.5091561600057,2891.442754800002,3983.5091561600057,2891.442754800002,5.843922244349719,0.5405358076095581
165052.00+355704.8,2.36518351677317,1.1909829573005315,-3.656352320470203,1.84114816828562,0.1303113327395569,0.0656179849619742,0.2157551139395725,0.1113791186351041,2.728625528003145,1.325018779893795,-3.138892754080702,1.524244277767635,0.0852037840822548,0.0413749020773925,0.2710971480016498,0.136141094916158,2.972263529831805,0.745287795399386,0.2434261309706111,0.0879484306183216,0.1710097391686426,0.2193653731179192,58250,59315.45878766,55249.0641361,60362.07505352,56713.69917923,60362.043091675005,23,21,0.6039779561195191,0.0686846359829054,0.0735647118105072,0.3142924398516221,0.0402290515506324,0.0383357420761389,0.0413452190536374,0.0128528280440919,0,0.0,4066.394651559997,3000.9358638999984,4066.394651559997,3000.9358638999984,1.558279958180827,0.5384607315063477
145959.64+351104.8,-0.6080809327550627,2.519025584626488,0.2630071948243928,1.0895290692667634,0.0264647053114089,0.1096322317935477,0.0343943594828535,0.1425009934999783,0.0526582866489405,1.0849667994490952,-0.1251101436344809,2.577758616087641,0.0046738523600559,0.096299651183001,0.0075172726886687,0.1548898513303412,0.2622141394657192,0.979622246311716,0.0209558160857611,0.1052347366528943,0.0247184412202401,0.6002122839981655,55653,59348.45952601,55215.386495,60488.42546205,55215.386495,60488.393500275,25,25,0.7694489942341362,0.0527551401360893,0.0580406692254765,0.621748412439672,0.0988686708013563,0.0304137565646186,0.0513237512434764,0.029279420150025,0,0.0,437.6135050000012,4133.073031010004,4133.073031010004,437.6135050000012,4.10396209069407,0.5379999999999999
122241.94+565759.6,-0.1241509234791749,1.2005159102119192,0.1869017117269054,1.807304144714065,0.0073534629508402,0.0711065936542826,0.0309125841669112,0.2989806887488198,1.7059241800223572,1.6367176410332158,-1.3166018810017444,1.2631895075341673,0.1058284246375957,0.1015351394602057,0.5038565808176624,,0.8333946740575455,0.7492529233587588,0.2673845824922868,,0.0146760430723543,0.2272832628992888,58135,59309.26965078,55333.6014947,60430.79939185,55333.6014947,60272.4611213,23,19,0.2378792698512539,0.0467979328530385,0.0358947361771357,0.2100368014760402,,0.0803799737526393,0.0182168989521312,0.0233231231927452,0,16.0,2801.3985053,3975.668156079999,3975.668156079999,2801.3985053,1.7776001309176177,0.5109720826148987
142236.11+530923.1,-1.8227411604829904,1.5040400553643756,1.622451934613166,1.338770830694914,0.1073108764409296,0.0885478750590389,0.0420401148520685,0.0347228309045069,-3.839882093374356,1.451569399279655,3.649501455785565,1.3796008593559743,0.1961615330719881,0.074153859883979,0.0986092646854518,0.0373729889817076,2.7336441610640194,0.709964615197514,0.0703246897687601,0.0255069367596827,0.0136943268520477,0.1331193721139947,57544,59318.3246625,55362.6759283,60459.676392615,55362.6759283,60459.676392615,24,24,2.552582856125321,0.0923261956469019,0.1111586202039267,1.989280963586057,0.0540812252680339,0.0710140042433287,0.1244004838278434,0.0989536423816053,0,0.0,2181.324071700001,3955.648734200004,2181.324071700001,3955.648734200004,2.803314233904273,0.511
155819.00+431328.1,0.647644721553172,1.4646540445895926,-0.6051931248312004,1.368649397645184,0.0316367577996187,0.0715467967650357,0.1510587045453536,0.3428419742390803,,,,,,,,,0.6264189231921862,1.0022989379430642,0.1510587045453536,0.3428419742390803,0.2673255229212955,0.4765431760939239,57843,59322.48638648,56688.86593054,60499.34907549,,,18,1,0.2094335304598101,0.040087548058365,0.0692166801373029,,,,0.0241177756336579,,14,,2633.6204559399994,1154.1340694600003,,,0.8313062479012491,0.51168627
103222.44+312029.5,-1.880690302377614,1.654278368073002,1.4271274855388898,1.2553189245591032,0.0912060370194326,0.080225954208498,0.278558540831973,0.2498193101862645,-0.4432353437741669,1.5830678904948494,0.3611660428001448,1.2899475944890135,0.0147860792582964,0.0528102454574274,0.0525144378460389,0.1877782214311224,1.028054793622704,0.7281196357688371,0.165536489339006,0.1562612781415926,0.3112130718085316,0.2441857193271622,58485,59224.4697416,55329.2958294,60426.49345723,55329.2958294,60426.52592841,23,23,0.3274214344569254,0.0572603644554601,0.0383561986891149,0.2815621734663914,0.0483482797336342,0.1004773292527358,0.0345588715014258,0.0402106320559264,6,14.0,3155.704170600002,3895.1739122,3155.704170600002,3895.1739122,0.875475271741267,0.4611279368400574
