wave,flux,ivar
3600.0,1.1212760210037231,0.06241590529680252
3600.8,2.178370714187622,0.051590219140052795
3601.6000000000004,8.68923282623291,0.059064991772174835
3602.4000000000005,7.306463718414307,0.05347473919391632
3603.2000000000007,-0.41620710492134094,0.05498324707150459
3604.000000000001,0.22857537865638733,0.05860225856304169
3604.800000000001,10.527456283569336,0.05665802210569382
3605.6000000000013,9.241748809814453,0.04239664226770401
3606.4000000000015,0.786470890045166,0.04515020549297333
3607.2000000000016,0.2986502945423126,0.05101408809423447
3608.000000000002,11.677350044250488,0.05594590678811073
3608.800000000002,8.797578811645508,0.058278873562812805
3609.600000000002,8.462066650390625,0.06469961255788803
3610.4000000000024,-0.6474193334579468,0.05277477577328682
3611.2000000000025,2.7593791484832764,0.07647624611854553
3612.0000000000027,10.348495483398438,0.05536113679409027
3612.800000000003,-1.7099896669387817,0.06640249490737915
3613.600000000003,12.602249145507812,0.062275245785713196
3614.4000000000033,7.097211837768555,0.06934455782175064
3615.2000000000035,13.827492713928223,0.05933272838592529
3616.0000000000036,10.94610595703125,0.05996246635913849
3616.800000000004,11.306466102600098,0.06883405148983002
3617.600000000004,3.1268043518066406,0.05562600493431091
3618.400000000004,3.6944034099578857,0.0618271678686142
3619.2000000000044,7.852111339569092,0.06338008493185043
3620.0000000000045,13.252239227294922,0.07381920516490936
3620.8000000000047,7.925492286682129,0.07766585797071457
3621.600000000005,1.683642864227295,0.07894739508628845
3622.400000000005,3.9982640743255615,0.06625266373157501
3623.2000000000053,2.9785282611846924,0.07516752928495407
3624.0000000000055,11.57987117767334,0.05908207595348358
3624.8000000000056,6.037671089172363,0.05425479635596275
3625.600000000006,4.537210464477539,0.08096911758184433
3626.400000000006,6.609834671020508,0.07310767471790314
3627.200000000006,9.099690437316895,0.07638364285230637
3628.0000000000064,13.284164428710938,0.06291748583316803
3628.8000000000065,10.335261344909668,0.07142980396747589
3629.6000000000067,8.661760330200195,0.07413922995328903
3630.400000000007,9.087990760803223,0.07234054803848267
3631.200000000007,9.838911056518555,0.08834388107061386
3632.0000000000073,0.419140100479126,0.07635234296321869
3632.8000000000075,5.092696189880371,0.0970471203327179
3633.6000000000076,9.20189094543457,0.08452579379081726
3634.400000000008,12.30813217163086,0.07552781701087952
3635.200000000008,10.242579460144043,0.07697488367557526
3636.000000000008,10.749207496643066,0.09201373159885406
3636.8000000000084,8.015572547912598,0.09588608145713806
3637.6000000000085,7.3230366706848145,0.10724105685949326
3638.4000000000087,10.350502967834473,0.09024906158447266
3639.200000000009,10.130550384521484,0.09690041840076447
3640.000000000009,2.4627318382263184,0.07651816308498383
3640.8000000000093,11.209822654724121,0.09262524545192719
3641.6000000000095,2.629863977432251,0.08354492485523224
3642.4000000000096,8.61706256866455,0.09766964614391327
3643.20000000001,12.947646141052246,0.09878300875425339
3644.00000000001,8.478177070617676,0.10167305171489716
3644.80000000001,6.733213901519775,0.09087344259023666
3645.6000000000104,7.9610915184021,0.11372248083353043
3646.4000000000106,6.575061798095703,0.12167368829250336
3647.2000000000107,6.565454959869385,0.08982837200164795
3648.000000000011,11.461136817932129,0.09233006834983826
3648.800000000011,8.012861251831055,0.09901179373264313
3649.6000000000113,12.606182098388672,0.08228492736816406
3650.4000000000115,-0.06594676524400711,0.1260453760623932
3651.2000000000116,6.297839641571045,0.10943575203418732
3652.000000000012,11.192241668701172,0.10843206197023392
3652.800000000012,6.49138879776001,0.1387624591588974
3653.600000000012,12.456814765930176,0.1191977709531784
3654.4000000000124,7.658269882202148,0.12497836351394653
3655.2000000000126,7.5182576179504395,0.1068192571401596
3656.0000000000127,11.24585247039795,0.13705748319625854
3656.800000000013,5.896721363067627,0.10902328789234161
3657.600000000013,3.6596524715423584,0.11629559099674225
3658.4000000000133,7.159433841705322,0.12274807691574097
3659.2000000000135,2.1383278369903564,0.11412988603115082
3660.0000000000136,7.272913455963135,0.13703832030296326
3660.800000000014,5.702375888824463,0.13517938554286957
3661.600000000014,8.836593627929688,0.12422315776348114
3662.400000000014,9.216733932495117,0.13219456374645233
3663.2000000000144,9.967804908752441,0.13598114252090454
3664.0000000000146,8.280095100402832,0.11921761929988861
3664.8000000000147,8.027301788330078,0.15884965658187866
3665.600000000015,5.167416572570801,0.15419375896453857
3666.400000000015,6.491320610046387,0.12729454040527344
3667.2000000000153,6.757654190063477,0.16668054461479187
3668.0000000000155,6.177809238433838,0.15007618069648743
3668.8000000000156,1.8140088319778442,0.14890187978744507
3669.600000000016,8.82880687713623,0.16552616655826569
3670.400000000016,7.4249267578125,0.16412140429019928
3671.200000000016,2.752929449081421,0.1475449800491333
3672.0000000000164,4.740037441253662,0.15243422985076904
3672.8000000000166,5.034196376800537,0.16101773083209991
3673.6000000000167,6.332893371582031,0.16087256371974945
3674.400000000017,5.130755424499512,0.15442951023578644
3675.200000000017,7.420441627502441,0.17317363619804382
3676.0000000000173,5.5752339363098145,0.1840066909790039
3676.8000000000175,13.23918342590332,0.19377005100250244
3677.6000000000176,4.91889762878418,0.17352065443992615
3678.400000000018,8.42840576171875,0.20683661103248596
3679.200000000018,12.249524116516113,0.18181249499320984
3680.000000000018,5.315287113189697,0.1889798641204834
3680.8000000000184,11.24172306060791,0.1668039858341217
3681.6000000000186,7.024388313293457,0.2421356737613678
3682.4000000000187,3.6650307178497314,0.19306592643260956
3683.200000000019,8.950242042541504,0.19053669273853302
3684.000000000019,7.408023357391357,0.2372540533542633
3684.8000000000193,7.975379943847656,0.21266713738441467
3685.6000000000195,5.287117958068848,0.21551932394504547
3686.4000000000196,7.336510181427002,0.20483070611953735
3687.20000000002,4.560760498046875,0.19487372040748596
3688.00000000002,8.624905586242676,0.21776437759399414
3688.80000000002,7.768975734710693,0.22295379638671875
3689.6000000000204,5.3797783851623535,0.22875170409679413
3690.4000000000206,4.95339822769165,0.198876291513443
3691.2000000000207,5.659329414367676,0.2245023101568222
3692.000000000021,8.475236892700195,0.202595055103302
3692.800000000021,8.245782852172852,0.21655869483947754
3693.6000000000213,8.71241283416748,0.2318044751882553
3694.4000000000215,9.088719367980957,0.2364272028207779
3695.2000000000216,8.24547290802002,0.21374842524528503
3696.000000000022,7.668022155761719,0.24831810593605042
3696.800000000022,8.755154609680176,0.23015707731246948
3697.600000000022,8.120847702026367,0.21111129224300385
3698.4000000000224,5.195922374725342,0.23616176843643188
3699.2000000000226,6.323776721954346,0.22661101818084717
3700.0000000000227,6.872879981994629,0.2508346438407898
3700.800000000023,7.375439167022705,0.21142932772636414
3701.600000000023,7.663260459899902,0.2115679383277893
3702.4000000000233,5.395462989807129,0.24303817749023438
3703.2000000000235,6.362613677978516,0.24162708222866058
3704.0000000000236,6.6009416580200195,0.22994160652160645
3704.800000000024,5.799448490142822,0.247227281332016
3705.600000000024,14.264179229736328,0.2353283166885376
3706.400000000024,2.5576510429382324,0.2761204242706299
3707.2000000000244,0.704991340637207,0.24922841787338257
3708.0000000000246,8.592052459716797,0.205142080783844
3708.8000000000247,11.150550842285156,0.24368783831596375
3709.600000000025,8.080196380615234,0.25571754574775696
3710.400000000025,7.583269119262695,0.3029964566230774
3711.2000000000253,8.715253829956055,0.2663023769855499
3712.0000000000255,11.369132995605469,0.27310341596603394
3712.8000000000256,6.958218097686768,0.2825508415699005
3713.600000000026,5.015405654907227,0.27042335271835327
3714.400000000026,6.9538164138793945,0.3463759422302246
3715.200000000026,5.51816987991333,0.28968074917793274
3716.0000000000264,9.087729454040527,0.2679033577442169
3716.8000000000266,4.532069683074951,0.30274468660354614
3717.6000000000267,4.3919243812561035,0.25134867429733276
3718.400000000027,7.6212639808654785,0.27537915110588074
3719.200000000027,9.127717018127441,0.28914228081703186
3720.0000000000273,7.419025897979736,0.2946229875087738
3720.8000000000275,8.692161560058594,0.3168256878852844
3721.6000000000276,3.7566163539886475,0.32438021898269653
3722.400000000028,7.524565696716309,0.3844526708126068
3723.200000000028,6.371460914611816,0.3389201760292053
3724.000000000028,4.142421245574951,0.3691449761390686
3724.8000000000284,6.427953720092773,0.3309471011161804
3725.6000000000286,5.248844623565674,0.3038421869277954
3726.4000000000287,6.229382514953613,0.30504390597343445
3727.200000000029,8.134596824645996,0.3172096312046051
3728.000000000029,7.373913288116455,0.3660695552825928
3728.8000000000293,7.6618266105651855,0.34592247009277344
3729.6000000000295,5.618508338928223,0.31738045811653137
3730.4000000000296,11.179597854614258,0.2982821464538574
3731.20000000003,9.289402961730957,0.3030846416950226
3732.00000000003,4.602931499481201,0.31762659549713135
3732.80000000003,5.411629676818848,0.3253638744354248
3733.6000000000304,8.77358627319336,0.3153281807899475
3734.4000000000306,7.800563335418701,0.3133847713470459
3735.2000000000307,10.902552604675293,0.3407440781593323
3736.000000000031,7.51055383682251,0.3395662307739258
3736.800000000031,4.333717346191406,0.3649505376815796
3737.6000000000313,6.836450099945068,0.2991786003112793
3738.4000000000315,11.217992782592773,0.28157907724380493
3739.2000000000317,7.0836873054504395,0.27868878841400146
3740.000000000032,7.511612892150879,0.3002402186393738
3740.800000000032,9.367537498474121,0.29861027002334595
3741.600000000032,6.37143087387085,0.30472373962402344
3742.4000000000324,8.13840389251709,0.35046231746673584
3743.2000000000326,8.771533966064453,0.31568944454193115
3744.0000000000327,10.32845687866211,0.33872246742248535
3744.800000000033,7.657090663909912,0.3608289361000061
3745.600000000033,10.141650199890137,0.3558083772659302
3746.4000000000333,11.299692153930664,0.36988043785095215
3747.2000000000335,9.146355628967285,0.3532954752445221
3748.0000000000337,5.679962635040283,0.36268123984336853
3748.800000000034,8.614290237426758,0.3511831760406494
3749.600000000034,7.532858848571777,0.4322502017021179
3750.400000000034,9.09455394744873,0.39535146951675415
3751.2000000000344,9.944910049438477,0.43399184942245483
3752.0000000000346,5.3143792152404785,0.39625489711761475
3752.8000000000347,4.990813732147217,0.34284454584121704
